FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB05RPRR94149067211539,249633.94,Savings,356c3889-6584-4fbe-a019-d107890e5d4a
GB55DFGV07274043767445,635404.25,Business,8e122332-ccad-4843-a161-6421f6f28e6e
GB38JXHH69772307286823,434516.88,Savings,6475603a-5b63-4eed-b19d-f7216df7bbca
GB24QHZW70202246493973,345428.8,Checking,1d7a9000-d46c-4c1b-836b-7244fd045360
GB42MLLH15039161416886,292057.88,Savings,d4b8dff6-1132-4723-b8e4-808dd5ebd211
GB86BIYF90759700101014,806227.35,Business,3971b6a2-df2d-405c-9e0f-351d32163038
GB43IYFS93696229624204,161792.4,Savings,889e1028-1e3c-4b2f-8d10-a53401b59044
GB23ZEDC61478267923315,85912.04,Business,567f939f-9f99-4ae3-81c4-3b40efa4e5f2
GB45PWOX96247694303436,285482.24,Business,2cb2f791-355f-4343-929e-f5517e63af51
GB60FDIB82780908867283,869933.29,Checking,2155ec86-add0-4a73-88bd-33e08ba8e767
GB05MYMW56612074498690,59918.44,Checking,a4d4e73c-2538-4610-b41e-1f5b111de54f
GB92WALO34363629278451,17272.93,Business,7bb47fd4-7783-4d84-984f-bbdeabf95edd
GB27NNFZ83036794520385,726878.38,Checking,1f717ac4-bcc2-4893-997f-bd6c240cd70a
GB18STLJ80245101218375,601299.7,Savings,aa1ada79-4fb6-409f-9433-c9e70e173631
GB91TPKW14785152415911,776208.84,Checking,fed4f7db-2f67-48be-bd8e-04f6f2ea992c
GB55ESAY62641014849080,337488.34,Business,907fd44a-f51c-44cc-b6c0-5b1aff758783
GB91FTZO48848990078912,577487.58,Business,f1f8b3b7-ebec-43d6-ab85-52af69813e99
GB46WYML22509800039824,278087.58,Savings,e5ee7986-64b7-4d52-89ac-540835180253
GB57YYHU13110218772002,946322.71,Business,580ea7aa-ec18-4e59-b319-fde27b4a2c10
GB08BHNF41413748361032,656931.41,Checking,a02f5ef4-1380-4d7d-9620-9993ad4b650f
GB38UMDQ69360811681378,37953.49,Business,3cd3d15e-93c6-4678-a547-5ddc494d078c
GB77LZQU61200829346661,864453.98,Business,54f406df-f9d4-4ccd-a8a4-ae8df1397cc6
