FintAccountNumber,Balance,AccountType,PrimaryAccountHolderID,SecondaryAccountHolderID
GB76ZANN46886835825544,95622.61,Savings,b6e03362-61d6-462b-a0f9-7eede80ef477,b6e03362-61d6-462b-a0f9-7eede80ef477
GB87YRJM24960611368089,345448.15,Savings,7711028d-c3ec-4885-b085-88dc325bebad,7711028d-c3ec-4885-b085-88dc325bebad
GB61RWGP21386711252338,493559.4,Checking,37f3054a-5181-40f6-9946-e6657dd4d561,37f3054a-5181-40f6-9946-e6657dd4d561
GB86FPUV05660951312283,946155.97,Business,ab5e7abc-fb3f-4a1f-9f9a-1f5703bb6ab7,ab5e7abc-fb3f-4a1f-9f9a-1f5703bb6ab7
GB18IQUX42269676566120,728863.69,Business,f578c720-d43c-4d6b-904b-56a51ec312ee,f578c720-d43c-4d6b-904b-56a51ec312ee
GB61ITVK49150906543889,490627.1,Savings,bf383966-4ff0-4adc-b64d-9582af9eee39,7711028d-c3ec-4885-b085-88dc325bebad
GB84XQFW13553020435713,509002.48,Business,915f56d2-e404-473e-8ec6-82d84878ebac,915f56d2-e404-473e-8ec6-82d84878ebac
GB48NEOD86132926473504,826106.49,Savings,bf2b5aa7-1d7b-41b1-b8bc-9f6adedb73a6,bf2b5aa7-1d7b-41b1-b8bc-9f6adedb73a6
GB59GJGS17089795936646,222743.14,Savings,77b0fc3d-1dd1-497b-85ae-fce3a0730f1f,77b0fc3d-1dd1-497b-85ae-fce3a0730f1f
GB89RXFL91930453647978,952390.24,Business,14a9d76a-7b37-442c-b6e8-48d462c4373f,7711028d-c3ec-4885-b085-88dc325bebad
GB07TSJN93716763633073,417639.97,Checking,914edf3b-66cd-4b5f-b73d-753ca9254ecf,914edf3b-66cd-4b5f-b73d-753ca9254ecf
GB35INKC84896923267970,837019.94,Business,043f2b93-a88d-45af-a6b7-d249ecf958e6,915f56d2-e404-473e-8ec6-82d84878ebac
GB46LOPU19320775151313,716452.87,Business,a8276a6e-c55a-436d-abc7-99fb6f2a9b11,a8276a6e-c55a-436d-abc7-99fb6f2a9b11
GB96OPHA88793322419840,782212.41,Savings,32af5ceb-188d-418f-a0d9-cdff1603bec1,043f2b93-a88d-45af-a6b7-d249ecf958e6
GB48ROMT68025261658021,825509.36,Business,4183e8f1-254f-4c84-a623-d44eeac88fb5,4183e8f1-254f-4c84-a623-d44eeac88fb5
GB77BOTL73782623671686,908173.28,Checking,65730d51-5027-4a73-abaf-f5d728eb1190,37f3054a-5181-40f6-9946-e6657dd4d561
GB07FRYK38972373998926,869400.67,Checking,81ee2ff6-e15a-4d4f-80a5-54d1414965b2,f578c720-d43c-4d6b-904b-56a51ec312ee
GB83TISB32125631261487,479313.51,Business,3ff06c63-670a-4cef-9c88-e23f3ee7772c,3ff06c63-670a-4cef-9c88-e23f3ee7772c
GB28MNKA08979296520557,351284.07,Business,e6f6012e-5e43-4229-b030-7f88305b1e38,14a9d76a-7b37-442c-b6e8-48d462c4373f
GB64RYSZ59291440805686,407141.57,Checking,a7d6a7b7-e245-419d-aeec-cf9f6f39155a,a7d6a7b7-e245-419d-aeec-cf9f6f39155a
GB58LJKV17427543894635,605440.08,Checking,2f11be55-6808-4423-8224-26f7b305baa3,2f11be55-6808-4423-8224-26f7b305baa3
GB58OMIS83526521413254,899991.53,Business,6f88071c-a275-4f21-822c-43e0303da2b7,81ee2ff6-e15a-4d4f-80a5-54d1414965b2
GB34NBIO49288299693606,348065.62,Savings,d72f3b20-34a1-4e75-8822-b85146123b62,d72f3b20-34a1-4e75-8822-b85146123b62
GB68IQKI56489225770840,713314.03,Business,30df4b9a-45e5-48b0-a47c-9df8020662bb,30df4b9a-45e5-48b0-a47c-9df8020662bb
GB23IFCW58489388681164,860681.95,Business,1481f241-9856-4919-9aab-416c08578b3b,14a9d76a-7b37-442c-b6e8-48d462c4373f
GB94HGQQ66586126456880,73069.88,Checking,4c4ab7a2-20ee-4291-b2ee-9d085349670c,d72f3b20-34a1-4e75-8822-b85146123b62
GB17PGSP93585007491906,610868.85,Savings,d63def20-1885-493e-89cd-a73cbded83d5,d63def20-1885-493e-89cd-a73cbded83d5
GB20CWJX09687631921692,523267.67,Checking,4d7029c5-8297-49df-ab82-d66d2140af87,4d7029c5-8297-49df-ab82-d66d2140af87
GB67KUAX60932332652120,942439.55,Savings,4861a875-941b-497a-8aab-f2c26fbbe9cc,4861a875-941b-497a-8aab-f2c26fbbe9cc
GB04VOMO79320536118533,560106.97,Savings,5a24a5bd-9c68-4ee4-8db8-7f4b6f068137,915f56d2-e404-473e-8ec6-82d84878ebac
GB55STPN69537986667036,518401.11,Savings,2bbaf5fe-04dc-4b83-8124-6c2b4e6f230f,1481f241-9856-4919-9aab-416c08578b3b
GB80IMVN35017879819719,350484.91,Checking,a5e331a5-c8be-4e9c-964c-bcd1fd2c3bc2,bf383966-4ff0-4adc-b64d-9582af9eee39
GB95SLQY05183340252279,388007.65,Business,6f138b42-e519-425c-9abe-97ea3ddaa29a,6f138b42-e519-425c-9abe-97ea3ddaa29a
GB63XRWY15606579247709,579773.06,Checking,5ed17200-a767-40bc-8391-51f01a4a3af5,5ed17200-a767-40bc-8391-51f01a4a3af5
GB46AITN84064559038735,787642.37,Business,925b4218-50d9-4116-bb14-ee4e0df5a2cb,925b4218-50d9-4116-bb14-ee4e0df5a2cb
GB17XTUK52645070892232,116641.32,Business,960f10fb-1534-4984-a5e3-999b0a5a1cb2,960f10fb-1534-4984-a5e3-999b0a5a1cb2
GB35VCOT84639482818862,735427.64,Business,65bb20ba-3c9d-4c79-a350-b41bdbc18f16,914edf3b-66cd-4b5f-b73d-753ca9254ecf
GB15WERM97546401485422,515590.84,Business,f86cfc43-cf6d-45de-8eef-8d11861f35a4,f86cfc43-cf6d-45de-8eef-8d11861f35a4
GB38UMDE86051493657091,726533.14,Business,247bd48c-885c-4b87-8158-020e2bb40261,b6e03362-61d6-462b-a0f9-7eede80ef477
GB32ZSDI44257160682873,591997.03,Business,67a91696-ba7f-4748-a930-829e6fa5b399,67a91696-ba7f-4748-a930-829e6fa5b399
GB64EUFH55984638286701,313018.57,Business,0fde3f80-407e-4d4a-b10b-678f79629b25,0fde3f80-407e-4d4a-b10b-678f79629b25
GB73JMOD25762567597720,917514.92,Business,7a1544dd-d080-4c0e-88a5-4c55e55c947d,7a1544dd-d080-4c0e-88a5-4c55e55c947d
GB22PLOS04348943073721,185232.56,Checking,94f9cab2-a5b3-49bc-b06d-818d5d22e7eb,14a9d76a-7b37-442c-b6e8-48d462c4373f
GB30NVSU75411810716204,611814.36,Business,c844ef57-a7f4-4c28-b30f-a270878912f1,14a9d76a-7b37-442c-b6e8-48d462c4373f
GB20FCSR78016371648212,832792.02,Business,b70a8006-d0b1-4d66-9fdd-0a928ba75c76,b70a8006-d0b1-4d66-9fdd-0a928ba75c76
GB13DBKD70463743820521,943049.79,Checking,d020fd15-958b-4478-aa26-4be3dd48c5d6,d020fd15-958b-4478-aa26-4be3dd48c5d6
GB51GKOM28691542128488,255262.25,Savings,8e46cc9a-b525-4f77-b148-d230cd6a0410,2f11be55-6808-4423-8224-26f7b305baa3
GB15AYKD00124333519221,49895.4,Checking,721fa09e-b686-4e78-8022-3e1f482965ab,721fa09e-b686-4e78-8022-3e1f482965ab
GB17RGRA73008380123312,294360.03,Business,35d35785-9851-4772-8dd0-0314ed70eb66,35d35785-9851-4772-8dd0-0314ed70eb66
GB04YMYV27098067608795,180660.53,Business,3596884d-dfaf-48bb-be77-c6fbe9ffb386,d63def20-1885-493e-89cd-a73cbded83d5
GB31FDHM35797368949208,871691.21,Savings,8071160f-1ec8-4c27-a731-47f7cfecc2b5,721fa09e-b686-4e78-8022-3e1f482965ab
GB93HUTO68460176281090,875081.69,Business,3c9f5e0a-2e4e-4427-b977-82eb9ec54982,3c9f5e0a-2e4e-4427-b977-82eb9ec54982
GB21YSZG67677054630130,60218.53,Savings,9110d151-25a3-4a6a-b8ed-17a7717a2f60,9110d151-25a3-4a6a-b8ed-17a7717a2f60
GB38TWED41836741323265,11883.11,Business,421e8060-a5c4-4a35-879b-be65db101d9d,421e8060-a5c4-4a35-879b-be65db101d9d
GB28YJAW81037365961166,211932.4,Business,b6befc09-2e6b-42bf-88b5-1bb3b75d1266,3ff06c63-670a-4cef-9c88-e23f3ee7772c
GB16HRCL96082181319911,183224.57,Business,3b118d2f-c10e-4ab0-9a7e-c4c21e1b2b5a,3596884d-dfaf-48bb-be77-c6fbe9ffb386
GB28UQBT99323958413407,349078.91,Savings,96f8b111-4204-4e67-8c47-db6b82dc0f7f,4d7029c5-8297-49df-ab82-d66d2140af87
GB65IKAF96460085805334,860993.11,Checking,02ba390e-ec75-4f34-b1ed-a0bfebd25ca4,02ba390e-ec75-4f34-b1ed-a0bfebd25ca4
GB23ESQO39630839247025,443232.37,Business,a625f9e2-af73-4ec6-abf5-f13eaa091398,a625f9e2-af73-4ec6-abf5-f13eaa091398
GB54VUMT15682298291953,322911.0,Savings,dd9dc28b-488a-4d29-9678-657ebec2b56c,e6f6012e-5e43-4229-b030-7f88305b1e38
GB70OQPC85227772763451,546240.85,Checking,4f707c38-4220-4782-96fa-194af55c3ee5,4f707c38-4220-4782-96fa-194af55c3ee5
GB52MFEZ71699778586960,95091.26,Checking,d4d0052a-7f13-41f9-93dc-50456006c805,d4d0052a-7f13-41f9-93dc-50456006c805
GB28SYOU05462148786906,847314.71,Business,4f564167-fc57-420d-9158-ce7fcc326055,043f2b93-a88d-45af-a6b7-d249ecf958e6
GB21FZKW90507101264670,566803.45,Business,4b46a401-b56c-4c2e-b9c1-44020b95dd9f,4b46a401-b56c-4c2e-b9c1-44020b95dd9f
GB26JUSF24997877450919,896128.15,Checking,a7411946-f9d6-49fc-86b2-4cf2472d3d0e,a7411946-f9d6-49fc-86b2-4cf2472d3d0e
GB75YMYO26623715874068,134982.13,Savings,fda3efe8-b710-48f0-9405-818b68562b83,4f564167-fc57-420d-9158-ce7fcc326055
GB82PETQ75328265141652,590750.38,Savings,327c3ada-ac89-436e-be41-0464edd69b75,a5e331a5-c8be-4e9c-964c-bcd1fd2c3bc2
GB75MWFZ82246424538959,775673.87,Business,fff8416c-853b-4832-8666-a29f4877d68c,fff8416c-853b-4832-8666-a29f4877d68c
GB90LKGQ65570583824740,718614.43,Checking,65e99a47-cf8d-45ed-af28-68320a219f15,65e99a47-cf8d-45ed-af28-68320a219f15
GB33SQHZ23058896131019,144842.21,Checking,a0d98ecd-c75f-4393-8084-fdc5fcf8d16f,3b118d2f-c10e-4ab0-9a7e-c4c21e1b2b5a
GB22ZGBD71265085906073,864168.36,Business,abfcf880-7894-4503-9bff-8cee4f5d3ea2,abfcf880-7894-4503-9bff-8cee4f5d3ea2
GB61RXOA17763310297317,655457.33,Savings,0e4598dc-4536-4a4e-a335-c00fc8890c49,0e4598dc-4536-4a4e-a335-c00fc8890c49
GB43TEJL42165496481753,898958.97,Savings,86860959-1f76-47e8-9b76-7b6b25cfbbda,86860959-1f76-47e8-9b76-7b6b25cfbbda
GB60LFWT81370961560699,489835.49,Business,fb3b7bff-eae5-440f-a864-fc87d85743a5,fb3b7bff-eae5-440f-a864-fc87d85743a5
GB92NFEU07921214083309,847102.55,Checking,f39f91ea-a6f2-4b19-9c89-cfcbaf9b619e,f39f91ea-a6f2-4b19-9c89-cfcbaf9b619e
GB58JVQO70620024603245,227064.3,Checking,5ac9e3d6-f5a6-45cf-af34-16fd61ae7576,5ac9e3d6-f5a6-45cf-af34-16fd61ae7576
GB04UXTE46537021493805,685853.27,Savings,67c03624-d451-4fa6-94a2-0bfe74cfa179,67c03624-d451-4fa6-94a2-0bfe74cfa179
GB51RDRP32421520555704,432424.76,Savings,9b21b407-54c1-49ee-b641-daaa826afb48,9b21b407-54c1-49ee-b641-daaa826afb48
GB26BPHQ73097995756371,565550.36,Business,70e37726-3aab-47a3-8201-a3776ab562bc,70e37726-3aab-47a3-8201-a3776ab562bc
GB44CWLI99104666911476,987726.77,Savings,fe8c4d4c-3700-42e2-a375-a422dfcbc0e4,f578c720-d43c-4d6b-904b-56a51ec312ee
GB26UJRM16072926899577,875907.98,Savings,d9913311-3271-4853-a00b-5973c9077b36,37f3054a-5181-40f6-9946-e6657dd4d561
GB46BKZF51688873656221,481254.99,Business,1036a29c-6b01-4617-9fbf-3d2a13a65b81,5a24a5bd-9c68-4ee4-8db8-7f4b6f068137
GB50XRGZ77675449546094,699863.37,Checking,453433f3-e16e-4e29-8907-4ae3d90041c0,0fde3f80-407e-4d4a-b10b-678f79629b25
GB98GRYD91911178623975,324737.95,Business,d8c0f729-084e-4faa-b601-d7bad91fd6e2,d8c0f729-084e-4faa-b601-d7bad91fd6e2
GB93INLG95058093377144,193703.17,Business,2807c18e-6e2e-4dcb-8a87-22ad6de41c8a,2807c18e-6e2e-4dcb-8a87-22ad6de41c8a
GB34ULCZ79570887670074,475346.34,Business,0e5dc7a1-3fb5-4c5a-8e54-5504f5c2e578,4f707c38-4220-4782-96fa-194af55c3ee5
GB47OYNW84785896021177,628500.5,Business,ce85e523-3293-4bb6-852a-aea949988cd6,ce85e523-3293-4bb6-852a-aea949988cd6
GB60JORJ43746370423173,383977.41,Checking,74abf988-ab59-4a55-8661-dcd849d67f6d,d72f3b20-34a1-4e75-8822-b85146123b62
GB36DDVL59045061161844,96494.7,Savings,72365952-98bc-4238-ad6f-58dbc946dfe1,72365952-98bc-4238-ad6f-58dbc946dfe1
GB49MRTX07636274238673,865651.14,Savings,440d2bdb-82a1-4cde-a8eb-3f1f56fc4914,440d2bdb-82a1-4cde-a8eb-3f1f56fc4914
GB30TFDP90458628633069,695708.68,Checking,2aa5821c-2673-4b3b-9fe1-8c72ef67e4e5,3c9f5e0a-2e4e-4427-b977-82eb9ec54982
GB97VKND46603057563659,946963.36,Checking,f294f41a-b437-4587-84cb-e0a2fb4c07f9,14a9d76a-7b37-442c-b6e8-48d462c4373f
GB78BDDX59902351201667,888677.1,Checking,259a5ba4-b342-4c02-901c-c10829e934f0,9110d151-25a3-4a6a-b8ed-17a7717a2f60
GB37AFPR91610398384212,970493.81,Checking,95a80efa-2e41-4862-840f-21d09104b3de,95a80efa-2e41-4862-840f-21d09104b3de
GB91TDQV82908434595949,694965.7,Savings,98ee1b44-216f-4341-acb7-2820fa2bb1ce,f39f91ea-a6f2-4b19-9c89-cfcbaf9b619e
GB24QZNF68014797390086,44631.09,Business,a3c5eaf9-d5db-447a-8d49-62fb8475deab,9110d151-25a3-4a6a-b8ed-17a7717a2f60
GB09ANAO55466992648612,848102.92,Business,416e2c0d-d1a9-45ea-a531-a512cbc9cac3,14a9d76a-7b37-442c-b6e8-48d462c4373f
GB87LLOY94365331993055,476885.85,Savings,e6b20a24-371a-4be5-8cdf-8914eeeee35b,e6b20a24-371a-4be5-8cdf-8914eeeee35b
GB91TNAR09084691564827,206077.89,Savings,1f0bd192-45e0-4756-91e3-cb40d05b6aa8,bf2b5aa7-1d7b-41b1-b8bc-9f6adedb73a6
GB07RJMB48964111046917,764293.82,Business,513ae51b-7006-4cda-881c-0fa4182c6572,513ae51b-7006-4cda-881c-0fa4182c6572
GB85WHJV81529053217365,327708.03,Business,d8a563f3-7ef0-46a2-8451-47e9e3535133,925b4218-50d9-4116-bb14-ee4e0df5a2cb
GB71QQCC22536188483445,348513.06,Business,ac6e4689-28a6-4c36-adc4-1da1be841b10,3b118d2f-c10e-4ab0-9a7e-c4c21e1b2b5a
GB66HCSV17560689870732,460687.5,Business,c055c049-71d5-41fd-b304-e69b5b951de5,c055c049-71d5-41fd-b304-e69b5b951de5
GB02NZKN64552098235171,578240.34,Savings,6f721b64-3e4e-4d96-b54f-f948177da814,5ed17200-a767-40bc-8391-51f01a4a3af5
GB52EJIE85796436104894,25225.72,Savings,3ed28b9d-96db-415e-bcc0-53fba5a31e8b,3ed28b9d-96db-415e-bcc0-53fba5a31e8b
GB26YGAC01103314104011,998094.03,Checking,a48bde8c-6d96-4c3f-a7ce-3a42986160cf,a0d98ecd-c75f-4393-8084-fdc5fcf8d16f
GB11LHXA49418430717206,288510.58,Savings,99425abb-1a94-4469-af76-8986aefa6fab,99425abb-1a94-4469-af76-8986aefa6fab
GB45QTJN48895445849117,354559.81,Checking,8041e892-2f42-4f06-a6b9-a5d66f758e47,914edf3b-66cd-4b5f-b73d-753ca9254ecf
GB92SNLW84041364337773,459337.65,Business,206c97dc-1916-485a-9f79-c7cd5f73a97d,d020fd15-958b-4478-aa26-4be3dd48c5d6
GB49ZBFP59735671763172,128301.19,Savings,8246c8f1-e65f-4f3c-a87f-5cd3cc00a42e,416e2c0d-d1a9-45ea-a531-a512cbc9cac3
GB12GMMD82871120252855,317391.25,Savings,d75cd11f-cb72-4ec1-9c44-3fd66d3fa8b6,d8a563f3-7ef0-46a2-8451-47e9e3535133
GB84REAS02091259055278,621221.88,Checking,4bc3b2f1-1458-4af7-993d-0cd2fb671d32,4bc3b2f1-1458-4af7-993d-0cd2fb671d32
GB95QHAQ83501420340921,993993.84,Savings,47c11665-2b50-4a74-9595-e153c31a6317,4b46a401-b56c-4c2e-b9c1-44020b95dd9f
GB61ZUTY33375141971294,93509.18,Checking,4a5b27aa-6373-4930-9470-fbe804e952d1,86860959-1f76-47e8-9b76-7b6b25cfbbda
GB78SAPD26592431810402,648035.54,Checking,b8307de1-4066-4f54-b556-f7a1bce2126d,327c3ada-ac89-436e-be41-0464edd69b75
GB61LBUO33209720081398,601307.92,Business,6e0fa392-d1cd-468a-b9e0-30bce2fcd238,a48bde8c-6d96-4c3f-a7ce-3a42986160cf
GB88FYRJ11281784459634,737054.59,Business,50a4ab96-608d-4007-8b4c-efdec1f6b91f,50a4ab96-608d-4007-8b4c-efdec1f6b91f
GB56ZGUB63032449535156,100756.7,Checking,3fa7f5bc-712b-4a9a-aa71-59636a565430,3fa7f5bc-712b-4a9a-aa71-59636a565430
GB80KVXF24222933232880,667395.53,Savings,fdc2c79c-95c9-482c-9794-340387c079a9,fdc2c79c-95c9-482c-9794-340387c079a9
GB47GGBG93583348597517,212413.95,Checking,93380bba-d1f9-4d72-a4e3-a19002b65a2b,93380bba-d1f9-4d72-a4e3-a19002b65a2b
GB94LIJA51952571931593,241861.4,Savings,9ba856b8-0124-46f9-aec6-660dbb203bfc,440d2bdb-82a1-4cde-a8eb-3f1f56fc4914
GB60MLPU36826191906248,943262.35,Business,fd5ad542-2bc8-4755-b5cf-c34f05463351,77b0fc3d-1dd1-497b-85ae-fce3a0730f1f
GB03GDJK74311533992623,692396.69,Checking,69be3a0d-8a6e-4118-af66-25da7733162a,5a24a5bd-9c68-4ee4-8db8-7f4b6f068137
GB74RPRY60641824005388,615299.92,Business,f9dd91e5-d766-40bb-841a-fb8f61faafbe,f9dd91e5-d766-40bb-841a-fb8f61faafbe
GB59TRDJ91618058287938,481834.81,Business,c62b0232-2f96-4d29-9f86-f67f86333685,3b118d2f-c10e-4ab0-9a7e-c4c21e1b2b5a
GB98VWIL94732218690327,988839.05,Savings,c796a936-b4f5-408e-bc1e-1ed0c2daa018,c796a936-b4f5-408e-bc1e-1ed0c2daa018
GB74RFWW79727402608592,605126.94,Savings,71027ee1-ad2f-48e5-9f41-bd6132e9a3af,71027ee1-ad2f-48e5-9f41-bd6132e9a3af
GB80XYMQ11563759292253,448821.66,Checking,640f8d5b-9350-4f0a-9a03-ffe6a9c89878,37f3054a-5181-40f6-9946-e6657dd4d561
GB38MDCC95058648119689,851823.38,Savings,5a8c1ef5-177f-4749-b740-c7e0679b0fef,3ed28b9d-96db-415e-bcc0-53fba5a31e8b
GB73YBWY94987842371830,995847.86,Business,2ba39523-c844-4515-8826-586c1beeb9ba,fda3efe8-b710-48f0-9405-818b68562b83
GB57ABJX66933198440070,57734.33,Checking,7e0bd351-7a20-4a79-af1f-d625e058b122,a3c5eaf9-d5db-447a-8d49-62fb8475deab
GB67RMQL80343165632917,324822.92,Checking,5e72a87a-d820-4478-9505-f1c672eeb3fa,5e72a87a-d820-4478-9505-f1c672eeb3fa
GB71VQWF04972122330053,752879.22,Business,2d6d651c-8d0f-4ba9-baac-876ff1e9d400,2d6d651c-8d0f-4ba9-baac-876ff1e9d400
GB85VSBR08404063103062,683656.17,Checking,4cd6499c-9a6a-49b4-9127-ee6abbbb11ec,ab5e7abc-fb3f-4a1f-9f9a-1f5703bb6ab7
GB78UFYV96556505933908,78902.98,Checking,50194f85-b1f1-4bee-a777-77d4edab907d,206c97dc-1916-485a-9f79-c7cd5f73a97d
GB75DEVF82412873689195,662703.47,Checking,3fb406b0-fca8-41dc-9240-5d57c336fc5e,3fb406b0-fca8-41dc-9240-5d57c336fc5e
GB19NRDK32696637237818,170539.09,Savings,7606fd74-f778-4473-ac70-951269fa0424,4c4ab7a2-20ee-4291-b2ee-9d085349670c
GB26MWUN47873792918510,967090.37,Business,27098ff8-656b-4d95-86b5-fce352707af8,9110d151-25a3-4a6a-b8ed-17a7717a2f60
GB94GCST73460459210924,364992.59,Checking,61b2a734-158a-4909-91d1-c91176f50a64,74abf988-ab59-4a55-8661-dcd849d67f6d
GB52CUQJ55613481149286,606924.9,Savings,468e04d1-3e3f-4d90-9ce3-f683f1001602,9b21b407-54c1-49ee-b641-daaa826afb48
GB23HWIH11461333510528,214321.68,Business,fba293b3-f9b4-4666-9d5f-f91f7bafbfbf,fba293b3-f9b4-4666-9d5f-f91f7bafbfbf
GB52FAAW04480644873367,232798.99,Savings,5a09c814-3fe9-4061-8c31-3acc5fd6e04e,b70a8006-d0b1-4d66-9fdd-0a928ba75c76
GB75XITC67665928016300,136837.73,Business,14484ecf-a464-401a-9355-7455735c6842,5ac9e3d6-f5a6-45cf-af34-16fd61ae7576
GB21RLPO62186750393320,508124.47,Business,51859786-3a0a-41d9-b1ac-268719b952ae,51859786-3a0a-41d9-b1ac-268719b952ae
GB26PXSN63911362280563,420159.24,Savings,3d128805-2493-4c74-8140-d843c23b9455,3d128805-2493-4c74-8140-d843c23b9455
GB96ZQPU81211138780446,250678.36,Savings,98b7e0ce-e55c-440f-a69d-300a5e9de489,98b7e0ce-e55c-440f-a69d-300a5e9de489
GB13GPBL47321817668261,166598.51,Savings,d9dbfad7-aa04-4194-b09d-30cc40d20f56,7711028d-c3ec-4885-b085-88dc325bebad
GB23NCTI35137739821941,853594.0,Business,0127832a-65f9-4709-af50-a1dce178706e,0127832a-65f9-4709-af50-a1dce178706e
GB80BEGN91738931852906,307908.96,Savings,6c370f02-16c9-4d6f-b638-ef55bd061462,6c370f02-16c9-4d6f-b638-ef55bd061462
GB34QNMC71428386555488,903242.42,Checking,096fea44-2ff5-4af4-b002-7d10e74963e8,096fea44-2ff5-4af4-b002-7d10e74963e8
GB03WLLQ91326673159885,174589.35,Savings,cf42b8d5-b70c-46cd-a2c7-2326b7a88e4c,cf42b8d5-b70c-46cd-a2c7-2326b7a88e4c
