FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB55ANEM69575631095039,137791.85,Savings,30f6ab1a-48e9-4833-8894-66d55b3f7f5b
GB53QFQV94229977163634,602885.25,Checking,5c25f02a-4a7f-4472-82f9-12942f37a542
GB12SUAE53428078856357,865847.91,Business,915c8813-d63f-40d6-b59b-b57c029a6f77
GB75PVMJ92732494366293,443092.06,Savings,cc7d52f5-5f7c-42d3-bcc9-5ed4688d9ff6
GB14FNXO02067450503563,439968.05,Checking,403c3f65-2a11-4cae-8888-af5209c5979f
GB18EGAM61288371300090,483830.64,Business,772e16fd-b135-4329-b4ff-1bd79ec28dde
GB28YIDP42740667559921,626268.62,Savings,8e179e7d-7a29-4d38-b73e-cb9723f31a6b
GB47SKPI46542086239857,572210.44,Checking,e23eaee3-968e-41e9-ae46-858dd9cd776e
GB74PNAP23192246104470,717530.77,Business,5fda0055-ab5a-42c7-baeb-7d8a9b450c65
GB08OEHE95929426353299,525978.35,Savings,e9409c74-a39f-4276-90f6-d866e8a4b96e
GB88PXUJ57928914017391,253776.47,Checking,709c72a9-e1d5-4c8c-920c-97016d4be589
GB64FAPB95472343476573,829921.51,Business,f86fc328-6fc3-4316-8e08-96c8ce5cc8f7
GB62HIGY42059203464134,887384.91,Savings,a3ddf0b5-3eae-4c8d-bd8b-f7604eb50040
GB42DKMH05356184808930,107981.18,Checking,447bee21-faaf-4ac2-b3ce-f4b364f26604
GB88UGJD96457219056151,565783.54,Business,a73f26fb-28b3-4cd3-b12d-7080d718dbe9
GB45GQMO96631154817263,4484.04,Savings,d14a122b-a3cb-435f-9938-90ab2a6cd80a
GB09RCWE74667426477310,643314.5,Checking,a3e7504d-30e1-4986-8fba-e9f52218a2a5
GB89ONIK85278976254557,980720.85,Business,600fcbfb-58ba-4e3d-b124-2bac7b7a1a35
GB19UKKI50061527897000,875493.39,Savings,c6f8295c-27c7-4adc-8b53-f4beecf04873
GB51AQJO21406449375014,770047.84,Checking,630ec5e6-0135-406c-86e9-b60c3f85390a
GB73KMIW30461317225940,525761.95,Business,eb42a7fe-9213-445c-a15b-c0a604c22b4b
GB68JKIM74073552477353,253451.84,Savings,e63322f7-42a1-436f-88d8-9f397e8df67c
GB60KEKM66155162073338,462060.98,Checking,e7b03541-a1b6-4098-a532-7f7132302d10
GB88YPIN32455281491714,989888.14,Business,7d01a28d-c1c4-4119-8265-979409bf2b91
GB24QWCP58804670141661,332848.86,Savings,f45346b6-8bc2-45f0-ab4a-3d1cf1a5313c
GB88CZDL10694068063898,492053.12,Checking,63962625-a094-4aa8-97ae-29cb1d375b67
GB60DLHG23175190562936,433244.98,Business,20afbab2-116f-496f-8890-6b15ef8f4c4c
GB95YSVY45562506316318,832937.91,Savings,9e92692f-cf57-4a96-9d76-e49a78071a3b
GB46KAWX12035441846896,44826.7,Checking,e5011dde-3bc4-41df-88ed-62e9ba829d6e
GB62EILX31102868932654,413410.0,Business,d6aef753-9177-449c-9342-e7ab41404b4b
GB77LIUQ31559481605139,832144.23,Savings,a86e7f9c-ef8e-4194-9ad3-ee5445f77d1b
GB11CEML42771762431251,860638.13,Checking,ed334841-28e1-4d8d-b06e-2a05cfe99063
GB05DGYG68070354521603,367428.73,Business,6e7cb352-afba-4df5-be6f-7e8745ae8df4
GB21CQFW54904470493435,825503.27,Savings,ef382748-dd41-46be-a9c3-c69db6022db2
GB43NSUG42561452038154,426705.26,Checking,37840eb0-e653-4874-9758-7afaa4d10dce
