FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB55ANEM69575631095039,500236.96,Savings,4ba5f17e-4615-432c-8380-383eaffb2af6
GB53QFQV94229977163634,802382.3,Checking,93e97f32-a864-42df-a08e-6e3352b4ce1b
GB12SUAE53428078856357,349968.76,Business,408aef6c-8718-4570-9fa3-9ea9c659e7c2
GB75PVMJ92732494366293,945173.34,Savings,6f46ece0-c4a5-4a1e-80d7-381d22c981bd
GB14FNXO02067450503563,804941.54,Checking,25a71ff9-cafe-4d95-97f1-4a2ad689f4e3
GB18EGAM61288371300090,95828.06,Business,b40e886f-0d75-407f-9424-2ce9eab65697
GB28YIDP42740667559921,545884.82,Savings,797eb51c-0863-4413-9091-c6f6a0a6836b
GB47SKPI46542086239857,233739.33,Checking,8f776284-6f07-4637-b070-94d21a5eab12
GB74PNAP23192246104470,99604.83,Business,81c2cec4-db27-48a4-902b-7855753ab689
GB08OEHE95929426353299,113890.05,Savings,7ae76769-2d10-4fe8-86d8-aa7cf0195fa0
GB88PXUJ57928914017391,597148.04,Checking,ea371327-3681-45e3-ae57-6d8097c82bab
GB64FAPB95472343476573,866861.15,Business,731ed78e-6b5e-484a-b1a5-8101f6af8a6a
GB62HIGY42059203464134,672684.71,Savings,30afdc06-a27a-453b-ade4-ba626d822c72
GB42DKMH05356184808930,409582.89,Checking,4c7deb4a-81f4-4ac0-bbc7-93fb92ff1263
GB88UGJD96457219056151,998464.61,Business,04544634-502a-4ac6-92eb-e599749f6f02
GB45GQMO96631154817263,689982.36,Savings,dc0abf13-8522-4e09-ab83-f4fc49a9f280
GB09RCWE74667426477310,660059.88,Checking,74ba4d39-5d34-484f-b295-e656273698c9
GB89ONIK85278976254557,95694.55,Business,464e89f6-59e4-4332-9486-ba36081cfac3
GB19UKKI50061527897000,89290.84,Savings,36b900b0-a871-4603-ab3d-5b4a34de4473
GB51AQJO21406449375014,71810.2,Checking,a813939d-d0dd-4f37-af51-1becb02306bb
GB73KMIW30461317225940,246783.02,Business,0be19e0c-f85a-4be1-961b-14932c3431bb
GB68JKIM74073552477353,221900.54,Savings,3e7d2598-f44b-40f8-8c15-7bf383e1183c
GB60KEKM66155162073338,932677.53,Checking,c4af046e-ecbd-475a-b6e1-af3d53396394
GB88YPIN32455281491714,481822.03,Business,fd22639f-2550-4cce-9e00-2140ddd9b481
GB24QWCP58804670141661,504693.28,Savings,67c7fff4-639d-4df6-8c19-cc362dbed2e6
GB88CZDL10694068063898,228048.88,Checking,b0b294c1-ff88-427a-8dc2-a150fbab4d5a
GB60DLHG23175190562936,899865.46,Business,0a0d1f19-db50-4877-9954-7b06ff47b665
GB95YSVY45562506316318,306763.8,Savings,8427ae38-ed7d-4087-bf5f-94b503dce11e
GB46KAWX12035441846896,954659.97,Checking,e43e5280-8429-46e1-9d30-e00e6bdf06e2
GB62EILX31102868932654,428681.4,Business,f51f7ad9-b342-4bf0-be74-b8a43a4e20bc
GB77LIUQ31559481605139,985157.08,Savings,c8df2c53-8863-4762-a9fd-cd694761e56f
GB11CEML42771762431251,214730.14,Checking,a85a7f61-c413-4a51-a095-a144cf9fba71
GB05DGYG68070354521603,138939.38,Business,7e4b14db-f888-4885-9c7d-3d9775353029
GB21CQFW54904470493435,467956.2,Savings,06ccd49f-e352-4a87-aece-11011917593d
GB43NSUG42561452038154,401889.19,Checking,9e3219d8-db46-486e-942c-6fbd93a955d6
GB88QQVR36043744249901,118509.19,Business,fdeeba64-7355-41b0-8bdc-50e0752f84f5
GB10PMOA18178677099480,198259.17,Savings,dfafc02f-107f-4d00-ba93-243df937adaf
GB89CXMN77509045800857,282431.42,Checking,0957931a-14b6-4023-9647-027a5adebf72
GB57NZBP14808587917118,445833.68,Business,d4fda455-5892-441f-add6-c9d75d574dac
GB22GAMD55971049227808,560875.38,Savings,6fad243c-94c5-4f12-867d-10cc3ca287e0
GB52KZRB17831437252644,803512.9,Checking,65526c31-2fa9-4723-b62a-df9bc22c253f
GB61KRXR33211862946569,676998.44,Business,a0555ca3-4b30-400b-9705-55c16cc54f87
GB40MRTL00309559225687,829254.02,Savings,9c9e0c17-14c3-446b-bd45-5bba392d8ca9
GB31TDAL93093839821871,887648.24,Checking,8924fd94-21e5-42cd-97ae-b7cd19151811
GB25TZWZ28747166926904,316793.01,Business,bea71cd4-32b9-4a47-8da7-b00ae1e5af6d
GB62FEHJ42523974822014,625488.07,Savings,a4df8973-6586-43be-8561-5c3fd6dede34
GB20ICID20405349929944,421152.49,Checking,c7f0b0b2-e460-4790-994b-b705485aef67
GB26IIHA34601342154787,655313.18,Business,e1015307-b582-459a-8a33-71a11251ce3e
GB80WFTX48236913558476,580780.88,Savings,ae1609a5-1b55-4f83-818f-8cbf2b90b91d
GB97GZXJ47338117056206,573726.82,Checking,4cced38d-1b4c-41f0-9aaf-c01d2ddb35ae
GB02FIDE96706000146689,517972.84,Business,85869d27-0ade-4126-b3b9-d8f537cf53d5
GB28JGVP36724234024854,71361.8,Savings,e8e7d7dc-7422-47be-8a4b-1c29472f187c
