FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB09YTRX07724987681044,934118.82,Savings,87cec65b-c678-4b05-b97a-9b9a72c4d9a9
GB51VHDW26014015903620,783030.76,Checking,7b93f351-bf7d-48ef-b3f2-5e2bfe6e7a83
GB98CYUG26763769892799,843194.67,Business,fe686133-f584-4e6c-923f-0717e7282a22
GB96ZRPA24011445277311,271221.08,Savings,2cf07614-54be-496a-9d0e-ee7d37b2a23b
GB84VRIM28797817720702,671371.55,Checking,4137fb71-daa3-480c-a840-b61a9d87ec4a
GB47EDIT86123141400039,339063.27,Business,bd76f9de-700b-4c2e-8e82-caf278a92105
GB26KVXN74725599656434,87613.35,Savings,43337190-3dd1-4459-a929-efeb06fbd6c1
GB41MMTB64956787154550,937534.68,Checking,c40f20a2-a0a4-4054-9be3-77584d4efb0b
GB20SWQU53284322729895,950438.3,Business,b509ba61-9869-4a7a-a545-61d0e1169073
GB36HUNP48089745833974,404461.84,Savings,20db0c02-405c-4953-8463-a9db3e9624e8
GB62QTFE52414259907960,57477.87,Checking,dcce2d35-e636-44b7-a9df-a4b76dc943ab
GB95RNZS27540803049364,431935.76,Business,5e154d46-3f1c-4809-ba1f-c3e011ba0dbf
GB11LMEJ48452591993891,623476.64,Savings,7201b40f-ea77-4310-b178-4e026813ff9a
GB58CLLA61590017728607,182097.43,Checking,bf850895-4da5-4231-929e-616e7f22999a
GB94QOPE64938978670918,117111.31,Business,4e625701-5090-4f61-8b7c-c0cf5f3d6fc1
GB93CFHN26347862678892,466895.69,Savings,6da8d674-ae64-442b-8505-e1831ca604cd
GB14EFWD21348654834786,178613.49,Checking,f786e54a-85d9-40b5-a1dc-f5961609858f
GB37TKYK55200779457583,488282.91,Business,ff372360-8874-4aac-9458-e7a4d9541128
GB95EVVC35824287789251,31369.43,Savings,50b7862c-9bbc-43d4-a389-69b15cf34f60
GB31YGDT41454145663144,775637.32,Checking,58e5b3f5-ca80-4ec7-ad18-6c2e50d3a3e6
GB39FNMF69797961133378,929847.99,Business,a7a5ce16-e448-4f7c-9e46-de3895ffc279
GB40NYIG10000315251165,419953.75,Savings,6133f594-4552-41a0-943c-16dd3a0486c9
GB40FPYY69771477899461,54020.62,Checking,5d9b27bc-eec0-46b3-ad79-2a6742ccb0b0
GB35ISQQ28310772527176,550360.32,Business,cfa1a652-7996-4f26-9ca1-f3cc2e51ff82
GB30AMWT72883078326835,180062.03,Savings,ba9312de-3c7d-409c-bdd0-1dcaf5331f65
GB29OJVG24128916225690,884300.55,Checking,d1a0cc66-adb3-49cb-87f9-1b2be169959a
GB31DEOK66159067025733,793790.85,Business,bda98f00-9bac-4606-8ca3-2df45e5816ce
GB87TAAT72078207088065,384772.12,Savings,6e8adfc2-66f3-4818-a801-3405e8224868
GB79FBMJ00254947944705,660762.22,Checking,13d32ffc-5abe-4bb4-bb2f-00ec4e0ff96a
GB96FTGW59721306606988,767839.0,Business,92f49855-a65d-4c49-9d61-240e81c4cb9f
GB06CLGM64466797222179,961153.06,Savings,e6632056-a48c-4e90-b615-eaa3b2aa0bf1
GB21VFGX86921862905883,910193.88,Checking,ad37c9dc-824f-4b7d-b9b3-583cf36ff187
GB29KAQZ60843111982579,924004.17,Business,646f6890-a4ed-473b-be1a-335c50191269
GB47YVZC72593341365571,81373.74,Savings,de30af33-963b-4a19-b055-aecfd92bce5f
GB28LZMK23557661574546,574373.75,Checking,04bfed46-f862-40cb-a45a-669a6fe6b462
GB32LZMY68384322615714,878804.32,Business,a8015a2b-8991-468a-b511-125b5ea1ca61
GB55WXEM86727204594888,532921.79,Savings,b8d99774-7d35-4c22-80ab-b475488a647e
GB10GAYH12150337504369,580328.46,Checking,895433c0-c19c-43ce-9a3b-4f74ed0b2eab
GB68KTKF63614369747839,765946.92,Business,91c6dc49-b992-4e0d-b338-353bf0ea0edc
GB42ABZI24032002960453,263778.06,Savings,f46a2096-a978-476b-9b66-3893301ca5d5
GB73PDAS14672978920081,485986.75,Checking,fc8d5269-75dd-4da1-bcdd-2fc3d2a4d65c
GB63KUYH31851273570631,212810.85,Business,fdd4d7c3-5fb9-4bf4-937c-a13e8a147bd9
GB41RYTT66885820709590,232477.55,Savings,61cabac4-482c-435c-a25c-fa24dea656b6
GB61WOHT28922509847772,35848.07,Checking,55d14c33-30a1-4808-a3bb-d99341db2eea
GB79XVXW99803691813344,685103.93,Business,1fc5b0af-ae30-460b-9f82-70cfca736766
