FintAccountNumber,Balance,AccountType,PrimaryAccountHolderID,SecondaryAccountHolderID
GB26MXZY76547185297628,68937.24,Savings,2dd55f6d-a204-4c2f-9fd2-37529f3e9b16,2dd55f6d-a204-4c2f-9fd2-37529f3e9b16
GB27OCVN48633693394631,719740.28,Checking,6b5a92e6-1c67-412e-9cf9-2616d2e2ce46,6b5a92e6-1c67-412e-9cf9-2616d2e2ce46
GB27KZXY69417985800598,406535.76,Business,a7130d69-c9a7-4dcd-92f1-e094a7f98ca5,a7130d69-c9a7-4dcd-92f1-e094a7f98ca5
GB89CNAH83506191785380,330500.38,Savings,b53ad6d7-b8f5-4611-a95d-6094ad7130d5,6b5a92e6-1c67-412e-9cf9-2616d2e2ce46
GB15VQOG05966040966894,696066.43,Checking,9f105ad7-6fc0-41f5-b8bb-09f9e0f64c5c,9f105ad7-6fc0-41f5-b8bb-09f9e0f64c5c
GB63VLMX05259333033747,785910.27,Checking,d30e8fb3-ebcb-445f-a287-bd5190ede18e,d30e8fb3-ebcb-445f-a287-bd5190ede18e
GB28HSKW52496524615841,241667.47,Business,baf35f0c-3b8e-41fa-9543-8f6d52fde5e8,d30e8fb3-ebcb-445f-a287-bd5190ede18e
GB32SZSX92901635263578,425370.6,Checking,df37f9ca-d78f-429e-8003-16e1c7105168,df37f9ca-d78f-429e-8003-16e1c7105168
GB87TTQD58624244329752,249706.89,Savings,13264de1-772f-482d-ace2-1363e0a7f00f,13264de1-772f-482d-ace2-1363e0a7f00f
GB94CQAB26793061253681,378734.63,Business,cc45cd97-90ab-4979-b21a-02e3625ddd3f,cc45cd97-90ab-4979-b21a-02e3625ddd3f
GB30EDRP77094542861640,859652.91,Savings,81fd28fc-4404-4473-aa0a-b8e7ee8271fe,81fd28fc-4404-4473-aa0a-b8e7ee8271fe
GB10VNSJ57142276823413,336083.9,Savings,cd21a5b3-9e92-4daa-abf5-58398eff9427,cd21a5b3-9e92-4daa-abf5-58398eff9427
GB47XPNI91096183679176,884224.86,Savings,863bd658-e7aa-404d-9424-35856dda1601,13264de1-772f-482d-ace2-1363e0a7f00f
GB06UFDA11358235922523,627691.93,Checking,57935af2-8c8e-457f-833c-69ccd98c1c8a,57935af2-8c8e-457f-833c-69ccd98c1c8a
GB15JCKR74948240383972,931329.23,Savings,981c6837-7e1c-44c2-9891-39b1e1805d1f,cd21a5b3-9e92-4daa-abf5-58398eff9427
GB51DXNW73060886593868,21375.73,Checking,a58fe0e0-06bb-44a4-86da-da1280c1e935,a7130d69-c9a7-4dcd-92f1-e094a7f98ca5
GB51PMRQ92255380592945,200861.62,Savings,b0fd52ee-e542-4dbc-9b34-10f49d794494,b0fd52ee-e542-4dbc-9b34-10f49d794494
GB94PLQQ16676743475880,174781.35,Business,df73c867-ab05-4a1b-9760-915a51e6f223,d30e8fb3-ebcb-445f-a287-bd5190ede18e
GB15YLNX92958205080771,77953.63,Checking,beaaae41-3ffd-4e3a-ad4d-7a335e9df8b2,df37f9ca-d78f-429e-8003-16e1c7105168
GB88DKZC44840582454138,847386.38,Savings,3c08027e-8c2d-43a5-a9f0-12ea4639f9e2,3c08027e-8c2d-43a5-a9f0-12ea4639f9e2
GB13LGBT43957853605913,582199.37,Checking,9974ca3b-1133-4588-b99d-bdaf2c9c474b,9974ca3b-1133-4588-b99d-bdaf2c9c474b
GB45EPGA90699078657438,435120.39,Savings,a6925d6c-76cf-4c7a-b251-9df91ec44fc4,df73c867-ab05-4a1b-9760-915a51e6f223
GB92WQXU73790795500910,800858.65,Savings,d049855b-bc34-4cf6-9807-3674d5b8b2f9,d049855b-bc34-4cf6-9807-3674d5b8b2f9
GB56JATB96391090252039,971040.47,Checking,b573222d-847c-454d-a871-5322b600166a,b573222d-847c-454d-a871-5322b600166a
GB42ZZNV48034122964067,94183.05,Checking,76d3cf6c-0875-47cd-a0bd-d4066792ad34,6b5a92e6-1c67-412e-9cf9-2616d2e2ce46
GB91WVJK07077528756822,754398.55,Checking,919d4bb0-0511-4ae0-84d1-e0bcf6bdaddf,919d4bb0-0511-4ae0-84d1-e0bcf6bdaddf
GB35ERUI66132571853144,948243.8,Business,652b8722-b3e5-4ac1-aa5c-888cdc5de3b7,a6925d6c-76cf-4c7a-b251-9df91ec44fc4
GB66FLJQ87386019164876,663462.0,Business,50268463-ea36-426d-8539-9bd4ce3608fc,50268463-ea36-426d-8539-9bd4ce3608fc
GB52PBGM97430177891483,275218.87,Checking,a605651a-a787-4289-9147-99f4f5441c31,76d3cf6c-0875-47cd-a0bd-d4066792ad34
GB74OZJQ25872781942855,644709.18,Business,da6c502c-5fd8-4a01-90b3-39db4193df0b,a58fe0e0-06bb-44a4-86da-da1280c1e935
GB30BWNR97943689248840,409151.49,Savings,e1331471-66cd-46fa-aff8-a483d871150c,e1331471-66cd-46fa-aff8-a483d871150c
GB97BDRT11994420970392,424502.75,Checking,c17eb001-4922-41af-bad0-f1ebd739c350,c17eb001-4922-41af-bad0-f1ebd739c350
GB91BQAX53634002208530,865663.08,Savings,c28fe29e-3aef-410d-8dd6-04d77e8c7f1c,c28fe29e-3aef-410d-8dd6-04d77e8c7f1c
GB76NCWH60684201261468,693523.01,Savings,bba2170a-fa49-479f-918d-279db4d89805,bba2170a-fa49-479f-918d-279db4d89805
GB39ADKW10368832683913,226236.84,Savings,7bb06cb8-07d6-4dcb-ab63-55a75e6cbf01,7bb06cb8-07d6-4dcb-ab63-55a75e6cbf01
GB68QUPC41256548710107,907634.36,Savings,3eb733e5-2457-44f7-ac8c-030ee98cdb19,3eb733e5-2457-44f7-ac8c-030ee98cdb19
GB09EOOK39049694957622,607355.63,Checking,2e29c1d7-cf82-4ebc-b35d-407a1808a764,2e29c1d7-cf82-4ebc-b35d-407a1808a764
GB31FYPE95566464777742,604629.19,Business,3a700150-51a0-4dfd-8697-1d8a35b363c5,3a700150-51a0-4dfd-8697-1d8a35b363c5
GB87LMXW13333908037390,174216.04,Business,568e60e4-8570-48da-ba1a-0bb758b7f6fe,d30e8fb3-ebcb-445f-a287-bd5190ede18e
GB23FMVL16234303031787,708156.82,Business,62e8a865-6598-4aae-b39d-90cc551e5f88,a605651a-a787-4289-9147-99f4f5441c31
GB75UIMY83899335180764,45421.73,Business,d05dad70-8154-419c-a55f-20e341c526d1,d05dad70-8154-419c-a55f-20e341c526d1
GB88ARTR00391486538553,942861.25,Business,a3cf4ca4-0ea9-4f33-ae54-7e3fdb4c45b4,2e29c1d7-cf82-4ebc-b35d-407a1808a764
GB58THSI79804161399938,643524.82,Business,a5f05ce2-dfe9-4cac-857f-202abd90a5d6,a7130d69-c9a7-4dcd-92f1-e094a7f98ca5
GB09AKNS66280865436874,59020.2,Business,66236b8d-321f-41de-b982-951c037a4a1c,66236b8d-321f-41de-b982-951c037a4a1c
GB03LTHI14809244312822,230990.55,Checking,4e3359c2-2ca1-4b4e-b3da-aae76f469c7e,4e3359c2-2ca1-4b4e-b3da-aae76f469c7e
GB50YCBZ25352821836578,176382.89,Savings,1262d687-ab10-43f9-a1fd-72f5db21dbf8,d05dad70-8154-419c-a55f-20e341c526d1
GB82FQSM98587702541104,599255.15,Savings,610ddaa4-13e4-409a-820d-86636b83da88,610ddaa4-13e4-409a-820d-86636b83da88
GB70PEOT06696591137056,75796.68,Savings,4e71949c-4a64-4c02-8741-b8e209b7f839,919d4bb0-0511-4ae0-84d1-e0bcf6bdaddf
GB51KBOA98471788001162,170638.66,Checking,248789af-2049-4520-826c-f05801c7d280,76d3cf6c-0875-47cd-a0bd-d4066792ad34
GB48ADXJ04074787291237,640590.47,Checking,20f1d641-3db5-4449-8f4b-0296dff29450,9974ca3b-1133-4588-b99d-bdaf2c9c474b
GB34LWNV99451017377173,552285.97,Checking,f921f2ea-bea4-4d65-8cb3-8d346dda5844,f921f2ea-bea4-4d65-8cb3-8d346dda5844
GB39BVHZ88227059090020,432952.09,Business,c0802d91-6dba-4698-bdd1-cc7c429821fd,c0802d91-6dba-4698-bdd1-cc7c429821fd
GB76BGSR57618763014574,987955.19,Business,86ea5e65-ded5-4a47-b56f-c609b51b64f7,86ea5e65-ded5-4a47-b56f-c609b51b64f7
GB70GTXS84086414655878,449918.54,Checking,b9808b3e-b4f8-49b1-822d-fbaf0f23867d,b9808b3e-b4f8-49b1-822d-fbaf0f23867d
GB95HKRB70360579822547,688159.26,Business,251a8227-deb8-4625-a351-b79b7ef4a30c,251a8227-deb8-4625-a351-b79b7ef4a30c
GB03GGOG67630985370583,357850.32,Savings,7be85294-199c-4ae9-887a-3d14f5c0f459,981c6837-7e1c-44c2-9891-39b1e1805d1f
GB68RYNT29715221430057,140016.75,Savings,260a5444-ff22-44fe-bca3-2db7dd52a0e9,57935af2-8c8e-457f-833c-69ccd98c1c8a
GB80FCYP20527499807998,611700.51,Checking,87af3c0e-cac0-48ac-9571-cedffe87ce5a,a3cf4ca4-0ea9-4f33-ae54-7e3fdb4c45b4
GB82PGDP94963610853005,972996.09,Business,f3959bb1-c5ba-41ac-afbf-f3a68feb6f08,f3959bb1-c5ba-41ac-afbf-f3a68feb6f08
GB58RJSG19084802081549,55662.45,Business,dbda91c6-9e1c-4007-acda-cbe85543bd6d,dbda91c6-9e1c-4007-acda-cbe85543bd6d
GB77XOMV34950506958441,200545.62,Savings,a8f1d410-1911-4e81-b820-57adf5982603,cd21a5b3-9e92-4daa-abf5-58398eff9427
GB30TJCM11660247509741,198937.77,Savings,707ae4a4-a399-4427-9642-492638ba1b9e,707ae4a4-a399-4427-9642-492638ba1b9e
GB15EGMY50931875216217,647416.36,Savings,1d0b6b39-8f23-4fa8-a64d-55a7ec471649,1d0b6b39-8f23-4fa8-a64d-55a7ec471649
GB69WEDL52265191288087,787139.64,Business,f2613b55-65a8-4baa-b025-1621f54c80ef,b0fd52ee-e542-4dbc-9b34-10f49d794494
GB89DHVZ27633412554261,602665.07,Checking,8fd4f23a-939d-4f00-ad06-245278f5344d,8fd4f23a-939d-4f00-ad06-245278f5344d
GB20FTAB70271927137180,745586.5,Savings,5d60c44e-f967-4ca3-92f7-d45db0f5e02d,5d60c44e-f967-4ca3-92f7-d45db0f5e02d
GB19EPYC89151249488971,856236.95,Savings,47142ae6-b696-488a-b306-94d222ff3491,c28fe29e-3aef-410d-8dd6-04d77e8c7f1c
GB46QQEM37830450161132,382379.02,Business,46f1b78b-ecb6-4ede-be14-7d2cd1442929,c28fe29e-3aef-410d-8dd6-04d77e8c7f1c
GB75CSGA78288699027188,511622.43,Business,17dcbf2f-9bb8-493b-ac35-8044f207476d,17dcbf2f-9bb8-493b-ac35-8044f207476d
GB86FACZ30835513976129,406188.56,Savings,04407508-f2ff-411e-a8fd-0560492b987a,a58fe0e0-06bb-44a4-86da-da1280c1e935
GB98SHVC11705902985545,813948.13,Savings,7ff404cd-1f30-4ec1-9aba-a76342c8b63a,260a5444-ff22-44fe-bca3-2db7dd52a0e9
GB98CWCP09965786300774,336081.6,Checking,1e9da940-fc82-4e28-a656-0087d27cc754,7ff404cd-1f30-4ec1-9aba-a76342c8b63a
GB50GNDO19064411983955,702457.0,Checking,9d6a0c31-d75b-4589-b326-be50ba709c34,1d0b6b39-8f23-4fa8-a64d-55a7ec471649
GB83ODJQ03098016562818,582796.71,Savings,b4681ea0-93d8-4eb8-ac92-04d43cd3b0c0,81fd28fc-4404-4473-aa0a-b8e7ee8271fe
GB77TEWY54841496702345,590811.45,Business,8a95399e-88e5-4c89-a387-ebd03365bebc,8a95399e-88e5-4c89-a387-ebd03365bebc
GB84FERN77441756517019,815322.59,Savings,c73a953d-7e17-44e3-a371-3b0de1371d1c,c73a953d-7e17-44e3-a371-3b0de1371d1c
GB69YNNK96937803776367,999274.38,Checking,1fb69902-d22f-4791-9c4e-3bf7ecca793b,cd21a5b3-9e92-4daa-abf5-58398eff9427
GB21NFML40249468953090,403354.65,Checking,14f51b5f-de5e-49df-90c1-7966a39d3e83,57935af2-8c8e-457f-833c-69ccd98c1c8a
GB12GPVT57990679793468,649898.49,Checking,a64271e6-096d-42cc-8516-150e991d68c6,a64271e6-096d-42cc-8516-150e991d68c6
GB59ZZCU92021847955482,381173.05,Business,38e8a6bd-bd22-4994-83b3-dce19e3222e6,14f51b5f-de5e-49df-90c1-7966a39d3e83
GB14HPCT01957685547746,994281.49,Business,fa746762-da1e-40e6-a05d-9a9aaa7c77ab,1fb69902-d22f-4791-9c4e-3bf7ecca793b
GB63PKBK77378619060435,863517.08,Checking,34b03191-24f0-44bc-bb2c-8d0d2471c63b,34b03191-24f0-44bc-bb2c-8d0d2471c63b
GB91RPFT96958376029374,996440.18,Savings,95d746ce-bc0d-4b1f-9ada-901f505bb82a,a58fe0e0-06bb-44a4-86da-da1280c1e935
GB46KURR77680640759028,867579.84,Business,96853391-bcf7-4b85-9784-ca1a93031428,96853391-bcf7-4b85-9784-ca1a93031428
GB41SIIC82669437560241,420481.72,Business,0771609a-6bb2-490d-bf19-5b58342f9f94,0771609a-6bb2-490d-bf19-5b58342f9f94
GB53DGQO40010594649982,148967.35,Business,32ac3de1-108e-4172-babd-dadf81803cea,652b8722-b3e5-4ac1-aa5c-888cdc5de3b7
GB31HWNE73780150016519,494120.16,Checking,e6c26deb-5e0f-482f-b5fa-8ab980428c66,e6c26deb-5e0f-482f-b5fa-8ab980428c66
GB09YSKC77652123740943,235881.84,Business,e3873497-7b54-4220-ace0-6d071d0c1f93,e3873497-7b54-4220-ace0-6d071d0c1f93
GB78DELM24798190912074,532024.98,Savings,58445cef-fd17-4e54-a733-6b41f639f744,58445cef-fd17-4e54-a733-6b41f639f744
GB15KEBA43306903305685,307231.63,Checking,4227b2f6-a11d-4168-a324-f865622ddbb2,707ae4a4-a399-4427-9642-492638ba1b9e
GB65LQXK24249644536574,14309.79,Checking,4491c44a-6152-4ed9-8230-5e4bc83be618,4491c44a-6152-4ed9-8230-5e4bc83be618
GB05LLFU52017534725265,535076.29,Business,3698f197-d82a-4b42-95db-dadcfc276da6,c0802d91-6dba-4698-bdd1-cc7c429821fd
GB32ZGVS32182150840721,78895.96,Checking,c2ed07fe-8465-4674-948e-e23eb82fce29,c2ed07fe-8465-4674-948e-e23eb82fce29
GB87OQXM41238337593330,209509.01,Checking,d03184b6-eacd-4277-ad6c-de18cd63f811,d03184b6-eacd-4277-ad6c-de18cd63f811
GB60URKD09557539965932,10716.01,Business,3e9753fe-1976-45e9-9b37-b5c1975ea05d,a605651a-a787-4289-9147-99f4f5441c31
GB03RAAT43710765717226,585522.25,Savings,a474fd04-856e-46c8-9a6a-d605697344d4,a474fd04-856e-46c8-9a6a-d605697344d4
GB57KJHE09196092652501,504401.8,Checking,d7cfbaa2-d66c-4400-9bde-80d3e9bb077e,d7cfbaa2-d66c-4400-9bde-80d3e9bb077e
GB79YWOE49932394797547,421083.56,Savings,783cdbe9-8c08-4ee5-ad10-6109aaef905d,783cdbe9-8c08-4ee5-ad10-6109aaef905d
GB56CZFY75211499017957,244522.42,Business,32e6425e-eb1a-4b7b-9007-e32eedbe08a0,568e60e4-8570-48da-ba1a-0bb758b7f6fe
GB67TVRD81435797085477,134818.32,Savings,bb66e202-2bc7-40da-a649-ba702c4d4486,bb66e202-2bc7-40da-a649-ba702c4d4486
GB62YLQL26980095093075,13299.16,Business,c59f7d2b-cebc-4f7c-a8c0-224c656aae9c,c59f7d2b-cebc-4f7c-a8c0-224c656aae9c
GB57IRNG46459267773777,173854.93,Savings,2ca5609b-0cbc-40f2-b951-ae11c61e68e9,dbda91c6-9e1c-4007-acda-cbe85543bd6d
GB34UEJA29319133439043,701200.39,Checking,37855c99-01de-4bda-88a5-b099e0158159,37855c99-01de-4bda-88a5-b099e0158159
GB90KKTG90672431536803,408202.01,Savings,6aa8ffad-1ab2-4504-bfac-8743f7bfff19,9f105ad7-6fc0-41f5-b8bb-09f9e0f64c5c
GB93TPML20050829436907,174496.54,Checking,8464a01d-cd0b-4b99-a254-593d5a9915f5,981c6837-7e1c-44c2-9891-39b1e1805d1f
