FintAccountNumber,Balance,AccountType,PrimaryAccountHolderID,SecondaryAccountHolderID
GB82DNNZ36789130929174,52089.65,Savings,bce71d7b-4acd-4690-b480-f98af1bf6dd0,bce71d7b-4acd-4690-b480-f98af1bf6dd0
GB23WMUU88594529514044,357471.94,Savings,7fdf4278-27dc-4dd9-b357-7328aa097688,bce71d7b-4acd-4690-b480-f98af1bf6dd0
GB83BLEF25959120234625,271879.37,Checking,c1bb136d-5b97-4b7f-9250-084947a468e8,c1bb136d-5b97-4b7f-9250-084947a468e8
GB13MECA88724041283904,848982.14,Business,debc33e7-48d6-4313-a4c3-c6e20ddbd1eb,debc33e7-48d6-4313-a4c3-c6e20ddbd1eb
GB25BVFJ37108164721140,157114.27,Savings,c78e76aa-e843-4761-87c9-5a5a1089ef76,c78e76aa-e843-4761-87c9-5a5a1089ef76
GB02EMGG62446754347077,277795.48,Savings,21cdba68-0d74-4589-9814-f65934276993,21cdba68-0d74-4589-9814-f65934276993
GB58ECCZ95975045728566,550890.5,Checking,570b5d4d-ee74-48e9-92d5-9743eef7e7cf,570b5d4d-ee74-48e9-92d5-9743eef7e7cf
GB16EYPB64175681804398,121367.89,Checking,3ad52c31-96af-4950-bc7f-c48811ba315d,7fdf4278-27dc-4dd9-b357-7328aa097688
GB29KMJW57940626227269,897418.42,Savings,223b8de6-4cff-46a6-9325-c94e10d93867,223b8de6-4cff-46a6-9325-c94e10d93867
GB77BPHH78499989077627,615309.07,Business,a2750a0e-e56f-4bf5-af79-8aad5d2e6caa,a2750a0e-e56f-4bf5-af79-8aad5d2e6caa
GB63RLTL28142028121546,884272.62,Business,6980b1e9-3e5c-4b2c-92f0-5152fd7cb49a,6980b1e9-3e5c-4b2c-92f0-5152fd7cb49a
GB50ARCL34569654877812,865851.52,Savings,1b46ae42-4b4a-4b43-95fe-fdfc633fafa6,1b46ae42-4b4a-4b43-95fe-fdfc633fafa6
GB20DKIU21099212173927,394262.41,Savings,80cbd61e-e51e-4f40-bb11-7c55a07fd6f1,1b46ae42-4b4a-4b43-95fe-fdfc633fafa6
GB56VMOA52416065723030,581872.24,Checking,7d447882-e6d9-4756-b1c2-b1c67395cd3c,7d447882-e6d9-4756-b1c2-b1c67395cd3c
GB56WSWD07868014354328,511777.92,Business,bb082d29-49e2-4f45-9781-bef0e39bc700,223b8de6-4cff-46a6-9325-c94e10d93867
GB40OASF78057233882268,359212.02,Business,da1a012c-f6ce-4f2b-badd-9c3aa6e5e401,1b46ae42-4b4a-4b43-95fe-fdfc633fafa6
GB09HBDM47221225594235,473234.55,Business,1e74d585-58cd-4208-9ace-303af5ddcb8e,1e74d585-58cd-4208-9ace-303af5ddcb8e
GB15CBMC62089286807530,278072.09,Savings,561b2b3b-a10f-494c-93cc-11884cce6686,da1a012c-f6ce-4f2b-badd-9c3aa6e5e401
GB18COBH80321264923866,72568.51,Savings,c5a094cc-8f2d-4c7e-9282-64ca987e6995,1e74d585-58cd-4208-9ace-303af5ddcb8e
GB15YTDG58017062796001,330354.11,Business,f03672cc-4473-4753-b7c3-709843b88986,f03672cc-4473-4753-b7c3-709843b88986
GB38LJCV38792226742277,880136.74,Business,8f1dc3c2-5129-4355-bb76-94091da98350,8f1dc3c2-5129-4355-bb76-94091da98350
GB35ETOS06510497405350,621938.7,Business,d794d8d3-d120-4599-ba1d-0da811947ee9,561b2b3b-a10f-494c-93cc-11884cce6686
GB67SJEM20582389936229,580224.82,Checking,c46872fd-aa79-4e2a-a2bf-5f657e44742e,c46872fd-aa79-4e2a-a2bf-5f657e44742e
GB14ULCT26932890398240,976000.75,Checking,9a452283-e632-419f-9f3d-666a0421b284,9a452283-e632-419f-9f3d-666a0421b284
GB21FHHL05852656588829,534646.43,Savings,06c58691-9406-43b2-bb10-744addf810b0,1b46ae42-4b4a-4b43-95fe-fdfc633fafa6
GB41SWLB93622586807602,57978.11,Business,d507abc3-6372-4658-aefe-e74fbed2d0e2,d507abc3-6372-4658-aefe-e74fbed2d0e2
GB90LFRB13576658653300,206210.09,Business,094b98b9-e44e-4db2-a753-a91372f79849,094b98b9-e44e-4db2-a753-a91372f79849
GB91QXRN40296349559037,860366.86,Savings,816807ad-d2f8-4e74-ab55-7d80df59fd1c,d794d8d3-d120-4599-ba1d-0da811947ee9
GB16DVJO11809327029161,856866.96,Checking,3e1cfa32-ffab-493a-bf19-9fceb7fab8a2,80cbd61e-e51e-4f40-bb11-7c55a07fd6f1
GB53FJTI08000962731721,660379.63,Business,f909c988-f73b-472d-9023-9df290306efd,f909c988-f73b-472d-9023-9df290306efd
GB22SYKL79407739301927,353877.33,Checking,dd69dcd6-7fc6-4269-a7aa-7f98aa06c998,dd69dcd6-7fc6-4269-a7aa-7f98aa06c998
GB91FGQW51598485972569,70714.21,Checking,b30d7715-d24d-4c8f-8f0f-268341f43087,b30d7715-d24d-4c8f-8f0f-268341f43087
