FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB62YDFF81412626904246,599775.86,Savings,8fc877e5-e47f-4330-9c2e-df6b083cf3f0
GB98FDQQ53703824129788,416311.35,Savings,5241bbc1-2891-4a2f-a7ea-0d45eac1f9e7
GB96ARIE87227980342689,528718.23,Savings,2ce4fc8b-f332-405d-97fc-213353ff119f
GB82CTKA22156593783290,585871.03,Savings,f58681e1-134b-410b-8186-94b8471b096d
GB54OLMW81811821851262,606223.13,Savings,4533efe0-e526-42b5-ad78-04c0646226c3
GB03JCGO52486323486268,181182.07,Savings,9f98d96b-b470-4bbb-a4fa-c493f079dc03
GB95TBPP96241772009051,68891.37,Savings,6ab48bb4-b314-4a2e-897c-d85aeea2fc26
GB63UEXJ52334120680016,763580.84,Savings,2fd4185d-33d7-4c6e-b4b7-a5e7a75c61c1
GB79IDDI27288894390653,211592.33,Savings,eaa684aa-dac8-4f4c-b17a-046cc4a910fe
GB78VQKU19900433577026,307458.07,Savings,cd557cf4-76f9-494f-a1ef-a95bf267df04
GB61DVTW44991681825099,823118.26,Savings,2a8d662b-5daa-4c22-9609-ff7a4b11e62a
GB18OOYZ55748484776078,344352.83,Savings,0c4b49c1-3b71-43f6-9032-5cbf746284ad
GB62KFJW45081276868730,688608.79,Savings,484cd7b1-2220-4cce-b7dd-e6a84b807e69
GB96PHZZ87579867290272,233678.43,Savings,de53cc84-f2a4-40f5-807f-310ebbaf62b4
GB48CTQX98910623928217,469730.39,Savings,019feaba-5422-4cec-8644-a1b212be1cd5
GB64HFKY22867877017576,629918.82,Savings,9e2adaf9-5327-45c4-b7ae-c46e40e55e1d
GB47KPRQ31110339091982,75215.75,Savings,dc7c4b40-8c87-4038-9c44-6cd1707a4efd
GB24LOUC73640268029951,402175.32,Savings,e0c5497e-6007-4cee-a9ed-1df172a5f008
GB26DURP32696757177910,828637.68,Savings,e02b3bb0-c5e8-4d11-812c-2a4b6fee3e0a
GB55STWP03087838576184,989383.71,Savings,91971a60-059c-454b-97b6-5cd6e00cf16f
GB37JIHN89153961062199,91897.07,Savings,96396a0a-e30d-4aae-ba33-85b338cc1da7
GB57CGNB59173122570974,852945.21,Savings,0cd0c692-1feb-4219-9532-7b3345de83a0
GB88KBQA52513827819647,890687.0,Savings,ebc4d6e2-8384-4c43-b6d4-34802e0b99ed
GB02QYBJ02324634490211,959189.43,Savings,759cdcc4-679a-445e-8eea-ee79de7fd39a
GB04INMF22402621801471,982025.75,Savings,dc4660c2-4917-493e-bf36-6d46f9ae66bb
GB72BIGF44379631456637,948542.75,Savings,1afe1eb8-a476-4bef-bd9f-af322db57a00
GB69RMFU77168936476652,410032.46,Savings,2f3c85ee-46a9-4dc8-b588-2641531eb238
GB54WUPH75426515313612,328660.16,Savings,f5da91be-4d85-4f63-95b9-ba3048cb0801
GB51WKUN53501475421907,56260.85,Savings,2b2c3d78-fea4-4b49-95b0-211c7d50f9dd
GB70OZDR70027856296849,113255.06,Savings,b410048f-6239-4261-bff7-11286cd3953d
GB79BPYS44794401481879,823962.58,Savings,17940cc6-d726-4b55-a023-478616e13e30
GB05LNZR64484289821328,602714.64,Savings,10bd6ce4-af0c-4d53-993f-4a58e588e0c0
GB59YHHC92209065910540,842368.29,Savings,11288883-008a-430c-8108-3e653c01ffaf
GB64KRMM50438471549229,650381.54,Savings,4de99ef8-e3a7-4349-9be7-f893182a1d90
GB98AGKS27112750545812,263088.75,Savings,324d3bb2-5fe7-491c-ad35-2da2d70fd63a
GB30KFVI34814233222965,473925.48,Savings,6286878a-e90e-42f5-8a36-b5229b80c7d4
GB42YZPK48675254216882,692466.09,Savings,52db790e-a47f-4d10-95d0-164d0c890786
GB15DIAK65370790068952,270410.98,Savings,b2518575-8862-4c6e-8c64-2bd213da36f0
GB48EDVQ57556678063628,947565.43,Savings,ab9c09fd-6d31-41df-87a7-4943f9c803f6
GB75TNOS58902893158520,274174.34,Savings,899665ad-a998-4e4c-ba43-ead5b7971883
GB02OIRK32085685182093,523898.02,Savings,92f8fdb1-2e71-4c12-92af-3ec2ad4a7bcf
GB97MGRO87863498806145,263014.64,Savings,4eacc8dc-0e70-4c59-bff5-3eeb663b59b2
GB75COYB46691908341146,498749.92,Savings,a1679640-ac0d-4dd0-bca5-94cfe3517673
GB17LUNZ63526395034458,385662.2,Savings,ce08c3b8-bdeb-428e-babb-fc67175d4307
GB27OOOJ69331675665231,690860.62,Savings,a6343afc-f5b4-46c9-818e-3c399f64b512
GB31ZFFY16579758243192,115745.41,Savings,6fdb3ae7-4e30-47a0-90b9-e573fc4bd6b9
GB85QKWF57788285625464,499017.43,Savings,ca0eafc5-1f7e-434b-818c-6b9c25b2edbd
GB90FORA10660819658547,570814.63,Savings,1e78f0bc-6048-4cd4-95c2-366a9a1bee0c
GB06DMGK36775613700657,129142.22,Savings,d4df5c3e-5776-421a-9dbe-cb6f845c9519
GB26VKPL74913728037207,888152.95,Savings,10c209f4-f056-4828-a0c2-5190cda3c065
GB96GIHP01463052074997,792868.64,Savings,d3f194a1-df59-4fc2-b218-2faa18e86199
GB38GVIR56597147938524,118214.97,Savings,8abf91d3-c9ef-478c-8e8c-b39933981934
GB83CHHW56600669793030,760683.94,Savings,9c4b1955-29df-4a3d-8046-143ddfb73b18
GB61UTJQ49494195919443,876543.4,Savings,3213d7e3-a5a6-4122-989f-0cdb4843146d
GB17CEUS24265561704261,63171.69,Savings,28e7a5dd-2bfb-4d60-94af-1589835023fd
GB83GILF60978701272755,426699.6,Savings,75d72393-2820-4aaa-9c0c-380d7cf7a93d
GB79KYSD52747256861800,744328.87,Savings,ea35250b-cff0-4caf-b600-30d5aff50b4b
GB80XADG41723431400116,56902.09,Savings,fba201c2-26b0-45e1-95d3-aa47252e3cc1
GB78ZTMS72154972707218,637696.93,Savings,07661d3e-f6e6-4f82-aa57-6ca7beab8507
GB32CKZQ43702055461323,14591.48,Savings,4f59940f-abb9-4d6f-ba25-e5a1ac8f41f0
GB09IOPL36421708754607,522035.6,Savings,417721bf-af25-4b28-a0fc-04d02472c815
GB86LZKF59745075163742,982534.89,Savings,1bd19881-7266-4177-b7e6-85d010848b3c
GB59QMNQ33272992888545,824838.36,Savings,a6b5e7a4-ce68-4f5a-99cd-63af03af3198
GB62VTNO44322278474927,397391.07,Savings,c1b9376b-f54f-4932-936d-2d3bfb338956
GB95PVYO89409212864305,336024.28,Savings,1603946e-bf7c-4b46-9551-c7ee64b1a504
GB09AFIH67932292894155,109306.08,Savings,77a2636c-4686-4c53-bb47-6223da3cf027
GB06FDCS10994456793804,546933.36,Savings,e3dc0c66-c832-4137-b83c-aa783cf1f95c
GB86JJQU10320146996935,182022.93,Savings,28172ab2-ad90-4867-a789-9db8e659dd59
GB41RDUJ41135466508257,825428.34,Savings,e1028a79-342e-433a-b69b-597c0636d972
GB17DMWD57847022149891,388609.37,Savings,5e1edf45-0465-4613-a546-9eea1c343e54
GB70GYMW65903858084266,362304.62,Savings,05e60a3d-f2c9-45e2-a62f-2de89433e651
GB35WEZL45056948485812,796308.53,Savings,09d7a008-680a-4599-845c-53aebb9087b0
GB16YVTG99522978773268,436275.47,Savings,c58d8718-cebf-4a2f-9198-97f78d498659
GB62JAWL03474115482549,97878.2,Savings,bcd4f884-aaa0-4b08-8c5e-cd1e5b622b85
GB87DVUM12779297404865,319970.2,Savings,1f4ab0f9-b84d-42d3-8d09-31085e4c652e
GB58NWLN92369988986213,787402.1,Savings,fe61e282-760f-44af-bde3-525e750b0bc5
GB65ARJX79946415897830,109754.86,Savings,bbb63933-a4d7-49a0-840a-4744ff851fae
GB18RZKG09145418973514,685718.83,Savings,1cad4fec-3b2b-490d-b498-eea8c2579801
GB47BISR47235697259239,581669.74,Savings,cad5f390-76d5-4f75-aea6-a31516422cd1
GB28RPMA65939195613762,637305.65,Savings,1b96ab03-e41b-4b9c-84cd-2cac1177e944
GB55ZJAG35221204869696,25741.0,Savings,c5570488-b8ba-4076-a3b8-58bdeb01c8ab
GB69LKVQ89818238500570,150264.25,Savings,3c80a445-de13-4709-ac4f-771dbad5b370
GB82UCWL77335474252739,632886.97,Savings,b82b230a-4020-4290-8754-696d2b9e2c9e
GB47SWWC86360646508653,925688.47,Savings,9d4db888-52ff-4182-8d10-8d7a485f9c2b
GB05ZZIQ75927004641611,141094.38,Savings,c7b881d5-be24-4b76-8b41-ec1c86cebf88
GB56NXLV48807210637187,45393.87,Savings,3b11f0a7-d14d-46ec-ba6c-99fc7b5f02bb
