FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB09YTRX07724987681044,49092.34,Savings,da4523b1-1433-48d4-9bbe-ee804d816e67
GB51VHDW26014015903620,35326.8,Checking,d83dcec7-9236-463a-a305-f6c27b9c1bd4
GB98CYUG26763769892799,396144.06,Business,4a4ed04f-ccb0-46a4-9688-65fb9eeae9e5
GB96ZRPA24011445277311,42630.13,Savings,740f5a7b-7e80-4ccd-aa40-61ffe9ae6e3b
GB84VRIM28797817720702,965801.09,Checking,72abadad-863b-4272-a5bd-f3d6855d7a63
GB47EDIT86123141400039,657226.39,Business,9e135933-125d-4429-8f03-d5614baa3d6e
GB26KVXN74725599656434,601583.59,Savings,f8ccdfee-1036-4f9a-9fce-d35c638bcfff
GB41MMTB64956787154550,42586.99,Checking,6982f09e-96e5-4b10-9869-adecb43f8a9d
GB20SWQU53284322729895,239865.54,Business,620980ed-5cb1-4ffc-bbf3-24c01e8d125c
GB36HUNP48089745833974,83804.37,Savings,34152587-6eb9-4569-937c-52de8923ef24
GB62QTFE52414259907960,493961.88,Checking,b390ab6d-aa6c-4985-b653-9b7cbe7f88a7
GB95RNZS27540803049364,425443.38,Business,ab0ddf6c-ef22-4e0d-baa2-952bd53006eb
GB11LMEJ48452591993891,309456.53,Savings,a93f0774-5400-4fe0-adf5-d624623293e9
GB58CLLA61590017728607,560535.27,Checking,400c82ac-25a8-4148-997a-b1e86ed2aae9
GB94QOPE64938978670918,960125.48,Business,2475eb44-69e1-4eb9-93b3-0ed4d794b924
GB93CFHN26347862678892,537919.44,Savings,0640b6e0-7cab-44c2-9e8b-85f16490ed4e
GB14EFWD21348654834786,979828.87,Checking,ff930875-051f-4540-9b81-35693097835a
GB37TKYK55200779457583,143590.75,Business,4eb35744-fd82-4dfe-89f5-b4d4401d924b
GB95EVVC35824287789251,730219.73,Savings,e27d47c1-ba04-4247-ab68-6eaacdc7671b
GB31YGDT41454145663144,43552.87,Checking,67409287-3c83-4e22-a26f-98a942bd9d4b
GB39FNMF69797961133378,998135.77,Business,900c5b13-d7bf-47a0-b253-2bf3dec76385
GB40NYIG10000315251165,676958.4,Savings,b80f6205-14f6-480c-abec-2b2775c6823a
GB40FPYY69771477899461,821095.09,Checking,7d6840aa-0716-4b3d-abd9-cc9c4f08021c
GB35ISQQ28310772527176,614678.89,Business,0b523674-78ff-412b-8367-ab6d1f521141
GB30AMWT72883078326835,916489.63,Savings,7fe51997-e5c3-410b-9cb5-ec0c573f9ef9
GB29OJVG24128916225690,55267.1,Checking,01c2d905-f319-4838-b5bf-2ba393e9aec3
GB31DEOK66159067025733,718088.32,Business,db11db56-fcbe-447b-a198-365b5df13dbe
GB87TAAT72078207088065,841070.99,Savings,1e0fea83-bb60-40ff-ac02-d7a4b92b65a2
GB79FBMJ00254947944705,207478.48,Checking,62107896-8bbf-49ca-b53c-d6a8116b2441
GB96FTGW59721306606988,427232.59,Business,58ce7bb6-0030-40d2-9739-a54a699939e3
