FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB62YDFF81412626904246,385669.48,Savings,9c8baa5a-26a8-4bfd-9bab-c242f01b08a5
GB98FDQQ53703824129788,866556.09,Savings,3f91484b-104c-4deb-8c51-7ca0c50216b3
GB96ARIE87227980342689,42969.61,Savings,80eae751-ae7d-487e-a900-8da05df92705
GB82CTKA22156593783290,207473.52,Savings,85836d92-3443-46ee-98e9-7f01efbc41de
GB54OLMW81811821851262,649358.8,Savings,3314daa4-5ad6-4220-a03e-c840373fcab6
GB03JCGO52486323486268,739084.98,Savings,dae4b763-50f1-4377-8cd1-fe725845e822
GB95TBPP96241772009051,205315.62,Savings,ab31d6f0-70f8-4ab3-b0a2-08f565b980ad
GB63UEXJ52334120680016,767524.97,Savings,e9bb5134-0fd4-429e-9c02-3bf6abf443c3
GB79IDDI27288894390653,398358.16,Savings,1649f653-6a52-4fdf-bfdf-20218dfebfaa
GB78VQKU19900433577026,394196.39,Savings,3c2d5921-e0cb-4aed-8da2-5df881c41d0b
GB61DVTW44991681825099,491206.15,Savings,b10d2062-4040-4c09-baff-e1667624dfef
GB18OOYZ55748484776078,529925.08,Savings,bdd54827-5dac-44ca-b9d4-54b251999afc
GB62KFJW45081276868730,826256.19,Savings,eaec6ccf-a8f5-432c-b2dc-c0b7314b22a5
GB96PHZZ87579867290272,894131.85,Savings,a56d0720-a1c9-4055-91c2-31d187da2e1a
GB48CTQX98910623928217,149969.96,Savings,8645b068-8378-4354-853f-902c5c899871
GB64HFKY22867877017576,133907.38,Savings,b9db6480-51f0-4088-9ba1-02391ab935f4
GB47KPRQ31110339091982,598325.98,Savings,ad88f8a0-3f6b-474b-855f-41e49c1c6d8c
GB24LOUC73640268029951,811548.41,Savings,1fe06d17-192d-470d-8b86-5aa7351fb097
GB26DURP32696757177910,678800.75,Savings,e4fe3793-1a55-4537-a07f-5fd3062e9cb7
GB55STWP03087838576184,697323.58,Savings,2452fda0-0b7a-494e-bd0d-c1a34c333ee6
GB37JIHN89153961062199,373889.34,Savings,650c3839-a142-47e1-86fa-83fb19b0863d
GB57CGNB59173122570974,352906.75,Savings,cce642d1-9e30-4467-b71d-326490ec4ab1
GB88KBQA52513827819647,857764.19,Savings,69fcd1c1-32b5-45dc-8a07-e87af130273d
GB02QYBJ02324634490211,286287.15,Savings,16049996-bec6-4237-8bdb-a8df89e6ed0c
GB04INMF22402621801471,820301.57,Savings,1dbe4148-577e-4efa-ac5b-d55cc763af8c
GB72BIGF44379631456637,355641.41,Savings,1792d5a2-fb59-4432-87d5-f30179abb050
GB69RMFU77168936476652,758422.35,Savings,da29274a-11fe-4bd2-aea3-8fb11f9232dd
GB54WUPH75426515313612,371154.31,Savings,61e84985-3e9e-4f50-b670-67dae38bc2be
GB51WKUN53501475421907,630470.17,Savings,8bc2ee4f-222c-493b-bd34-79c61d3dfdc8
