FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB35VISQ58615490633608,489528.45,Savings,64b6a75b-a178-416c-a066-90d0bd13478f
GB60MANN11544355449987,646109.05,Checking,2c40f415-2c51-4fae-8411-956e128c489b
GB73EPDG43622358517246,850524.7,Business,a63e7690-0108-410a-a993-18ddd7b47e7a
GB88XQUD77636657218206,822461.59,Savings,30098e19-3669-4da0-8145-48acf363adaf
GB05UPGI62055962176426,507454.4,Checking,a1235ac5-94bf-44c1-810f-12cc3ed2b0ce
GB64OFRY06657978664469,70386.02,Business,0b483f5d-7272-46b1-bf88-17cbc507527b
GB55PBZP18866458842046,313956.24,Savings,f1348afa-2a37-40b0-8baf-f57ef2a3bce3
GB07JMWG53647306936252,730536.16,Checking,9724dbe1-97df-43fc-85f0-fb946ee1e28f
GB90MJZA68709899336009,602539.82,Business,29efbd6f-9379-49ef-b8f7-30676bdc6fbe
GB47HZVU73226094382422,686571.15,Savings,b7e3f027-6041-4a36-a226-f5feb4aae3f2
GB74KTJO08782450157548,925904.45,Checking,bb4a345b-8c21-47f2-874d-3941285a6808
GB13MMDZ55831510868554,45782.32,Business,fbf61138-4f69-4660-bb08-105f28293476
GB09CRJI96889777536266,12261.71,Savings,1ee8e497-4bc2-4e58-a8e6-d2bf7645c393
GB79LIFZ25417922049660,147593.35,Checking,87938326-cffc-4a67-a887-d6314e73921e
GB11KNFH24970146941895,409698.66,Business,82785ec9-4f2c-4c72-a805-3023deed18ef
GB31ZSWS03437747224667,763951.44,Savings,6c79c3e2-0384-4993-9613-ee8513d6fffc
GB78RIGH43770168087755,616400.37,Checking,7a42a3a6-3613-4604-bbe4-4c4a515b9523
GB29DTAS05316213284040,711896.33,Business,996e7202-8ac3-4664-b0d9-91146554a966
GB09PEBK73425525770696,109478.64,Savings,b506c372-db54-43a7-a695-0c365ee03fca
GB91UVSO15220150968916,55480.13,Checking,642ec4df-f002-4996-95e0-8cc48ea1426a
GB14LNGQ78786693658513,143378.84,Business,4c25b630-424f-4961-86be-aae363b4661d
GB50JTQQ99572648058339,957575.57,Savings,db259a81-1663-4573-9ea1-99031eb565ad
GB29UJRN96912681451672,60273.36,Checking,62d80c96-a3c1-4f6d-a5c6-79c712331f1d
GB41YNWW12790865484053,804326.06,Business,d9187138-b0c2-45c4-b559-6b4a4543fdfb
GB64MLLH76594099324755,290804.39,Savings,1033e9c8-ffe2-47a9-9675-2a131d649e2c
GB43NQZK63755276273633,182944.05,Checking,561d85d3-aed6-477e-959b-662a6d7e2233
GB52JWFO34098710563456,767181.74,Business,3af421e7-db4a-4927-9053-af35366202fb
GB62APWU82311585095779,478076.56,Savings,1cfaa393-a7d2-4ac0-a37a-fc6047169fda
GB96CLDQ11814114801801,856724.47,Checking,1193f30a-3914-4275-ae4e-60cf4115dc4b
