FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB62YDFF81412626904246,509351.89,Savings,f8e3ed44-87a4-43ef-a885-b9cbd7934a8d
GB98FDQQ53703824129788,443160.93,Savings,6d1046a3-3608-45a2-925c-af5dd896e267
GB96ARIE87227980342689,877099.26,Savings,7f666b4d-40d1-456d-a6ce-f42e896f66f2
GB82CTKA22156593783290,311743.83,Savings,41811923-d109-47ce-93ca-93c465412f5f
GB54OLMW81811821851262,253741.98,Savings,69d25443-0a2d-46e0-a615-77ac9d076128
GB03JCGO52486323486268,722796.12,Savings,f8ab0601-8bd4-4af8-96b8-7a9032c71ce6
GB95TBPP96241772009051,475903.37,Savings,31323b4b-bbd5-488c-880d-59ccb5ab639a
GB63UEXJ52334120680016,474147.12,Savings,236b95eb-61a2-48f9-b083-bbe184c9a652
GB79IDDI27288894390653,231557.31,Savings,50512388-770b-4052-a834-f0f6bc3b11fb
GB78VQKU19900433577026,169988.61,Savings,bb924ae4-4500-491d-9ee5-38b7d01957cf
GB61DVTW44991681825099,91897.82,Savings,43e7653c-8c24-4035-bbbd-f0b48acaef76
GB18OOYZ55748484776078,193208.49,Savings,8a4615f9-0afd-4afb-93f0-391f7637a546
GB62KFJW45081276868730,886395.62,Savings,c550ab14-19a8-4a79-8c61-a14213d8a228
GB96PHZZ87579867290272,856381.64,Savings,8b18715e-358b-4a91-923c-dc4582eef3e5
GB48CTQX98910623928217,975049.47,Savings,6046d45e-d4f4-4fda-8fc0-bb7b9abe333f
GB64HFKY22867877017576,197807.46,Savings,d02b83c5-359f-4269-aa09-5e35eea4eed4
GB47KPRQ31110339091982,319261.68,Savings,069ddf3b-7754-4e6b-9278-20e4dc9f526e
GB24LOUC73640268029951,989840.57,Savings,49a40e30-c89d-46b5-ba53-702468dd39a1
GB26DURP32696757177910,48385.42,Savings,7c831146-98bc-42ee-9518-91e5c538db57
GB55STWP03087838576184,828078.71,Savings,a3c1dc10-3c85-4c09-a292-0b95a0ec1506
GB37JIHN89153961062199,622905.03,Savings,2f5937d4-bd39-44ef-afbc-7658f9bf5cf8
GB57CGNB59173122570974,692601.06,Savings,f89293e7-fe9d-4af7-8881-10c0ce0abbbb
GB88KBQA52513827819647,573836.15,Savings,a1454d51-3099-48ae-9515-373f5bb127b0
GB02QYBJ02324634490211,631280.81,Savings,85eab76b-d4ec-406c-be33-55d8af69dbff
GB04INMF22402621801471,637319.64,Savings,8182cf01-3a1c-424a-8b4e-5156d1ce5162
GB72BIGF44379631456637,472544.99,Savings,f00f3d4e-123f-4558-8a57-26b44e258b37
GB69RMFU77168936476652,200574.72,Savings,ae4293ae-5b73-45a1-83fa-7ab154c39a8e
