FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB62YDFF81412626904246,673033.23,Savings,9e33316f-fd23-4aab-bbf2-cdfb88e98051
GB98FDQQ53703824129788,571862.61,Savings,c6c9ecc2-1246-41ee-b392-77f9645d76b3
GB96ARIE87227980342689,704288.14,Savings,c4123903-011d-49cd-a28e-85c6c12a6ac5
GB82CTKA22156593783290,834933.76,Savings,72798bea-8c17-434b-84fc-9a433bb1c07c
GB54OLMW81811821851262,400248.56,Savings,815c19cc-7e37-44cc-b3ce-0ba420ff94ca
GB03JCGO52486323486268,267674.21,Savings,610ed0fc-375d-449d-8bec-56d2dc671bbc
GB95TBPP96241772009051,116461.42,Savings,ae1d3bca-9b42-46df-ae6d-e2248d5bbdbe
GB63UEXJ52334120680016,349523.58,Savings,eebfccb9-c545-4da2-9a06-f6f5625f4cdb
GB79IDDI27288894390653,129413.6,Savings,eebb635b-957b-4eee-91ce-25c5f3e912b5
GB78VQKU19900433577026,686788.63,Savings,3e5034a6-b412-40e3-96c0-2d239391c036
GB61DVTW44991681825099,21281.15,Savings,8b17fe89-d42a-4652-b69a-ad8dd7a35753
GB18OOYZ55748484776078,287128.53,Savings,a7c400c8-741b-4823-ab3c-c623e2224b93
GB62KFJW45081276868730,386700.56,Savings,e95abb3d-cbca-4bf8-bfd0-ca53c066a155
GB96PHZZ87579867290272,679200.15,Savings,9f894917-2050-40f6-b9ae-e24a7d012469
GB48CTQX98910623928217,138768.86,Savings,8847dfb1-8af2-41f1-874b-38b981e47a68
GB64HFKY22867877017576,894543.61,Savings,5559bdba-eaa8-484f-9242-faf898190149
GB47KPRQ31110339091982,458186.89,Savings,99a580bd-d8fe-42dd-9bcb-e708ca48b207
GB24LOUC73640268029951,774926.93,Savings,170f6cde-7248-4613-ae92-5a3b3b8aefd4
GB26DURP32696757177910,684208.96,Savings,af418da6-a492-41aa-9174-81ef217468cd
GB55STWP03087838576184,847742.85,Savings,f4dec6a3-41f4-4530-bd5f-9bd7274305e4
GB37JIHN89153961062199,418485.01,Savings,8ed43394-0530-44ac-8424-f603414b86a9
GB57CGNB59173122570974,579359.51,Savings,62929b38-40ab-4583-9b2a-8949ac3776d2
GB88KBQA52513827819647,271529.84,Savings,b3156206-ce15-447a-a670-ec39ea3e613d
GB02QYBJ02324634490211,650895.98,Savings,481eeb9b-466d-4fe5-ba24-fb4f4b515e84
GB04INMF22402621801471,258451.82,Savings,f801af19-1c13-4234-969a-4499864f5d42
GB72BIGF44379631456637,451334.33,Savings,2f55e3f0-fc5e-45f0-b5dd-be55fb5c2f3d
GB69RMFU77168936476652,831595.99,Savings,1d85305b-9edb-4b74-974d-f78aedf00fac
GB54WUPH75426515313612,352431.43,Savings,3b3490b0-84a7-4f65-95c3-cc2d54e2b3aa
GB51WKUN53501475421907,548903.79,Savings,4beba823-fce4-4349-bd8c-44975168b12e
GB70OZDR70027856296849,741443.96,Savings,adb616d2-50df-442f-8f64-32bb18c7cbec
GB79BPYS44794401481879,87908.53,Savings,25dccddb-e224-4495-9b80-afa492257e6e
GB05LNZR64484289821328,125357.95,Savings,6926e884-5eae-41c9-8e2b-f02fd072fb84
GB59YHHC92209065910540,931570.05,Savings,aa501d59-1ac8-4837-b3b7-a70571f1c88b
GB64KRMM50438471549229,593995.54,Savings,e58dc320-2b8e-41a2-950d-e817df9b17b0
GB98AGKS27112750545812,904041.8,Savings,cd41ee8d-1397-45ea-87b3-35f34c030686
GB30KFVI34814233222965,120592.33,Savings,3ea4ace8-3309-48b6-a226-09846eaeba6f
GB42YZPK48675254216882,210861.58,Savings,a46ae54a-6694-4245-8a8a-de5f807d2e53
GB15DIAK65370790068952,466846.25,Savings,159f57b1-f7a2-46b4-9d8c-bf03f6d50328
GB48EDVQ57556678063628,873755.41,Savings,ea6830d2-3d7b-4a38-9510-de3544a430ca
GB75TNOS58902893158520,658747.08,Savings,07f55dfa-932d-457c-ba49-88976461cf13
GB02OIRK32085685182093,248535.97,Savings,f501d9ae-f2e4-4040-8204-9b7bde4b757b
GB97MGRO87863498806145,762284.82,Savings,b6405fe2-bbb9-4934-bfeb-fd3b48e28263
GB75COYB46691908341146,857024.18,Savings,cdf11959-736c-4ef0-8603-568dbb85ab9e
GB17LUNZ63526395034458,899333.82,Savings,b3885472-3336-4aa5-bfed-af4c86fa3836
GB27OOOJ69331675665231,970962.1,Savings,ccbe9a4e-4a3f-4adf-ba63-2dfffe987e7a
GB31ZFFY16579758243192,233070.72,Savings,c9d31a1e-d542-48eb-82a4-48cd83a8abd5
GB85QKWF57788285625464,921753.48,Savings,6f634acb-d887-445d-bd65-1647f7701b44
GB90FORA10660819658547,663076.64,Savings,362b981f-fe6b-4637-b8fd-02df5b2b680c
GB06DMGK36775613700657,418187.03,Savings,bf5af980-c5f4-40cd-9cbc-e1ccf2cdfcdd
GB26VKPL74913728037207,113022.36,Savings,300ae9d6-ee80-47b6-8e37-021e03648b2b
GB96GIHP01463052074997,316466.6,Savings,dea6949e-2837-4056-9a7a-241334849797
GB38GVIR56597147938524,209317.57,Savings,5a02625d-ad4c-4610-b28d-65f1d44cc97a
GB83CHHW56600669793030,630270.58,Savings,127f3852-b470-4486-bb52-e279ada51242
GB61UTJQ49494195919443,997444.38,Savings,389d1fea-b96b-4d4b-867f-61833df02018
GB17CEUS24265561704261,282575.04,Savings,ef6e2713-7d3b-4158-a1b3-46575321f7e9
GB83GILF60978701272755,659400.87,Savings,3edab46b-90d7-4d36-87d1-71b65dd6e1bc
GB79KYSD52747256861800,374244.21,Savings,99a4ed1f-6b07-4362-9af8-3bc2cf8aa65c
GB80XADG41723431400116,809591.47,Savings,a90865e2-7cd1-491c-93e6-f2619f996c64
GB78ZTMS72154972707218,266332.52,Savings,3504d32c-c09d-47fc-bf3c-777f684710fa
GB32CKZQ43702055461323,133312.25,Savings,d65072d8-7643-402f-bd45-5b40ca8319c0
GB09IOPL36421708754607,681375.27,Savings,a923ca22-c313-4275-bacd-7d8ca0db4841
GB86LZKF59745075163742,166419.63,Savings,2063d161-21f1-4f38-8d55-b3585df2d553
GB59QMNQ33272992888545,728505.14,Savings,4fa55a36-bc11-44f2-9c01-3dde1a41cf4d
GB62VTNO44322278474927,384619.39,Savings,d8a6b34a-f3f4-4e4d-817b-80e07e966006
GB95PVYO89409212864305,701703.08,Savings,9e3724df-a0bb-46fa-9bcf-7a470d01f87d
GB09AFIH67932292894155,664152.87,Savings,3d50596a-8342-4b38-a186-af5af831386d
GB06FDCS10994456793804,22297.99,Savings,0c55a491-d323-4b8e-8cb4-6db66da69799
GB86JJQU10320146996935,177098.67,Savings,27a0e8ab-1e40-49f0-a30f-b13f9c506157
GB41RDUJ41135466508257,291855.69,Savings,a3ba5e76-73f1-4ad0-9da8-7dd042dde062
GB17DMWD57847022149891,331999.59,Savings,435b7583-2e6f-4f29-a941-153bdb05ff02
GB70GYMW65903858084266,121419.7,Savings,c7e02ee9-0ad8-4c7a-a5ca-534bdeafcf6c
