FintAccountNumber,Balance,AccountType,LinkedCustomerID
GB09YTRX07724987681044,902930.41,Savings,61dbb767-c914-4299-bc72-7afadc13dfec
GB51VHDW26014015903620,781145.07,Checking,5b528dd9-7f00-4bc3-90f3-e78ad0534ae2
GB98CYUG26763769892799,964380.72,Business,1688be77-073a-4f9a-85f5-7ff169a1c6bd
GB96ZRPA24011445277311,812294.0,Savings,4bb76382-daa7-4c60-906d-93ae8732d6da
GB84VRIM28797817720702,946788.74,Checking,ff7a9756-a67e-40df-9afa-ef9f4ed19f9d
GB47EDIT86123141400039,45582.86,Business,d97798cd-d174-43db-8c23-2dbffb9e2ff1
GB26KVXN74725599656434,247289.92,Savings,5a742fcd-0c66-4c27-8e91-b8d79d7a031d
GB41MMTB64956787154550,14161.33,Checking,a5c5e1bc-9839-425f-80bc-d4bf73757f2e
GB20SWQU53284322729895,466506.64,Business,0907c85a-d0d5-4a8d-865d-45fe8566f616
GB36HUNP48089745833974,740175.25,Savings,c0220a8c-cbb4-4bdd-9a2f-a0f8dd0bdb9f
GB62QTFE52414259907960,420086.85,Checking,66943852-bf07-4311-a7f0-e1d0102b03fd
GB95RNZS27540803049364,336381.52,Business,09608bdf-366a-4286-940b-82e2ac504f26
GB11LMEJ48452591993891,561735.85,Savings,b116256d-a474-4b5e-9a19-22ad8b4e7c85
GB58CLLA61590017728607,752814.5,Checking,3219c002-55a0-495d-8a86-aa3279e3244f
GB94QOPE64938978670918,55811.66,Business,013b2d6e-4ed3-4836-a1d0-6c83e889367a
GB93CFHN26347862678892,139714.91,Savings,a5e4e77a-1080-44aa-b47c-7b0877ef4ef3
GB14EFWD21348654834786,471505.83,Checking,e4fe6682-117d-4879-93ae-875f5bef12e1
GB37TKYK55200779457583,678262.56,Business,3456ba0e-e3f8-4e41-a889-6b9cef287980
GB95EVVC35824287789251,465980.32,Savings,3a2fbf91-c1ff-41da-890f-af4600628f6d
GB31YGDT41454145663144,97698.27,Checking,09fd225e-1eee-4bab-b2ca-c04c20570eed
GB39FNMF69797961133378,24109.93,Business,a89f27e8-f78f-481e-81d5-18c7e442ceee
GB40NYIG10000315251165,982981.66,Savings,d7bcb283-4bcf-4067-9047-db619d8dfb16
GB40FPYY69771477899461,979727.25,Checking,dd26e898-32ad-4595-8d91-bb4f9f16bb38
GB35ISQQ28310772527176,497039.43,Business,a9f3c806-2f5a-41aa-9755-f059b0eb66e5
GB30AMWT72883078326835,921435.09,Savings,59d10495-8446-4d26-8aa6-619ce8cb00ed
GB29OJVG24128916225690,8840.93,Checking,f3671aa3-d9b8-47cf-96a0-cf5ea5aa0031
GB31DEOK66159067025733,836808.34,Business,b4ec04a3-0b59-4648-84da-6c9f0cb2ae94
GB87TAAT72078207088065,769109.21,Savings,9a0b1251-6ae3-45b9-afce-5507a74845e1
GB79FBMJ00254947944705,563274.97,Checking,ef8044d8-8bd8-4472-bb22-e591f8d3eb7b
GB96FTGW59721306606988,250126.21,Business,db1ba82d-9fa2-4010-af12-4cb53fc8ae92
GB06CLGM64466797222179,101973.57,Savings,f102c4ca-790c-4074-973b-8b9864ae75c0
GB21VFGX86921862905883,436655.96,Checking,09740547-8d61-417a-ba8b-8b7c25f11e59
GB29KAQZ60843111982579,317750.17,Business,f40f3297-1673-4c45-8e5c-341c26a2d663
GB47YVZC72593341365571,719524.92,Savings,c0607851-3cbd-4e93-9dc7-bc2fd410e4cd
GB28LZMK23557661574546,996810.16,Checking,5e46aefb-9049-453b-9507-359ae7400efa
GB32LZMY68384322615714,604950.77,Business,e7247ddf-d537-45df-8166-adf48f9e7977
GB55WXEM86727204594888,259586.28,Savings,17cd06a6-f1c2-4911-921f-0e6c3f5c8fce
GB10GAYH12150337504369,428505.81,Checking,9507e8ee-3bb8-4d11-99f8-ad6f0b162936
GB68KTKF63614369747839,381546.34,Business,1c60d8e9-c469-452e-b1c5-09238475cccf
GB42ABZI24032002960453,656323.32,Savings,9a3b1a45-8c2a-41ec-8762-f2ee3dbabe91
GB73PDAS14672978920081,464641.88,Checking,18337481-68fd-4cd9-bf0a-6cf58634aa48
GB63KUYH31851273570631,755123.11,Business,6f3f31a0-236f-4486-9261-a2ab8f628268
GB41RYTT66885820709590,940458.01,Savings,b8356d31-c7e9-40c8-9225-b5a65b576b70
GB61WOHT28922509847772,524288.45,Checking,d4980ce8-89db-4b26-b91e-4f79eee4b5e1
GB79XVXW99803691813344,254579.55,Business,ba7e941f-9b64-40d4-b5e8-96a48e55bf23
GB85RJDT74712342663941,931265.65,Savings,3c11871d-d9ca-4d64-8a59-96331dc9f1e3
GB88UQYN70024145432758,796687.73,Checking,372f2efd-87d5-4f1d-9439-fdd0e691869b
GB96ISXH29206551352729,592240.06,Business,8b6b2966-3652-4fc1-9d23-e4ac256cfd0e
GB75NWCA68591472891724,75409.94,Savings,744ba744-67dd-4fd3-8dbe-c2f9b5f367da
GB04OHAS69818653566984,328894.21,Checking,4dfbe14a-1007-4b89-b298-0a9de65e2025
GB77RBAC92733833279212,464086.87,Business,a16feaaa-70cc-4b9b-b91b-8d0464d64172
GB94EVPF72574578571771,446097.47,Savings,d3627a89-5e0f-4a12-a5fe-ea0b1295b3d1
GB59SHIK11708463505814,228101.18,Checking,b009c3d5-b8a2-4482-8bfc-169e8a6677bb
GB77YROO89635511860152,344713.2,Business,f27ca4a0-817f-4e3c-9835-aa18fb81d05c
GB14OSSI39531172785133,447615.2,Savings,1d369d60-2e3f-4fff-b38f-a57b1e786f1a
GB91MCJW69453692500160,404744.7,Checking,6447f2ff-ed06-472f-a73d-cffedafdf432
GB91NHAI29995215920798,660617.91,Business,c7980870-96f0-4cf5-b0cf-344ac5a78b38
GB09UZOP28431302992738,909705.41,Savings,5c74c5e3-81ac-4d2e-b85e-1568969f42a2
GB34VUHG13939161188851,835457.43,Checking,1b5b71ad-720d-480d-be10-49132c924d33
GB97DSWA10387750621613,877173.27,Business,83e7c2bc-5eca-45f3-b897-6ec87f9cee0c
GB62EZXS14122450916122,716525.9,Savings,34c0d615-cdaf-47c6-99a0-5042dccc0d61
GB42YWYK42594371574998,78630.69,Checking,c0ddb93a-97a5-44cd-996b-64890533245c
GB24WARF85498764510622,813621.7,Business,0b4700eb-4a3c-4e08-8575-46be261ecf8d
GB33AIQT23957005848267,88378.89,Savings,10a3162d-65ff-44ab-b53d-08733ae8b320
GB39JDGD24820841894598,465351.4,Checking,bba8b3e7-2167-4ba0-a7ac-c0d100a66c2b
GB71GMVK11304919166662,906988.42,Business,7a1c9b84-c9c7-4285-90cc-5215f52729d0
GB16GDLP19160366430250,45624.31,Savings,ed17d02f-78fe-4ff3-b839-cbc927c2dfec
GB07HTJF71312582399091,742054.51,Checking,68fa775d-cef9-4cf4-a9eb-fc16e43f77da
GB89FJYQ58383020627149,941022.7,Business,19c3963a-1cad-4d1f-8fb3-dc1e9e45f7ac
GB90PTUM05578323812272,383322.35,Savings,0f60b901-21cc-4832-942f-090897d83581
GB14CHHK39342501347249,581735.26,Checking,38d3d10d-24c9-4989-bb01-0134de2a4621
GB85LCQR75026325005446,158912.95,Business,30ac4ee1-8035-4280-8fa9-712f8917fa09
GB67UQSF70686869807812,636121.68,Savings,8d4d386f-72ae-48e5-8322-e0ac77248397
GB50AXZF49637486199711,170016.91,Checking,16617141-2276-4754-b6f0-c5c209503eef
GB94VEOD42855257109261,58770.8,Business,4a7cab8c-de18-4c30-a68b-91792b3fcbfb
GB90ITBA73673175105221,719209.69,Savings,c29a5886-6cc3-46dd-9188-d1b2223c382f
GB52EIUS04552527556967,476767.87,Checking,b83d1345-f699-4b74-92d8-e039c2535964
GB34ICQO43894244020496,275247.35,Business,3f26d316-8919-4fa2-bb08-c0860be8f6e4
GB37TOTL32698618993420,684300.46,Savings,288df80a-623c-42a3-8d52-da54591a51bc
GB25FJPF27581999269094,708943.37,Checking,87c35977-2f8e-411a-88f1-7e5e9ce04105
GB30NAQM66531064205513,421749.2,Business,7002122c-4bf6-4780-b0da-8b7c3f075861
GB43BNFR39575638415393,430677.16,Savings,8eabde22-d052-42aa-a951-7d6281db0eab
GB80SAXC51607116786307,785296.83,Checking,e096c764-b5de-44c2-b012-32d9684fb08b
GB47RTNP89213927462570,176388.21,Business,7ee6f15b-260c-4040-bcfa-3d1fd9c34525
GB79HNOD34429186631535,832771.0,Savings,7ce1137b-34e3-4f7e-8937-b7f4c26dfc83
GB74BJSJ95904550255565,726524.59,Checking,b375c130-9b20-4b38-9342-ccd1470bf018
GB39AZXR96802248466181,161114.34,Business,bcaefb42-1b35-4e6b-af0f-6bd982e31f0b
GB19FGSZ33024966935421,369792.04,Savings,66c40dde-19c2-4c32-9b54-8d1ab4e40eb2
GB11BCQB26573908693491,650940.19,Checking,5d5cdf9e-9c77-440b-9b67-87a074faf08f
GB70GTJH86857481796046,503927.83,Business,36aa66fd-482c-427f-a08a-38b74b41b29f
GB83EMVX60981971548759,342490.47,Savings,f5154382-88e3-41ac-85ca-7715b52030d8
GB24ETGJ38825022876419,366123.45,Checking,69153946-b295-4fe5-a586-420c37c25bdf
GB53HUXJ90963049866611,301392.72,Business,c4e47137-7848-4343-a054-6e6295c58bb6
