TransactionID,Timestamp,Amount,SenderAccount,ReceiverAccount,TransactionType,Status
6a31a970-d158-4d9d-9900-7f766e0d6c54,2024-05-16 08:23:36,930.16,GB77GMVJ00992324811282,GB43NQZK63755276273633,Credit,Completed
99eff967-ce09-4f01-a12c-598e3bafa579,2024-05-23 19:28:04,1296.93,GB43NQZK63755276273633,GB27RLMN73255109545893,Credit,Completed
dc3addcf-67c5-499f-9abe-74c376392ce4,2024-03-17 03:11:07,576.58,GB27RLMN73255109545893,GB77GMVJ00992324811282,Credit,Completed
8227e281-91af-4954-807f-e0c46b0a918c,2024-05-02 00:52:41,4012.47,GB22GNFQ37882840873706,GB40RZDY24543017069759,Credit,Completed
a8c09ced-4c40-44b1-ac9c-82ec4d5f67f8,2024-04-22 06:51:20,7011.5,GB40RZDY24543017069759,GB31MKKS35666029331259,Credit,Completed
222799a5-4950-403a-a87c-65a4d21174ef,2024-04-14 20:02:33,699.38,GB31MKKS35666029331259,GB22GNFQ37882840873706,Credit,Completed
46f2ae68-2f13-4113-92d5-19c119bd2b54,2024-04-29 06:15:00,5723.33,GB52JWFO34098710563456,GB50JTQQ99572648058339,Credit,Completed
182b114a-ab63-4048-b1ec-2b9eb9f92d41,2024-03-24 01:47:29,8576.71,GB50JTQQ99572648058339,GB17RLCU44141325929548,Credit,Completed
1692b7ab-9e86-4491-bec0-4674a2bf6e78,2024-04-16 11:25:48,4494.78,GB17RLCU44141325929548,GB52JWFO34098710563456,Credit,Completed
acb7dab6-45f0-4f94-99a2-2c55f92f87f5,2024-01-14 08:20:33,3744.61,GB18PMWS26694135864659,GB60QVHB84184620891134,Credit,Completed
a96faa67-05ab-41ed-914f-d86bc1b9d526,2024-02-29 04:28:04,9133.28,GB60QVHB84184620891134,GB93PTPQ05951268790643,Credit,Completed
5c094bf0-c87f-4d60-806c-c6bd5b3a87a7,2024-01-28 10:47:09,1345.01,GB93PTPQ05951268790643,GB18PMWS26694135864659,Credit,Completed
