TransactionID,Timestamp,Amount,SenderAccount,ReceiverAccount,TransactionType,Status
ba9ba84f-90c2-4dd4-bf1a-745ea70c23b9,2024-02-13 05:29:32,471.4,GB92XRVI88611852456611,GB35QXIE12287420710928,Debit,Completed
7466c5e6-7a8b-4b45-a78c-d38b67839e1e,2024-04-12 12:03:41,4276.2,GB35QXIE12287420710928,GB50VXRK25994215763305,Credit,Failed
eee093e5-46fc-4a5a-bcf9-1c028b1d24f9,2024-02-06 20:58:47,6209.35,GB82QOKO03910008423977,GB18JLBC47486646869552,Credit,Failed
e54eba55-ef5d-4ff4-a8a6-91f659759c66,2024-04-15 04:53:31,6660.41,GB11HSRO95386215611132,GB26NAUF79526682043915,Credit,Completed
86095672-35d1-4c61-9776-baf834d59475,2024-01-31 11:15:04,3537.18,GB81WOBP44395563317158,GB05YTJF10165734180864,Credit,Completed
5931a675-fe0e-4a09-87b3-fd4eae44c978,2024-03-07 20:01:04,5844.45,GB03XDAH76001788939879,GB53ZEZK48788784878902,Credit,Completed
43409030-364c-4422-b428-c4f46d1ebcfc,2024-02-06 03:46:04,407.44,GB05YTJF10165734180864,GB87AFDI76405717593742,Debit,Pending
4ed09a31-f292-4099-9ca7-5d98d524f4b8,2024-05-08 05:41:06,7731.54,GB31FMWG31893309053051,GB74OQRV06347304141247,Credit,Pending
7a13021d-07ea-445a-889b-e11b4cb683fc,2024-01-01 19:36:58,9547.38,GB35WGZG03474224209222,GB05VYXM57697995995717,Credit,Failed
8552f64c-6d59-45f9-a551-1f298279e219,2024-04-16 23:13:36,2109.7,GB82WINO77325664974683,GB35WGZG03474224209222,Credit,Completed
9fa999a1-74a3-479b-a863-d61dd1f56834,2024-02-04 05:44:48,5564.05,GB73FLTH58637061140093,GB70PEXB60616067372683,Credit,Completed
efa5a1b9-3894-4982-9c16-170f105afa55,2024-03-16 14:57:51,1666.62,GB73FLTH58637061140093,GB18NSYH71122871662915,Credit,Completed
2aa8714f-b6b0-42ba-b69f-a9ecc37ea179,2024-04-03 20:57:09,7842.53,GB53ZEZK48788784878902,GB91EVZB83321800712767,Debit,Completed
f31e113a-99de-4278-b09a-4a9dd09316e9,2024-04-30 21:46:32,8509.55,GB45ZPBH73521171444604,GB53FVFM49861182387462,Credit,Pending
9511cd4b-84dc-4efc-a792-e816656f52dc,2024-02-01 10:36:29,7652.14,GB29SWUH88496088503367,GB76ZMFL76507336703370,Debit,Completed
a829d3ca-099a-4081-b31a-0cd08704dd34,2024-01-24 07:14:52,4435.29,GB63DQMZ16567892888864,GB89LGYI39401023609035,Credit,Pending
10d9ba68-efb3-4583-a632-cbbe1bf03e91,2024-02-01 12:13:45,1864.59,GB56FOMK82881204673742,GB90CQCG59061769999051,Credit,Failed
63848d3c-8dd1-4c0e-b5d5-f51483dc0b9c,2024-03-27 20:44:07,9982.7,GB03ZVNU42609210133311,GB48PIBQ77074090041340,Debit,Completed
f7895751-4e94-47e0-b623-9284d7429dcd,2024-04-11 20:04:06,1030.35,GB24JQKF23066183678110,GB93ZNRZ35318904108652,Debit,Failed
cc3147fb-dc03-4489-95af-bb41b27ecb7e,2024-01-17 08:13:22,9083.31,GB47DWWZ73884063953207,GB57MFPO14558888516561,Debit,Failed
e88465cf-1c2f-487f-8d7c-d038deca0bf3,2024-05-28 22:16:02,4697.21,GB93SEFO86240841582671,GB84BJYX88046736177115,Credit,Failed
74a65e3a-fc50-4471-b9e0-fb959913510f,2024-05-14 16:05:14,3270.56,GB85KXVA38094287774209,GB56FOMK82881204673742,Credit,Failed
