TransactionID,Timestamp,Amount,SenderAccount,ReceiverAccount,TransactionType,Status
2bb29097-fabc-4b69-973d-9d41e801a596,2024-01-25 16:55:50,7562.1,GB28TYCU10652832492836,GB41GHWM93924165902864,Credit,Completed
71dccfd9-0e50-4bb1-abf2-99415a84f50a,2024-04-12 14:30:32,4569.19,GB41GHWM93924165902864,GB12WYBB99320196602374,Credit,Completed
982de0b5-86c6-4a6a-a237-75f0874a85c9,2024-01-30 05:23:45,502.7,GB12WYBB99320196602374,GB28TYCU10652832492836,Credit,Completed
adcb74fd-8f33-49ef-9898-a453f9f94f1e,2024-05-16 08:28:38,6209.16,GB70ISZC16832793387668,GB49BJLQ08115593864698,Credit,Completed
4cfe848d-d358-4047-a48d-bb5f5a2f18c4,2024-02-23 05:11:50,4209.06,GB49BJLQ08115593864698,GB39JZTP90881625129818,Credit,Completed
adee8f63-b745-4824-8c25-61bf178f1016,2024-01-03 11:30:43,6410.78,GB39JZTP90881625129818,GB70ISZC16832793387668,Credit,Completed
5fa326ba-2eee-4917-ab97-30ed5c1f6643,2024-01-02 05:52:01,9429.71,GB94HGCH36271798225990,GB16JQZP03892037485454,Credit,Completed
720bde87-ccb0-4b6d-8efe-04ae5c31bfe9,2024-06-13 06:17:06,6785.02,GB16JQZP03892037485454,GB75BDYV31616027131254,Credit,Completed
7749b98d-6a3a-4821-888a-35c2517a14e4,2024-06-10 03:59:41,6597.27,GB75BDYV31616027131254,GB94HGCH36271798225990,Credit,Completed
d8d4fdc5-dae2-4f11-899f-8dd7bb107244,2024-06-02 19:24:45,8403.73,GB53DOGF80842192724247,GB09GUEZ25877125506432,Credit,Completed
8cf0b703-123c-4e46-b613-834eeb929a1f,2024-04-11 00:12:34,305.41,GB09GUEZ25877125506432,GB33WQZN25658353272042,Credit,Completed
2f93ceed-8b26-4972-b126-0a429db435c0,2024-03-02 18:49:58,7673.25,GB33WQZN25658353272042,GB53DOGF80842192724247,Credit,Completed
61ff64e2-b6df-4c84-b7f0-6e3f61b922a3,2024-03-21 08:50:26,2087.12,GB59YFSQ44284950417709,GB86QNND74919804287687,Credit,Completed
