TransactionID,Timestamp,Amount,SenderAccount,ReceiverAccount,TransactionType,Status
2824aee4-540c-4225-8918-f319b93a9abe,2024-03-02 07:23:24,5256.4,GB95ZUGZ00865036291609,GB89JZZU29627702060676,Credit,Completed
9689b169-f6d4-4f1c-a9dc-f967ff0b861f,2024-04-07 08:38:39,6687.21,GB89JZZU29627702060676,GB06QAFW28649018136235,Credit,Completed
6e7d9c1e-d9f2-40a8-a621-a10935cc7ede,2024-05-18 11:35:46,8090.3,GB06QAFW28649018136235,GB95ZUGZ00865036291609,Credit,Completed
6da1d0e5-2b04-4dac-9e02-d428a2ff46e2,2024-03-17 06:24:02,1832.89,GB07EQIG97218418622026,GB55GCMN81357901911875,Credit,Completed
7b7e6dc2-3ea5-4022-8854-a5ec1d836a1c,2024-06-13 11:59:40,60.58,GB55GCMN81357901911875,GB87DHMZ86654616305026,Credit,Completed
ae98c20b-6e79-4604-8aae-514ddca278b7,2024-02-03 23:19:27,9943.06,GB87DHMZ86654616305026,GB07EQIG97218418622026,Credit,Completed
58db29ff-4efb-4e76-a9cf-19e471b1722f,2024-04-16 23:07:29,8739.53,GB15AOON80612224492372,GB85LQRQ32405307499893,Credit,Completed
ccd65df2-3cdc-44f3-807c-e3b2bc8c0c37,2024-01-10 07:10:15,9725.85,GB85LQRQ32405307499893,GB86YZUU47330457953802,Credit,Completed
ae253f82-bddc-4931-bda4-3e4edd7ab2e7,2024-06-10 05:26:32,9749.12,GB86YZUU47330457953802,GB15AOON80612224492372,Credit,Completed
6461704e-2b9e-4699-93f6-ffd60eda6648,2024-01-02 15:44:01,1533.18,GB18TISF61207860547001,GB83MPQZ97242903972670,Credit,Completed
b3968c16-ae32-44d5-8efa-c27eff81eee8,2024-04-18 19:56:04,5560.85,GB83MPQZ97242903972670,GB76WYDI64402289274653,Credit,Completed
e87967cd-0896-4a86-9bb7-8f22839524ed,2024-01-27 05:16:29,2866.79,GB76WYDI64402289274653,GB18TISF61207860547001,Credit,Completed
