TransactionID,Timestamp,Amount,SenderAccount,ReceiverAccount,TransactionType,Status
0e1ca8f3-07bf-4c4a-be6a-14785c46c807,2024-05-04 00:39:04,1139.25,GB31IIUV36760482005849,GB49IPSS11205578780768,Credit,Completed
9db3a18c-5ff4-4dca-84f6-d0f0167092c6,2024-01-08 11:51:02,6003.62,GB49IPSS11205578780768,GB71RXOA86258920949525,Credit,Completed
32e8bcf0-9162-48bf-b14c-550220d1abae,2024-03-17 05:43:07,9276.43,GB71RXOA86258920949525,GB31IIUV36760482005849,Credit,Completed
a04608f3-625a-4273-a5be-f86efff82fe8,2024-02-09 12:26:12,2584.47,GB44LRCW35347722076999,GB09CRJI96889777536266,Credit,Completed
ecf427c4-317c-4521-8434-9c725d14e193,2024-03-21 19:10:32,8890.69,GB09CRJI96889777536266,GB43NQZK63755276273633,Credit,Completed
fe68bf7c-3df4-42e9-89fb-78afd3e0ebfb,2024-03-03 06:43:33,3733.01,GB43NQZK63755276273633,GB44LRCW35347722076999,Credit,Completed
54fdf4b8-32c2-477e-94d4-ab8598ebad5e,2024-04-13 12:11:42,2754.86,GB26LRJA63783257732822,GB73EPDG43622358517246,Credit,Completed
2d50f9bd-af79-4626-8874-50954addc6a5,2024-04-25 07:08:55,6655.44,GB73EPDG43622358517246,GB13MMDZ55831510868554,Credit,Completed
1b698479-d5b0-4dda-9e1c-b4e41fc4bec9,2024-04-19 23:54:06,1985.14,GB13MMDZ55831510868554,GB26LRJA63783257732822,Credit,Completed
2f6742df-762c-4a98-8b5f-675de025401f,2024-05-17 09:08:23,7959.78,GB60QVHB84184620891134,GB62MAWI83066328352071,Credit,Completed
92cc28af-051c-44df-9b78-ceaa36c7d302,2024-04-09 09:49:49,6974.28,GB62MAWI83066328352071,GB34JRQD36095476687719,Credit,Completed
b9661b59-baa7-4216-8f54-f10b5507b91f,2024-03-08 18:41:34,3087.07,GB34JRQD36095476687719,GB60QVHB84184620891134,Credit,Completed
17899ea5-1cc7-4644-acd8-fc808f7b97f5,2024-01-27 12:34:31,1796.42,GB20IOLA15502271990375,GB40UMOU72784292301692,Credit,Completed
972b871b-9fa4-4a4b-923c-2d4d17ddfb6b,2024-04-25 03:59:00,7708.15,GB40UMOU72784292301692,GB64OFRY06657978664469,Credit,Completed
16f050ed-6440-43dd-93ad-0ffc39345e1f,2024-04-09 23:38:46,7891.09,GB64OFRY06657978664469,GB20IOLA15502271990375,Credit,Completed
0865a485-e989-4184-aa88-bac2a1929b00,2024-03-15 16:28:37,3999.68,GB96CLDQ11814114801801,GB90MJZA68709899336009,Credit,Completed
8b11917b-7779-4870-8da2-9ccbc14dfe76,2024-06-08 07:55:38,9121.12,GB90MJZA68709899336009,GB93PTPQ05951268790643,Credit,Completed
9f8f0256-ebd4-4aa4-b74a-f7034b72040e,2024-02-28 18:32:09,3550.54,GB93PTPQ05951268790643,GB96CLDQ11814114801801,Credit,Completed
1e67c4fc-6e9d-4b58-b42a-f21f4e1f0be7,2024-05-18 10:42:10,8519.97,GB71RXOA86258920949525,GB50JBVT34827203065194,Credit,Completed
974fb081-7b8a-45a9-b304-f70198bd3a9d,2024-04-10 10:12:22,1946.34,GB50JBVT34827203065194,GB28NXPM79949775698543,Credit,Completed
ca498684-00b0-4407-8e47-e46f093adb15,2024-03-11 22:26:23,7495.42,GB28NXPM79949775698543,GB71RXOA86258920949525,Credit,Completed
e13e090a-ed6e-4b28-8b60-607807c45e9e,2024-03-12 19:05:09,208.9,GB34JRQD36095476687719,GB73EPDG43622358517246,Credit,Completed
8fab7c03-6372-4f91-a09c-b2adc921f9b1,2024-04-29 03:58:47,308.53,GB73EPDG43622358517246,GB27TYPC20790081241046,Credit,Completed
78555c86-194b-4536-95b6-ad8e158a754b,2024-05-20 00:57:01,6952.5,GB27TYPC20790081241046,GB34JRQD36095476687719,Credit,Completed
d284b7ed-5650-4a67-a6aa-b8772ebfdca2,2024-04-12 15:42:26,2215.6,GB91UVSO15220150968916,GB57UAIU26372567744620,Credit,Completed
47b8781e-88d6-4813-9025-56f471dc2cd5,2024-03-10 03:59:13,8007.08,GB57UAIU26372567744620,GB39XUHG13237129730066,Credit,Completed
588e72e8-53da-45f5-a35f-d47ac7853e4f,2024-01-04 14:10:48,1436.58,GB39XUHG13237129730066,GB91UVSO15220150968916,Credit,Completed
bc1e9414-0ebb-4bd6-9a5a-19250b19c238,2024-02-03 17:54:40,8867.98,GB06TPKV08733943636146,GB52JWFO34098710563456,Credit,Completed
28c00549-fe15-40cc-ad5f-a7fd5f65305e,2024-04-18 18:26:04,5285.21,GB52JWFO34098710563456,GB31IIUV36760482005849,Credit,Completed
