CustomerID,Name,StreetAddress,City,State,ZipCode,FintAccountNumber,RiskScore
333a5453-9631-4c08-a54d-2d0b1f11250d,Monica Cooper,4319 Romero Cape,Michaelview,Nevada,37181,GB79FBMJ00254947944705,0.01
afb62d71-b43f-4944-baa0-ecbe40d0f97b,Emily Arnold,7277 Gonzalez Pass Suite 109,Hallstad,Virginia,98905,GB21IYAX61680849961577,0.6
a87fc6ad-fc36-4437-a512-f651311472ec,Brian Williams,25263 Erin Lakes,New Dustinborough,Montana,13904,GB07HTJF71312582399091,0.45
7efd0c82-b894-4ac1-9951-17cd2ebc81b8,Maureen James,413 Leslie Glen Apt. 384,New Sheena,Maine,37442,GB14CHHK39342501347249,0.37
2b29bfeb-50d1-4a9a-a954-3ed45e2d84c8,Scott Ferguson,298 Laura Port,Port Angelafort,Kansas,79967,GB79HNOD34429186631535,0.56
44a2c476-bdf3-4c13-9fa1-6e7d2f57c6e5,Shannon Wright,654 Miller Spring Apt. 798,New Kathleentown,Pennsylvania,97729,GB70GTJH86857481796046,0.87
54a44abe-d75a-44d3-83c3-d6a41944667f,Michael Flores,8351 Reynolds Viaduct Apt. 801,West Davidside,Georgia,44028,GB94VEOD42855257109261,0.44
b8a1744e-c510-4371-875d-a73c1390e309,Daniel Smith,199 Michelle Glens Suite 658,North Collin,Utah,35267,GB92SOKL86026704013242,0.25
f78d36ca-83d3-4e3c-baa2-924134c79e8f,William Payne,2421 Stevens Views,Lake Kelsey,New York,55503,GB31YGDT41454145663144,0.11
9a69fcd6-ce59-4082-b80d-281499dd9840,Melody Carey,587 Steele Stream,East Joe,South Carolina,88059,GB11BCQB26573908693491,0.28
33e3acc4-f56c-4dcb-a30d-810023b491c2,Robert Baker,4348 Marc Summit,North Timothy,Nebraska,89877,GB74BJSJ95904550255565,0.22
b0628417-cbb2-4493-ba30-ba137b6ab544,Claire Cooper,70027 John Villages,New Morgan,California,84934,GB50AXZF49637486199711,0.59
eb3d41c3-fea9-4644-be1e-dfb714e93dd0,Gregory Rice,41143 Gordon Trail Apt. 582,Leonfort,Utah,70175,GB34VUHG13939161188851,0.03
78327eba-6dbe-44d0-a046-fdce4ae27f84,Glen Jones,34381 Ryan Park Suite 828,North Anthonyfurt,Ohio,15753,GB47YVZC72593341365571,0.51
b319369f-17e9-46b8-92a3-a17a7a91d763,Cheryl Nelson,11900 Rose Village,East Peterport,Connecticut,96679,GB39FNMF69797961133378,0.41
78c16ed9-be4d-4572-af69-e3c3cf393083,Julie Olsen,93070 Kristi Vista,East Mark,West Virginia,05781,GB96ISXH29206551352729,0.57
242ce5a6-4e7a-41ba-b2bb-e23d9f2d02e7,Donna Smith,65829 Bill Ports,East Davidmouth,New Jersey,42066,GB32RLOT53390359584879,0.97
d87e0e08-6799-45e0-bbb4-39578c68f0e0,Anthony Smith,16117 Joe Tunnel Apt. 354,Port Javier,Virginia,37859,GB34VUHG13939161188851,0.98
c33748dd-b2b1-4a43-bca9-9327ced3547a,Casey Hamilton,82260 Nicole Run Suite 987,Mitchellhaven,Arizona,34302,GB31DEOK66159067025733,0.28
e9e5c591-f025-47d6-b5d3-046d83faeb22,Christina Walker,03246 Elizabeth Viaduct,South Amberberg,Mississippi,15886,GB28LZMK23557661574546,0.44
b53eec2f-ff59-4fdf-928d-c6b6758879d9,Dustin Ibarra,516 Michael Loaf,Erinhaven,North Carolina,25738,GB16VSAL79546926877232,0.93
10ed8fe5-7ef1-4ef3-bf9f-d449f714d61a,Marisa Henderson,05238 Gutierrez Canyon,West Ashley,Pennsylvania,49053,GB98CYUG26763769892799,0.28
8c0f7487-8659-4ee1-a40e-fc93d0f132f4,Madison Lawrence,362 Kaitlin Locks Suite 147,North Deborahchester,Tennessee,45340,GB19FGSZ33024966935421,0.51
219f2858-0f54-49f7-8b98-9ae8870229ac,Barbara Torres,793 Patrick Trafficway Suite 058,West Melissa,Texas,41999,GB39AZXR96802248466181,0.64
eb6089a0-2bd1-4ae5-a927-57ea3dec0440,Melissa Hall,8150 Thomas Track Suite 982,Nathanieltown,South Dakota,01863,GB50AXZF49637486199711,0.69
152967c5-1b10-44ad-a7a6-53f50680fc80,Donna Fisher,63836 Bell Shoal,Port Stevenmouth,Virginia,93879,GB95EVVC35824287789251,0.1
d13ff612-1867-40e0-99d0-f125b8f8a9a3,Ronald Boyd,98373 Whitney Burg,Lake Morganshire,Mississippi,89981,GB42YWYK42594371574998,0.61
268f64e4-11a6-4564-b534-05f707a32c7b,Kenneth Dennis,6521 Sharon Inlet Suite 714,Rodriguezside,North Dakota,55552,GB89FJYQ58383020627149,0.12
686e082e-e40d-49c6-842f-6f913221a1f4,Eric Williams,2725 Victoria Ford,Woodwardberg,Tennessee,33933,GB93CFHN26347862678892,0.73
fd2ec2f9-900c-419e-a702-d8d2209d91ce,Emma Riley,13294 Janice Pike,Lewismouth,Nevada,20768,GB96ISXH29206551352729,0.78
f8f53d76-d0b6-4b51-a26b-fbd1a37801bf,Thomas Davis MD,03855 Richard Extensions,South Seanshire,Oregon,81856,GB96ZRPA24011445277311,0.8
03c09d6b-44e4-49fd-8e48-cfb03558c3f4,Peter Mcclain,7318 Vargas Centers Suite 171,Fowlerton,Hawaii,63438,GB33AIQT23957005848267,0.61
7d50dd5b-535b-483d-9b87-72bc2735d1ae,Kathleen Espinoza,42008 Torres Turnpike Suite 955,Conleyfurt,Ohio,39703,GB97DSWA10387750621613,0.23
91ac92cb-e1ec-47ab-bca4-43d0a0437575,David Mendez,37826 Audrey Landing,Lake Heatherfurt,Delaware,82680,GB35ISQQ28310772527176,0.47
bc31031b-ba60-47c0-a483-386aa017c28c,Thomas Newman,3049 Espinoza Roads Suite 946,Hodgesland,Washington,98258,GB40FPYY69771477899461,0.25
4f209d77-40df-4a47-af77-b73175d3e0f5,Angela Garrett,2300 James Square Suite 544,Weissberg,Vermont,22483,GB12WQTS59361214862604,0.44
349d4eab-6190-4e74-b5e0-1489e111e5a1,George Stanley,123 Schmidt Crossroad Apt. 977,East Parker,Washington,97393,GB89FJYQ58383020627149,0.64
65b93300-565f-482e-b354-d2ad8300868c,Corey Wall,4539 Jennifer Plaza,Denisefurt,Virginia,42731,GB85RJDT74712342663941,0.45
7d5c4494-a1ce-4b87-b0ca-2ecdc4b41962,Samuel Harris,84275 Daniel Alley Apt. 244,North Gregory,Iowa,62361,GB63KUYH31851273570631,0.59
5b3c1293-611f-48ef-a958-2fd07fa1d700,Robert Manning,1703 Reilly Stream,Cookfurt,Alaska,50264,GB88UQYN70024145432758,0.79
c3f133b2-4a88-4e34-8afa-1be13bfbb935,Jonathan Nguyen,09851 Barber Centers Apt. 680,Port Stephanie,Montana,30673,GB31DEOK66159067025733,0.33
56d3c3db-a730-426b-ba4c-5a61733d0655,Scott Wright,2067 Christopher Drives Apt. 956,Herrerashire,Louisiana,38955,GB96FTGW59721306606988,0.11
b5bf9de0-020c-4dfe-95f9-20db4ff4b5be,Brent Jimenez,38595 Carolyn Port Suite 869,North Danielfort,Pennsylvania,98962,GB96ISXH29206551352729,0.98
232376e6-1a55-4abb-975a-5c4797000a1b,Candace Warren,926 Scott Hill Apt. 082,Elizabethmouth,Tennessee,56771,GB91MCJW69453692500160,0.33
2b7c610e-f738-411c-a18c-9641b564e3c5,Ashley Richards,39386 Hernandez Groves Apt. 708,New Robin,Wyoming,23085,GB94VEOD42855257109261,0.98
d32f6736-d889-445b-b73a-78c38a4b3023,Christopher Chan,41184 Aaron Fort,Amymouth,Alaska,53404,GB50AXZF49637486199711,0.33
bda3fdc2-5b09-456f-ba2c-ad084d1611f6,Joshua Romero,99470 Johnson Passage Apt. 796,East Dawn,Georgia,21003,GB63KUYH31851273570631,0.91
d4543711-4ea0-4ab8-a78c-4cf5de3c7928,Sheila Cordova,12632 Timothy Mount,Mathisstad,Utah,31421,GB35ISQQ28310772527176,0.6
aed06c5e-f483-47fd-bc11-907400647ded,Brooke Buchanan,1600 Galvan Ford Apt. 190,New Marvinside,Colorado,98892,GB29OJVG24128916225690,0.6
34680266-206f-4666-a494-3c3294b78f1c,Wanda Marshall,515 Charles Ridge,North Melissa,Texas,02270,GB39JDGD24820841894598,0.82
a1d047e3-6bb5-4839-ae9f-dc9be37ac125,Meghan Odonnell,70595 Ellison Parks,Markfurt,Arizona,52489,GB33AIQT23957005848267,0.87
5783fbf5-c563-46ed-a8a1-5c234c0986d6,Amy Bean,805 Hudson Vista,Torresview,South Dakota,15995,GB90ITBA73673175105221,0.2
685bc8e5-d0b5-49c8-81b0-5397ef0d90ce,Chad Diaz,832 Short Parkway Suite 916,Jameshaven,South Dakota,60795,GB95RNZS27540803049364,0.07
65b71201-af3f-4527-97f7-bbd63ab9f1cc,Claudia Blake,84921 Montgomery Ports Suite 933,Nancyton,Ohio,53488,GB77RBAC92733833279212,0.77
1b186019-da94-4a16-ab3a-5388e8e5ae06,Kelly Olson,3698 Barron Trace Suite 737,Port Robinview,California,59306,GB77RBAC92733833279212,0.36
cce2bfe5-bcec-4774-befa-5985397cf394,Patricia Wright,9664 Cole Junction Apt. 453,South Christopherville,Utah,63028,GB75NWCA68591472891724,0.02
28ed4865-11b2-45d5-b1b0-455873094dce,Rachel Moore,8697 Carrie Lodge,Torresburgh,California,05586,GB09UZOP28431302992738,0.05
59f3ab4c-db92-4cc9-8962-4adf321e3e7e,Karla Parker MD,200 Cook Station,Port Suzanne,Arizona,47533,GB37TKYK55200779457583,0.6
b061b797-0c87-45fd-bd87-eb6f7064777a,Johnny Smith,18977 Brett Overpass,Port Allenfort,Delaware,97653,GB39JDGD24820841894598,0.17
9f47d73b-c52c-4eaa-9386-00e277bec893,Evelyn Brown,47090 Arnold Mount Suite 235,Port Tashaview,Alabama,15163,GB04OHAS69818653566984,0.31
645f17a4-bfb1-4838-a0ac-0723e5987e86,Holly Hernandez,931 Wright Haven,Deniseton,Colorado,62568,GB10GAYH12150337504369,0.45
bdf7fdff-7a25-41b5-828f-be1c508f8e84,Jillian Perry,145 Walker Expressway Apt. 708,North David,Delaware,63172,GB89FJYQ58383020627149,0.6
e5462a5c-31f6-40a5-80e7-aeb557df5359,Wendy Haley,6688 Frank Manor Apt. 383,Nelsonfurt,Ohio,15002,GB96FTGW59721306606988,0.18
eb77ed45-452f-4100-9f2a-5d0b7d59588f,Mrs. Tracy Walter,52595 Stephanie Land,Washingtonfort,Wyoming,82341,GB94EVPF72574578571771,0.18
83c87637-e628-4e86-b436-fc4a85e13478,Isaac Bennett,3179 Judy Corner,North Coreyport,New Mexico,30485,GB94QOPE64938978670918,0.37
54b7da74-145c-403d-ba1d-0374d4bd6e01,Linda Gray,4113 Leah Drives Apt. 959,Port Anthony,Nebraska,52699,GB25FJPF27581999269094,0.6
552cd774-43e5-4127-b331-48d57d06de57,Tracy Rosales,042 Morris Plains Apt. 731,West Adam,New York,59249,GB67UQSF70686869807812,0.03
97b39c8d-f9e3-4363-98b4-c70c2b2d5fa4,John Thompson,407 Melissa Plains Suite 877,North Nathanview,Arizona,74709,GB79FBMJ00254947944705,0.86
1e1f2834-9570-46f3-8fb7-65e83b41fe5a,Christopher Holland,9063 Cindy Ports,Port Debra,Missouri,82817,GB53HUXJ90963049866611,0.65
c5a6bc4d-486a-48d0-b5d1-8cdcbc9e53b6,Kathleen Fleming,57768 Larsen Light,East Adam,Alabama,27871,GB92SOKL86026704013242,0.44
08851001-6730-4d90-b54f-22c3cf0a9fc7,Bethany Harris,11702 Powers Extension,Atkinsonstad,Iowa,84729,GB06CLGM64466797222179,0.41
66b890b3-636b-462d-aa64-f98d3fa50394,Sharon Jones,51219 Fernandez Rapid,Austinstad,Montana,17814,GB73PDAS14672978920081,0.45
ade1763b-c214-41a3-9a1b-feaf2c5e5452,Daniel Case,0815 Fernandez Ridge,East Johnfurt,Connecticut,42484,GB24ETGJ38825022876419,0.46
659600b3-6e9a-4a7f-945b-fe54a8074e38,Anthony Hill,106 Burgess Throughway,Riverafort,Maryland,51956,GB10GAYH12150337504369,0.17
b57e43c8-013c-498f-a11e-6d7e815028ae,Kristin Herring,5940 Amanda Mills,East Kevinside,Vermont,69363,GB53HUXJ90963049866611,0.59
e3206850-12b6-4a1c-9c12-de508f2f5ce6,Mark Roberson,17771 Brenda Gateway,Lucasville,Arizona,23240,GB84VRIM28797817720702,0.39
0fef59d6-1e49-4a23-9be8-e6d1535c016f,Anthony Carpenter,8138 Miller Lock Apt. 283,Kathleenhaven,Oregon,87980,GB12WQTS59361214862604,0.36
2595fbb4-70aa-41a7-a95c-af4a17b1e099,Anna Thomas,91535 Katrina Locks Apt. 243,Jamesberg,Nebraska,28453,GB96ZRPA24011445277311,0.49
68cd4ce3-e8ff-4dab-87d1-4c8d69d96acd,James Newman,736 Jay Glens Suite 718,Danielburgh,Rhode Island,86007,GB39AZXR96802248466181,0.64
1de3d2d2-d246-4166-8bc7-0abdb023c299,George Lee,162 White Crossing Apt. 864,Cooperfort,Texas,83608,GB96ZRPA24011445277311,0.73
14cc889f-d142-4631-8e0a-4bcdebf0d14d,Olivia Johnson,38247 Welch Rue Suite 405,New Chrisstad,Maine,67213,GB28LZMK23557661574546,0.62
b57cfce4-ae6f-4162-b53e-ba4f3ca7515d,Stanley Johnson,0417 Graham Passage Suite 621,Port Shanemouth,New Mexico,40477,GB24WARF85498764510622,0.62
6a61dd09-d9ed-4fd1-8e97-d1db442800fd,Christina George,085 Susan Pike,West Annaville,New Mexico,73184,GB25FJPF27581999269094,0.61
8d2e22c5-4881-4dd8-8d31-59155b467b1e,David Dudley,11847 Sara Greens,South Matthewfurt,Montana,55233,GB96FTGW59721306606988,0.47
76fc197d-9278-439f-8cae-67c04b8a74c0,Glenn Dunn,195 Avery Manor,Lake Krystalview,Connecticut,19399,GB53HUXJ90963049866611,0.9
78758ac3-d13a-4ab2-a075-1e4bd68112cf,Katherine Moore DDS,083 Anderson Stream,Lake Deniseton,Tennessee,20471,GB36HUNP48089745833974,0.17
94aa8c46-080e-4db3-baae-0a9ae3cb8693,James Henson,91530 Woods Fork,North Tylerburgh,Indiana,46947,GB51VHDW26014015903620,0.5
1bbaf91b-f6b8-43c7-9272-edd48daf75f8,Joshua Lopez,3272 Johnson Cliff,South John,Maryland,53774,GB62QTFE52414259907960,0.57
08c8b659-c13a-42c8-a238-4fdbf795866a,Kaitlyn Bryant,24790 Berger Camp Apt. 636,Nelsonburgh,Alabama,83776,GB68KTKF63614369747839,0.06
88db8eae-d8e9-41d7-8c98-d9fcba301197,Kimberly Anderson,7611 Ryan Bridge Apt. 870,East Patrick,Utah,65855,GB51VHDW26014015903620,0.2
e46a06ae-e555-45d3-9f9f-009879ac8a75,Chad Schneider,399 Victoria Pike Apt. 886,Leachstad,Vermont,29329,GB47RTNP89213927462570,0.84
dcabfaff-5bc4-41d2-b2d1-477d45f2e071,Megan West,7085 Lozano Forest Apt. 346,Lawsonmouth,Kansas,49007,GB10GAYH12150337504369,0.11
c2134abe-c791-4fab-b6b2-4c1a6e83fcac,Robert Kent,802 Acosta Field,South Kathy,Illinois,15820,GB77YROO89635511860152,0.47
e14b79d8-bbfe-4968-9483-c62c4bdfa6f7,April Watson,41655 Perry Landing,East Michael,Minnesota,82023,GB39JDGD24820841894598,0.18
3fac087d-6dfd-4e1c-8805-18817adf375f,Robert Green,90263 Abigail Square,New Nancyburgh,Texas,80374,GB79HNOD34429186631535,0.93
9c44b755-6ae0-44ec-b6af-e455cd4c9f08,Elizabeth Hogan,113 Ho Trace,Lake Cynthiachester,North Carolina,47783,GB91MCJW69453692500160,0.4
c8718d4d-e063-4ec9-a398-acc472a3cfaf,Christopher Elliott,643 Taylor Islands,Port Heather,Connecticut,42100,GB06CLGM64466797222179,0.45
