CustomerID,Name,StreetAddress,City,State,ZipCode,RiskScore
31de3489-8f8b-4243-b292-1efd9a2c2390,James Lutz,091 Clarke Via,East Randy,Washington,52266,0.42
63002541-f41f-4393-a3d8-b80231e4154a,Michael Carter,1848 Kelly Flats,Sarahhaven,Ohio,01406,0.1
05deb451-0bb0-4749-a1c4-be8c70bd8574,Jason Griffith,6887 Perez Extensions,Bishopstad,New Jersey,30262,0.52
edfa8e84-5e53-40f1-823d-0903058f010c,Christopher Perez,12281 Jeanette Islands,Andersonbury,Arkansas,34124,0.58
5d6aac44-3caa-483a-be26-08996acda0dc,Natalie Gonzalez,236 Marquez Inlet Suite 249,Kelseymouth,Maine,64815,0.15
a7b8103f-3709-46bf-a5c4-1ac459fbc046,Autumn Ford,386 Brown Unions,Lake Emilyfurt,South Dakota,15785,0.8
ba5e8956-249f-4d27-87bb-820918a7cfae,Adam Meyer,3725 Hughes Port,Nathanieltown,Oklahoma,80602,0.41
4549c903-afcb-43ce-b2cd-04f05c01de28,Debra Velez,701 Brendan Springs Apt. 867,South Stacy,West Virginia,12612,0.6
78680711-e909-4904-a68d-943de5179621,Maria Manning,501 Ray Village Apt. 134,Hansenstad,Massachusetts,57540,0.13
4f1c57e1-7cf0-4df7-88f1-b86831d90906,Kimberly Rodriguez,20839 James Field,Lake Yvonneland,Ohio,89218,0.93
e22db2c4-b464-4273-a56c-637618dd9f3f,Angel Robbins,2061 Jensen Street,Lambfort,Massachusetts,92815,0.44
9f22a7bd-d141-46cc-a84d-d3e2aba2b01c,Ricky Scott,589 Kevin Shoals Apt. 316,New Michele,Ohio,83540,0.56
5636693f-de5e-401f-9c86-a9f5cb4240c8,Timothy Wells,6267 Michelle Garden Suite 261,Robertburgh,Missouri,53411,0.3
086295a8-5e74-41d8-b06b-97ccfc977ce3,Benjamin Peters,483 Arnold Station Suite 724,Randallberg,Massachusetts,90709,0.58
4d6e1fff-0d2e-409e-9b43-f58cb7d973dc,Drew Jones,54396 Donna Lights Suite 720,Lawrencestad,Ohio,93242,0.75
056bba84-4ba4-49da-945b-a022906717d2,Megan Skinner,5069 Steven Turnpike,Greerport,Maine,44596,0.27
0c2476bd-f501-4d65-a1a7-3f7bd5589c0e,Michael Perez,975 Kimberly Terrace,Sandrastad,New Mexico,77920,0.87
b19cfb17-ebee-4820-9cfc-92990fad0464,Matthew Jensen,3577 Griffith Mill,Blackwellside,Arizona,64079,0.53
e30c3eb2-8b94-4268-9b57-e623542b8301,Monica Wilson,845 Williams Grove Suite 972,Michaelshire,Tennessee,33394,0.79
327aca0e-2023-467d-b06d-e9b564954992,Joshua Owen,67400 Madison Mount Suite 789,Josephborough,North Dakota,20045,0.6
16cf849a-f9f0-4295-98a4-7aaef1edb48f,Linda Hunt,541 Ross Manors Suite 655,Catherinefurt,Iowa,67987,0.55
5e7d3dc2-ebb9-4233-ab68-5861fff4bf2a,Scott Tate,1195 Jones Branch,Staceyside,Illinois,34681,0.96
22968fb3-da41-41b0-82ba-8c66bd5ba94b,Carlos Cannon,591 Alan Extension Apt. 671,Phillipstad,Utah,09224,0.4
ba044459-16d2-4a7d-b86b-5e8b5bf34c2a,Lori Beck,12122 Jacob Field Suite 594,Gomezchester,Kentucky,78512,0.15
b1c94d60-98ac-4d5d-bb7a-ed0251149e42,Patrick Cantrell,570 Lawson Ports,West Oscarland,Oklahoma,30513,0.41
a9bd042f-03ed-4680-bcef-2a3ac116031e,Corey Sanchez,51773 Dylan Camp,Lake Casey,Wyoming,25850,0.48
d75f5bbd-2112-4d3d-bdb2-b9ca8a3b60b2,Michael Campbell,2528 Brianna Freeway Suite 275,East James,Maryland,60421,0.23
203ed2dc-7c03-490f-b191-4b1c31c568f7,Miss Laura Navarro,8751 Jeffrey Meadow,East Davidville,Missouri,66649,0.82
aeb40d40-84ea-4323-af11-4e926bbc6253,Jennifer Welch,90582 Jessica Ranch Suite 805,Lake Jamesside,Florida,13174,0.38
00612d0f-84bc-4432-bc9e-26c947502583,Randall Smith,145 Meadows Inlet Suite 827,West Josephchester,Utah,71348,0.62
d5843d8f-244f-4f5d-b838-14664b4c5d3d,Karen Bradley,019 Mary Wells Apt. 314,Lake Michael,Arkansas,20517,0.71
d55df735-bb22-4276-ac90-0724bdccf2d1,Travis White,90457 Deborah Mountains Apt. 209,Whitemouth,Wisconsin,26101,0.35
fc9feeb4-1b90-4c1f-b03f-4aee62c41f45,Craig Hancock,626 Herring Rapid,South Samuelport,Minnesota,84036,0.65
d0141e45-71cb-47cc-96b1-7808d294e197,Mr. Ryan Robinson,70575 Tonya Ridge Suite 158,East Danielstad,New York,54410,0.73
2bfa62dd-9697-4c79-83d5-20818759ea28,Jessica Jensen,8462 Christina Lakes Apt. 830,Port Danielleborough,Hawaii,43606,0.83
d6026a09-3545-41a9-854d-9bd4720bfe90,Madison Dougherty,71261 David Lodge Suite 005,New Daniel,Connecticut,20403,0.48
661e1371-d6cd-4df0-86e8-83520f4b0c4a,Samantha James,4995 Clark Circles Suite 435,Michaelburgh,Alaska,03043,0.42
7327106d-3b33-4bf6-a2a5-e9ce094069cb,Elizabeth Roberts,6479 Amanda Rapid Suite 863,Sabrinaborough,Mississippi,05283,0.23
e7549b3c-11b5-4cac-b69c-e42f6a771654,Ryan Lopez,92154 Wilson Meadows,West Jennifer,Alabama,35178,0.64
e51670c6-34bf-48e1-918a-294379c4c95b,Gloria Wright,11326 Chang Manors,Jamieberg,Vermont,17862,0.27
1a57b846-0b41-420f-8513-f4edea6f9b9e,Scott Gardner,01606 Bailey Point,Port Sarah,Ohio,15026,0.91
