CustomerID,Name,StreetAddress,City,State,ZipCode,AccountNumber,RiskScore
f14b2773-672b-45f2-8dd5-e2dd435248c8,Michael Hernandez,430 Crosby Wall,Port Jeffrey,Oklahoma,93865,GB17ZMDG15709695446870,0.57
46cff465-2172-4c4a-94a4-4bb9838c2d7c,Jay Mason,9660 Lindsey Lock,Jonesland,Georgia,81077,GB63SLVL62173365973087,0.35
48ee4dee-8a4b-4d99-b206-e5ee792756ac,John Brown,55837 Mary Terrace Apt. 050,Claystad,Illinois,35610,GB69WPHV87400372519640,0.46
1d45d2a1-4e8c-4ce2-98db-debc23ce6b53,Robert Patton,71902 Gerald View,Ashleystad,Kansas,37470,GB63MBFX37628871098139,0.04
d966f5b4-cd36-4e49-85a7-8725ec00cc3c,Christine Saunders,3332 Greene Extension,Lake Carrie,South Dakota,65390,GB73LWTP28997390310592,0.98
2e851a0f-4f76-41f2-b809-e2dfd693a5ba,Thomas Ortega,02091 Adams Avenue Suite 979,Mossside,Michigan,99690,GB96BKTI35669482695667,0.04
5ff0ee7a-c3ac-412f-b08d-fac700b61466,Elizabeth Jones,19381 Jennifer Island Apt. 771,Toniton,Mississippi,38266,GB95RZSV01461695448420,0.27
b3285871-f0c9-4820-929d-e44bbeafbbbf,Austin Sullivan,595 Bonnie Mall Suite 712,South Kristiehaven,Vermont,03643,GB84HABL72074440920409,0.61
892649f0-7551-469c-97e2-888b033675f1,Candice Wu,263 Beth Keys,Robinchester,Missouri,06176,GB47VCTI29823781458237,0.11
595ca622-39fe-4db6-9e4e-080d9c10d758,Christopher Johns,8879 Washington Prairie,Angelahaven,Wisconsin,46212,GB37REZX70372836362851,0.39
a059123b-c61d-4588-9e6d-08b85002902d,Brian Ramirez,257 Harvey Lights,Lake Stephanie,Georgia,23417,GB44KIAY33124239525705,0.44
5a95f739-b8c6-4af1-9ae6-75cadc732a0b,Mercedes Tran,44351 Cynthia Loaf,Christinamouth,Wisconsin,29667,GB59SPWR82650204162600,0.47
3b3cb5d6-165e-41f1-a105-bb05d74bec46,Cindy Williams,0600 Derrick Ports Suite 385,Parkerside,Oregon,72815,GB04AAKY58068226023464,0.91
05018fc4-748d-4067-b64f-e9e677717b72,Shane Morris,8289 Madden Inlet Apt. 692,South Nancyside,Wisconsin,98614,GB33AFJL05223536434887,0.19
711d4565-a584-4aa4-b2bb-fd86fa2e6a9d,Richard Hayes,3145 Morris Circle Suite 556,Ramirezbury,Colorado,50857,GB07MTPS16176914363095,0.64
bf7c69fb-b760-4133-bd96-f931b2c69572,Ray Smith,948 Michael Plain Apt. 583,Huertaton,North Dakota,28121,GB07MYKM36697605773208,0.69
c545657c-2953-4b33-82c6-d7bfc8e78ed8,Charles Nelson,897 Brett Track,West Penny,Vermont,44958,GB52PPZP37714606817505,0.25
55ff8851-1364-417d-8db9-28c828f41ef9,Taylor Richards,248 Anthony Estates,Sherrichester,Virginia,10026,GB55DWRV60314768485973,0.61
3c1b00ee-517c-4204-a81a-e90a6610c57e,Corey Reyes,6157 Taylor Alley,South Margaret,Alaska,87893,GB62WRUG93586328288907,0.62
fbf5be93-427a-4c41-9189-a07cdc9a7e9e,Derek Sanchez,2303 Mckee Grove Suite 748,East Kyle,Arizona,56370,GB58ALYB51661488656712,0.74
64b382e1-0a89-4bb5-9637-11560b82a383,Stephanie Humphrey,5110 Pearson Well Suite 391,Butlerhaven,Arizona,79288,GB18EFRH78828596384588,0.17
aaeffc9d-af4f-466d-8ad4-6483a53e017f,Deborah Monroe,78717 Jason Lodge Suite 080,Amyville,Alaska,90950,GB07TNAO41948447010550,0.52
e497eb8c-9a5c-47f9-8200-fc157d2e9eb7,Vincent Arnold,1658 Chad Shoal Apt. 474,East Tammystad,Illinois,28504,GB19WNYL00323183421685,0.67
542f13b1-483c-4fca-9b30-a55204cb8291,Jon Garza,206 Annette Rue Apt. 950,Ianbury,Kansas,55545,GB77RQZJ07040548494890,0.9
4b8444d0-3c45-4d3e-8415-621c0e0f5d7f,Nathan Robles,645 Reese Road Apt. 230,New Rebecca,Minnesota,45827,GB37UBVB04201831814427,0.36
69e0c721-7f43-47c2-bfb2-e2accb155202,Leonard Fox,5670 Jacobs Well Suite 262,Ryanhaven,Nevada,76934,GB35HDCQ49104106061113,0.12
719a84fa-dff1-4215-8b59-12770cabd20d,James Fleming,264 Vanessa Burg Apt. 206,West Scott,South Dakota,59648,GB47SHLE93066662909136,0.31
499599b8-0f7b-4a9a-ac94-95da3703c6d5,Marissa Ford,8769 Buchanan Lake,Cunninghammouth,Iowa,21166,GB60MOWP99968894277647,0.2
9c1aed52-f27b-4f72-ae06-92d6ff5997b8,Gregory Hampton,45484 Henderson Loaf Suite 107,Curtisview,Montana,28520,GB09BJQN93552850014332,0.44
dd1418c3-10c1-4d86-9cd1-9e7c37dfedbc,Angela Livingston,10982 Scott Port,Wattsview,New York,25279,GB55OUNB04644051278666,0.78
7fc388d6-4286-42ea-8322-fdfd3c2207c8,Kimberly Miller,49612 Calvin Spur Apt. 813,Vaughanmouth,Rhode Island,72208,GB59DXRK28801695296577,0.11
014e8e98-2555-42b5-84bf-0fc9f2f55a71,Justin Carroll,64415 Lauren Circle Suite 619,East Robert,West Virginia,92822,GB85HRGU53864095736887,0.54
97f2941f-8000-4e50-93ac-10a52c8f4897,Adam Wallace,254 Valerie Camp,Robertoville,Alabama,59215,GB05VOIN36867168459370,0.0
04de07ee-dd7f-42ff-ae5c-53187b08b33c,Andrew Keller,52167 Jones Motorway,Gillborough,Florida,87203,GB02AWDR19102496066582,0.05
f242561c-28e8-4283-95b6-24dae47d215b,Shannon Jackson,291 Jack Summit,West Stevenshire,New Jersey,31009,GB97ZZOL01047546888336,0.46
02a887ce-4caa-4061-822f-e237fd1de720,Billy Herman,41937 Heather Mall,Kochchester,South Dakota,62420,GB62TWDZ47962833990072,0.7
bf2f655c-e715-41aa-92f9-578546864ec4,Tammy Castillo,156 Cassandra Coves Suite 639,Bruceburgh,South Carolina,83395,GB92SRZU33739407931232,0.62
397c64e2-a352-48ae-bf5f-b978ab237f8f,David Cook,24953 Owens Mountains Suite 859,New Jonathanberg,Washington,47361,GB51PNGZ89270145455292,0.27
00e67391-3154-460f-8156-8e76a2e533d2,Linda Cummings,38583 Jeremy Mountain Suite 693,West Nicolefort,Wisconsin,84478,GB78TOME03047578256701,0.67
640eb786-10f7-4877-9ff5-24a736716578,Brittany Alvarado,8980 Hill Park Apt. 905,South Douglastown,Florida,00534,GB29XHKE50319273583408,0.9
83e58717-4060-453d-80a5-8da3dd996239,Austin Reyes,324 Soto Square,West Matthew,Tennessee,28638,GB45YYBJ80726125872252,0.19
64d50fe1-2228-4245-82ec-bd45b902b629,Charles Elliott,0451 Diane Rest,Port Andrea,Washington,01844,GB22FDEL75350835473443,0.76
14f22dcd-ece4-4feb-994e-78dd6486a395,Aaron Torres,3419 Tracy Highway Suite 364,Hopkinsburgh,Iowa,39382,GB51USVG99314380063553,0.65
ca820510-b2eb-429d-bc25-cd5c6ab8471d,Melissa James,4745 Kemp Roads Apt. 920,Lake Thomaston,Hawaii,07126,GB60RMMQ90288143039507,0.51
35e09c86-3dea-4427-b75c-abf1753efe9d,Shannon Barker,1557 Walker Green Apt. 425,Petersonbury,Georgia,12726,GB10UDGM59552039615560,0.59
d4120be6-4e1f-4c85-be34-165356346c29,Nathaniel Wright,71758 Edward Cove,Jonesville,Tennessee,20388,GB41JVDR07002868128914,0.57
4e2919c5-0695-4923-a562-3d122f00a98c,Sandra Francis,31784 Ortiz Ridges Apt. 627,East Lance,New Mexico,38804,GB09LNHM68560405137915,0.97
f042c9f5-1ac0-4170-be34-8f6eab9723b7,Richard Greer,05698 Parker Skyway Suite 784,West Stevenbury,Montana,41923,GB27KFDF53952526621148,0.93
54231982-b236-46f0-8774-a88701143fd4,Carrie Powers,732 Scott Plain,East Kaylafurt,Connecticut,35676,GB55FCPR82700356169981,0.74
c144d5b9-10fb-4d3c-99ad-57ef5b16dda4,Amber Johnson,482 Davis Track,Willischester,Michigan,09130,GB21NWKX72639562512590,0.21
e1d40b80-8ffc-4a90-973c-cd09d8d5b3a1,Jason Peterson,536 Brianna Stravenue Suite 570,North Mark,Tennessee,90905,GB43CTCI05303258605922,0.77
82d66107-2b02-4afb-821a-421df32a7cef,Kevin Foster,2448 Willie Trail,Maxwellstad,Tennessee,42251,GB81VGNH23405506130625,0.19
6fa4f40d-914e-4538-9692-902cc301c6ab,Kevin Chambers,876 Griffin Gardens Suite 372,Lake Eric,Utah,28046,GB33FALN97950931390874,0.15
a1896aaa-bb68-47a2-a88e-8ebf92a01690,Elizabeth Lowe,550 Todd Crescent Suite 968,Port Raymond,Georgia,90320,GB79MHSB16927000113630,0.04
6b3fc076-cfa8-4273-91a5-42fbd483e616,Jody Moore,594 Wong Forest,West Nicholasfort,Iowa,19115,GB96QOAJ90140029934365,0.31
ef1a630e-166b-42bf-93cf-5cb858c0fffb,John Davidson,35812 Nicolas Fields,Ericville,South Dakota,47719,GB13PRHO41230891437916,0.65
f00b64bf-e80c-46d0-9d0b-0ef624d7bea4,Christina Huang,885 Weeks Views,Lake Rachael,Vermont,50231,GB10SOII64255108237613,0.85
e70b8450-3de6-46ee-88c0-9c1adf3cf506,Melissa Griffin,88399 Obrien Plain,South Edward,Pennsylvania,44217,GB51VKZX07572482202393,0.37
730119a6-ff13-489c-817b-a6238a58d436,Dennis Santiago,76618 Walter Wall Apt. 673,Port David,Washington,72757,GB77MHSR52176158293597,0.82
a662a132-5112-40be-8506-e4dcf5dae121,Nicholas Moreno,3500 Ashley Row Suite 541,East Ryanland,Minnesota,80928,GB97VGNZ79958106434607,0.54
9ac42599-9025-46dd-ac3f-df4e4e6240c7,James Hayes,1048 Crystal Ranch,New Carrieshire,Hawaii,66866,GB05SQIM46739105730603,0.84
590f947a-e014-45ba-9b78-9c252ab5d7f1,Andrea Brown,6023 James Motorway Suite 097,Fieldshaven,Montana,47481,GB90WVOP33031322840273,0.44
8927b6bc-1cad-4811-a7fd-fd2bdc3bc3e7,Kristine Moss,51658 Roger Stream,Allenville,Nevada,31206,GB32CCFD07919931546187,0.95
00b3fe9f-3d51-4af9-97ae-9dbc1c6630b3,Mrs. Renee Welch,468 Wong Cliff Suite 140,Johnville,Maryland,26999,GB69FKWR63026636386067,0.14
a0eba9be-ef20-49a5-95dd-8f8f11798953,Tiffany Ward,820 Escobar Field Apt. 658,Jackieport,Iowa,98374,GB88PUHJ04804585442874,0.19
a27607e9-be12-4fdb-a5d6-40b47905fdd3,Bradley Crawford,4316 Bautista Overpass,Waltonfurt,Arkansas,62383,GB72HBNR23550439137333,0.42
efa1098e-b7a8-4a6c-99a3-1137c6ffbb1e,Laura Benson,671 Tucker Centers Suite 913,West Staceyfurt,Utah,20086,GB18HWEM12836990962734,0.11
fe8aa4ac-bf73-40d6-afe1-00d6ba813e69,William Jenkins,28607 Wilson Club Suite 403,Suzanneton,Montana,66307,GB65ABSH16994570136882,0.41
8b8f5759-7eb6-4ab3-9b19-a5c6d5df19de,Cheryl Davis,39220 Sue Hills,Braunmouth,Indiana,49568,GB84KLES77925527741330,0.79
a569cbd5-9518-4403-a593-0a0af3bac1db,Mikayla Welch,9714 Barnes Row Suite 668,Sarahshire,California,34661,GB21BLMW12572222435615,0.34
cee9ee40-45c2-4e87-847d-a0328088de43,Melissa Bell,7788 Herman Street Apt. 136,Brianstad,Oklahoma,94913,GB93HCGL35789757889710,0.11
cabdccc5-40c2-413d-88b3-b00f9c2be05a,Thomas Holt,0379 Tara Course,Elizabethville,Iowa,85243,GB43NHQK69072962048047,0.5
9089a326-1e71-451a-8ff1-0cb1eaed1c44,Jennifer Rowe,4878 Samantha Parkways,West Miguelville,Delaware,23053,GB71TJJV38467559100487,0.24
0a7d34a2-a8eb-448c-8674-4abb4989e45d,Jennifer Flores,251 Mark Shoals Apt. 904,Matthewsland,Louisiana,87217,GB58DMTB68500396540632,0.33
37a208a0-f699-426f-b305-4282d025a093,Timothy Stone,3558 Devon Pass Apt. 131,Davenportbury,Wisconsin,21260,GB36AFNZ41034317445740,0.05
04f796fb-3184-454d-ba7d-1e4f8b0897c2,Brian Hernandez,323 Moore Port Apt. 519,Anthonyshire,Nevada,23646,GB77RPYA85142623218502,0.36
53dfc224-4de1-4e00-b30c-47aa06f6b031,Donna Campbell,9968 Wade Inlet,South Staceyland,Tennessee,84164,GB37VIOH22586726225348,0.22
ed33dd59-2a16-45aa-af52-d7697fd5e627,Tyler Brandt,299 Clark Viaduct Suite 017,Snowhaven,Virginia,29461,GB57JKFH12809638768812,0.03
daa7fa84-085d-4d97-bd8a-8b1f89316196,Kendra Nichols,0539 Stephen Field,Kellyland,Massachusetts,13549,GB13FFHH45335496355897,0.35
add5e327-d630-4066-9694-ed6ca865be47,Rebecca Reese,3156 Amanda Row Suite 580,East Gabrielle,Louisiana,29526,GB14DQUD05625621178996,0.03
3574e6e5-5ba1-48e4-9a3a-398cd525776b,Eric White,4848 Ruth Brook,Harperton,Florida,12722,GB36YESI51662535232242,0.4
cd9e2095-41cd-4986-9606-80e341e54ff6,Sherry Burch,711 Tonya Street Apt. 615,Fergusonfurt,West Virginia,93848,GB11GTRZ46073327301083,0.43
bdb2c5fe-b3ce-49f7-bd10-30813acc4194,Andrea Miranda,077 Wilson Burgs Suite 996,Jacobside,Wisconsin,51175,GB39TUBF06713157129283,0.52
ee133836-6506-49f9-a690-3400ed480926,Mitchell Crawford,6100 Amber Groves,New Jonathanfurt,Louisiana,79303,GB89YLON66991117494711,0.71
890c47c0-4e74-4908-9ed4-36ca8aef5e7d,Jessica Preston,0727 Page Gateway,Port Katherine,New Jersey,93308,GB36OQEW31196832996679,0.55
8b239ece-7ecf-498d-b1a0-e52a2fe79fdf,Leslie Jimenez,20229 Stokes Garden Suite 056,South Johnside,New Jersey,21677,GB79MUBY51113866233386,0.47
7e250f3b-ce3d-4b7d-9b9e-b17fb92ffeaf,Steven Gross,0433 Shannon Road Apt. 535,Port Sierra,Georgia,98266,GB98TFON39595308022142,0.4
c3342611-c7f8-4719-87ca-606b071f9a05,David Daniels,883 Whitney Mountains,New Monica,Tennessee,57932,GB13CHFE98420824889196,0.06
1e94fc3f-905d-4b8a-80e1-00549a04ad91,Ryan Mills,79077 Shaun Ville,New Matthewstad,New Mexico,01144,GB72QCEN94895063190526,0.21
5dafda61-11f8-4069-a283-920da5d08e2c,Michelle Pena,099 Clark Forks Apt. 467,East Saraberg,Nevada,50747,GB64TICS80607976510170,0.8
5d415b1c-5078-4bc4-ba7c-54e7b44db8fa,Collin Mcdonald,4824 Kent Burgs Suite 049,Elizabethmouth,Missouri,73052,GB58NNAG20640338963337,0.51
20cc7f88-f03f-430d-ac91-cad44601ecb2,Denise Schwartz,630 Brenda Plaza Suite 586,Gwendolynborough,Montana,16849,GB52USVC10085070636574,0.59
7ba654db-8237-4be4-a748-055bd4c50aff,Kevin Hall,7942 Wright Bypass,Walterborough,Indiana,84489,GB85YCAV54962285594637,0.38
91839a81-67b6-4d38-ac91-96c95cab8c2f,Shannon Norman,497 Santana Shores Apt. 963,New Maria,Maryland,23910,GB27ZHDS50804905175210,0.85
79b386c2-31ca-49e1-be7d-0a0332162692,Chelsea Murphy,8997 Nicholas Tunnel Suite 956,Lake Adamview,Utah,57645,GB98HJWY00878178846868,0.25
ccc3374f-7f52-4177-a710-d638342f783b,David Hanson,398 Perez Plains Suite 421,Haleland,Rhode Island,22179,GB75RJOJ37431223256054,0.58
ad943e39-eedc-4c96-b892-797fadaa63eb,Timothy Williams,49221 Gardner Plain Apt. 514,Port Lisachester,Montana,74477,GB24GFST46054232861760,0.37
cef44623-d098-49df-9b8e-3fea3f691d45,Rachel Benson,2312 Lindsey Plaza,New Laura,Michigan,45306,GB39PDHL60000230415846,0.94
3e74133b-cce5-406b-8538-df9c178ab9c6,Vincent Castro,752 Jennifer Cape Apt. 848,Charlesborough,Tennessee,91070,GB40MLMI08873588151941,0.89
94210020-4e66-47a6-9f37-8d1dce0ed9a8,Russell Olson,850 Lee Rapids,Johnmouth,Connecticut,13480,GB39QYQV22855499981432,0.71
ef49f3e1-12ed-40a3-ad6a-d8ff7c2e759a,Elaine Pacheco,90527 Stephen Fords Suite 071,Walkerchester,Massachusetts,27030,GB07QOJS26022166933110,0.52
93874463-766c-4154-864c-338d27b2ffbe,Troy Mccarty,604 Hannah Estate,Bobbyborough,Arizona,09944,GB31TTAD92736030324165,0.49
97cb341f-ba9b-40fc-936e-5494600d3f65,Dawn Abbott,2871 Colton Lodge,Port Andrewfurt,Arizona,87984,GB18AUDE80567920808973,0.55
4656e3b3-eec3-4d71-8c51-473eddb93607,Natasha French,93492 Andrews Groves Suite 323,East Joshua,New York,14701,GB39XBYZ83210264435476,0.79
8f165efe-6964-482b-8a36-aaf4e8e97237,Leslie Willis,4603 Kristen Neck,Lisaland,Montana,04200,GB25ZHGT04529401503390,0.4
754a0953-e2cd-46dc-b25a-8b7ad1dd81a4,Henry Clark,8921 Heather Loop,Benjaminside,Iowa,62039,GB11URUS08392935248775,0.03
35244443-ac2f-4f0c-a258-3b968738c121,Kathy Thomas,2990 Madison Viaduct,West Ashleystad,North Carolina,40142,GB76CMVX19879614886422,0.65
7f1a7d3b-3d65-4df0-a38b-d30a977253a0,Chelsea Waters,387 Knox Prairie Apt. 054,Stevenmouth,Connecticut,81547,GB05ZQON93642327470384,0.34
21cc16e3-b81e-466d-b397-f485d30c7487,Lori Sanders,2917 Stacy Manors Apt. 706,East Steve,South Dakota,55455,GB11EGOO92278207415271,0.6
b583f8e0-f0b2-49ac-b7bc-38ef195ef12c,Jeanette Zuniga,66083 Rachel Ports Apt. 139,Gibbsfort,Maine,77530,GB48YUFR41435397220177,0.14
d1c9f635-92e7-4112-b838-449221efb578,Anthony Miller,8074 Bryan Dam Apt. 553,Garciaville,Nevada,93696,GB15DXZK88329021577409,0.6
3efbf220-13a3-48e6-a5f7-076c7cb1d180,Teresa Jones,053 Gregory Wells Suite 938,Petersonfurt,Tennessee,40704,GB53AYFC84510467199683,0.32
78a6248a-fda9-4138-9d8b-17ea52ee704e,Roger Brown,4454 Hannah Burg,Port Vincentborough,Indiana,50155,GB17SRHE92431152546694,0.61
cebc42ce-4836-47cd-929e-cd29793806cc,Stacy Schultz,6098 Deborah Valley,Robertfort,New Mexico,47190,GB66RLEY56931904683283,0.42
6eec87b9-6483-4e33-b7b5-3b4dd8700590,Michael Austin,29629 Danny Ways,West Kathleen,Minnesota,50049,GB25GYUW40809413407367,0.61
84876d6c-8cbc-4fe0-982a-adec6ed76edb,Brandi Stevens,0222 Valencia Well,Ramirezstad,Texas,16715,GB02ZMBM43950284674847,0.0
7d081ce9-dfa7-4c3c-888f-e4f7c68d6586,Katherine Gallagher,53269 John Island Suite 039,West Amandamouth,Pennsylvania,17805,GB04GGPY69192258019268,0.02
b6b93851-3bee-46c8-8a1e-2341f183eff1,Rebecca Ferguson,23877 Strong Mountain,New Robertville,Maryland,07467,GB71AVDO66106969212418,0.35
f2f9b6d8-c57b-4898-a81f-36a2a3c0eb6e,Evan Smith,98168 Duncan Spring Suite 185,South Sandra,Arizona,60690,GB82MMIQ43692638337207,0.85
cfd51fdf-bcec-4b66-9ea5-48992bb82e8b,Seth Weaver,80951 Lang Stravenue,New Jessica,Nebraska,46056,GB14HZTP55853439945469,0.97
d9f4656d-680e-4e9c-ab19-1f7667d4d9da,Krista Foster,750 Bass Haven,West Brian,Utah,03650,GB68YEFX96052085787960,0.02
