CustomerID,Name,StreetAddress,City,State,ZipCode,RiskScore
9f78d70d-428f-4d10-b576-75a10be1aaa3,Daniel Campbell,426 Garcia Ridge Apt. 226,Mitchellfurt,Maryland,72871,0.62
32961185-7469-486d-9ecf-c05304d1c11d,Sandra Chan,805 Jones Motorway Apt. 213,Baldwinside,New York,52501,0.48
74109fb6-378c-419a-ac6e-a7362a1a3e92,Ryan Padilla,53911 Russell Crest Suite 054,West Brittanyville,Alaska,81627,0.44
b473baee-77d3-4930-ae35-10bf3ae9d06b,William Hardy,8793 Snow Via Apt. 190,Rodriguezton,Texas,17395,0.37
43c7c77d-183f-411c-9067-1100f5abbbcd,Paul Wright,51935 Kelly Throughway Apt. 283,Veronicamouth,Texas,02217,0.2
e51fd5be-89c6-48a5-bf6e-ea13dd4e6bd5,Barbara Martinez,498 Shelia Vista,West Jenniferfurt,West Virginia,92646,0.91
f5edd3ba-e1b2-4dc2-ae28-027ddbab2c85,Joshua Oconnor,7787 Shannon Trail,Port Sandraport,Colorado,58962,0.36
a78833b2-45ad-439f-844a-c39240ac25b1,Bianca Gilbert,046 Nancy Estate,West Dillon,Illinois,80263,0.2
454496fd-0c3c-4be2-b63d-f8ab005e8d2e,Gina Harper,51761 Jenkins Plaza,North Rachel,Alaska,55429,0.55
b93fdabc-da3e-44f2-a18a-f9a8a27701b4,Cindy Harrison,49007 Gross Shoals,North Amyberg,Georgia,59480,0.28
74eeead3-eeec-4937-88c3-9ac8b439456b,Carol Waters,79671 Mikayla Coves Apt. 394,Evanside,New Hampshire,16825,0.11
c3ee778a-ccbe-44ab-879f-00c388445e7d,Shannon Curry,025 Daniel Crossing,Maryfurt,Kansas,82013,0.46
4e7b21cc-d06b-4b2e-93cf-d24267c650a3,Courtney Johnson,0640 Morse Neck Apt. 837,Kingmouth,Vermont,90392,0.98
38361233-2f7a-4b74-a5a4-1ebc77f24d87,Joseph Reed,81199 Kennedy Prairie Suite 225,Petersonport,West Virginia,48687,0.04
5f8c6507-d718-411e-84f4-28b513b5d577,Mark Gomez,4880 Joseph Greens Suite 935,Rogersstad,Maryland,20866,0.06
97c8b3bb-5c34-4c99-b4ae-dbd4d357d70f,John Schneider,4735 Diane Dam Suite 600,Davidside,Illinois,44599,0.65
b485a360-543f-4fb1-bd55-a2664c6c29ab,Jaime Ellis,8138 Jonathan Ranch,Stephenmouth,Texas,43679,0.18
443215ee-ef96-477a-a0e9-d745ae568e7d,Derek Williams,3392 Allison Curve,South Jeffrey,Maine,87635,0.66
29b12873-02fb-4f01-b61b-5de26ae7a50d,William Hodge,3526 Clark Garden,Parrishhaven,Delaware,90437,0.61
e4b03411-f03e-496c-b431-17479c85bbc7,Andrea Nolan,8046 Kaufman Pines,Carolchester,Michigan,66879,0.85
a6ceafc0-ca51-496a-9143-0d4061ed96bb,Steven Jones,473 Kelly Square Suite 677,East Michael,Illinois,23620,0.46
e246728d-b839-415d-bb59-8fe69e08d631,Sandra Barker,9493 Fischer Summit Suite 083,Mayston,Illinois,46576,0.54
00087bf2-07c0-4700-9112-ced917fd7aca,Justin Jennings,1524 Brown Glen Apt. 344,Amberhaven,New Mexico,62070,0.07
eb748b1a-d6a8-448b-966b-17046ca04e29,Connie Sims,85423 Blake Island,West Josephberg,Arizona,34942,0.01
7a4a2baa-9f06-48ee-b30c-12de318cf2c6,Anthony Garcia,69352 Linda Key,Mercertown,Montana,90735,0.05
ab255eb5-4ea4-4f57-8b14-9c08072148b9,Renee Chapman,280 Rios Place,Joshuahaven,Mississippi,44951,0.32
95ce916f-0cec-4ada-a7dc-ce95ef92d001,Leslie Walters,370 Brown Prairie,South Lauren,Arkansas,81531,0.97
27a10dd2-96eb-4694-98e8-f448e26aaa4e,Thomas Choi,20237 Claudia Corner,Port Nicoleborough,Maryland,85629,0.33
2ce31f26-cd43-445e-8952-27d77a581232,Michael Austin,3533 Tanner View Apt. 857,North Benjamin,Louisiana,17925,0.37
2b277e7b-bf79-4d27-a073-2f28d57a8778,Carrie Stephens,17479 Meagan Road Apt. 306,Davidfort,New Mexico,54211,0.79
f3663d2b-c5e6-488f-90e1-45689e826758,Joel Martin,08321 Forbes Well Apt. 035,Butlershire,Tennessee,98654,0.7
40c4b1b3-1e82-440f-af2d-03b951460b12,Sandra Foley,44622 Mercer Inlet,Nelsonmouth,Massachusetts,43594,0.52
6df78dbc-1e63-464a-a7c6-883f6ca90dd7,Benjamin Sandoval,748 Jeremy Lodge Suite 091,Stephanieland,Hawaii,31000,0.55
b9cc280f-f464-433b-a069-000fbbc476ac,Danielle Wyatt,6913 Mclaughlin Roads,North Lauren,Hawaii,19660,0.67
571583bc-5a85-402c-a1b0-5f82a313308f,Sierra Porter,706 Darren Bypass Apt. 572,Brownfort,Iowa,97393,0.69
de767014-bcd6-4a98-ac2c-1140fdd20eff,Denise Love,85776 Brittany Mountains,Shannonborough,Delaware,90823,0.08
232b48bc-d4fd-464a-9331-b8aaee36afcb,Emma Garcia,076 Butler Brooks,Alanberg,Wisconsin,65770,0.95
6cccb073-6e5c-49c5-bf02-2a5374377dbe,Mark Cole,5351 Jones Corner,West Marymouth,Vermont,98137,0.21
fd4ee4bf-9e03-431b-8dbc-8c5f632c36a0,Laura Jones,93021 Hernandez Meadow Apt. 982,New Jeffrey,Alaska,10303,0.46
a40f6f2d-8f3e-4f54-8755-c66e8189a6a4,Brandon Golden,0262 Kimberly Shore,Harrisside,Alabama,74061,0.83
456b758d-983e-4c5e-a37d-071eb2342e13,Becky Camacho,1700 Laurie Isle,West Don,South Carolina,28707,0.85
cca08189-e682-4cb4-bb31-f91070212c56,Stephen Miller,19521 Jaime Isle,West Joshua,Nebraska,74030,0.42
00457045-501e-4288-a620-fb3fab0d424e,Teresa Baker,8214 Rebecca Crest Apt. 478,Guerrahaven,Michigan,64676,0.11
9312b290-6e31-4988-a5aa-c0a19161cd6f,Leah Vasquez,4651 Brown Isle Suite 316,North John,Hawaii,90035,0.63
2ea4266d-4e70-4886-9694-04d802410826,Keith Miller,98037 Allison Fall,Davidfort,Connecticut,76875,0.93
7cb58806-b94c-4057-9a6f-af8a2a1ac79b,Joseph Gregory,3056 Hanson Falls,Austinburgh,Illinois,06592,0.6
21462bea-c5b2-42b0-81b2-c17effc6b3c6,Michael Sanchez,21804 Allen Glens,Brianbury,Nebraska,31241,0.27
76c181d0-d12b-4750-9228-a5ef2f676cf3,Gregory Massey,33720 Woods Tunnel Suite 537,Lake Jasonborough,Indiana,19153,0.37
2af7c8f8-12bd-4de6-ba88-3789905290bb,Andrea Wheeler,4285 Mary Village,Port Mallorymouth,Maryland,31056,0.39
d7b4a376-83e5-4dd1-b3fa-0759d3bb2dd9,Bianca Bailey,967 Monica View Suite 269,Suarezmouth,Utah,81268,0.4
33df4065-7c66-44f5-8df5-507eda1bc4ac,Jean Norman,241 Jose Loaf,Adamshaven,Washington,30812,0.64
d7e548d6-8532-48c2-b706-bedf9ebeb1da,Barbara Moore,519 Erica Club,Lake Loriborough,Alabama,52748,0.37
5faa897e-7238-4317-aa63-fd5dfcf8c669,Erika Rodgers,043 Smith Ranch,East Stephanie,New Jersey,56639,0.68
f76eb27a-4a88-4c28-8cfc-bffd4bd5e045,Crystal Navarro,61374 Brown Spur,Christopherview,Alabama,73004,0.42
3c6652f8-6141-4d9c-895d-d44896e252da,Benjamin Peterson,38997 Singh Mills,East Saraburgh,Wisconsin,17376,0.52
369b4fcb-335a-44b5-9ba0-f721708e42a8,Megan Malone,6504 Linda Estates,Deborahborough,Missouri,37131,0.06
1e208dfa-092f-498b-9b00-2682b9cb2849,Joshua Hill,274 David Springs,Clementsview,Idaho,74827,0.03
484a451f-8537-4cae-ad6d-b9ba3bff3700,Mathew White,195 Donna Forest Apt. 006,West Megan,Rhode Island,84852,0.07
4f4bbbac-f648-4782-b676-a93631ec5cc3,Gloria Green,1171 Garcia Key Suite 749,Michaelberg,Hawaii,07279,0.82
afb43aa2-2341-42ac-aca8-1af11410c558,Eric Clark,34939 Gina Plains Apt. 313,East Joshua,Kansas,28824,0.32
4b01258e-eb53-4b51-b2e1-6de19cc11bc0,Lisa Miller,61457 Mark Brook,East Meagan,Florida,16694,0.89
eacd0de0-09fc-433e-a4b8-07c4122c21c7,Jennifer Hall,1372 Laura Island,West Steven,West Virginia,01910,0.3
9aa21e62-3402-46c7-b812-212c2a3694f2,Keith Perez,49385 Timothy Pine Suite 286,Millsburgh,Nevada,09940,0.84
84667c0a-6ba3-4d3e-a9af-cffa91b8913b,Kelly Moore,9558 Torres Mill Apt. 700,Peterstad,Maryland,63147,0.42
526bbb43-c4ba-46b8-8a5d-ff418f2ea6ec,Richard Fisher,130 Charles Islands Apt. 958,Rachelhaven,Washington,69734,0.0
2a95f5ca-3f37-4618-9890-94ae8a3fc1b3,Rachel Osborne,00935 Cline Islands Suite 530,Paceside,Delaware,41228,0.83
4b1f88ea-cf10-4561-8844-734d081cae32,Morgan Brewer,655 Laura Dam Suite 627,Lake Taraport,Oklahoma,29097,0.9
e2f55e83-c71a-424c-889b-5d7d11b40716,Kristen Ochoa,95423 Nathan Port,Lake Michael,Wisconsin,06628,0.93
b130b76a-428b-4b61-9cd0-608371cc58fb,Kathryn Davidson,61164 Carolyn Highway Apt. 032,Davidfort,Montana,50596,0.11
4d78d195-1489-474d-9cc2-40ac3a8d9aa9,Claudia Campbell,02708 Garcia Rue Apt. 400,New Marissastad,South Carolina,75838,0.33
622bbbe3-d90d-4c9d-9e4c-c70dd7732569,Kathy Thomas,74527 Strickland Brook Apt. 856,Silvaborough,Arizona,84226,0.51
a04fd04b-47c9-4793-98e9-d7e5048ee2dd,Lindsey Martinez,908 Deborah Brooks,Marisaberg,Maine,55235,0.75
aa4808c9-1364-499f-b299-8e9f88b901c9,Jacob Gonzalez,74135 Smith Locks,Alexandermouth,Pennsylvania,72760,0.85
2ab0229f-8313-4e8c-90ea-2728b28af608,Lisa Smith,1143 Powell Haven Suite 359,New Wendymouth,Minnesota,71502,0.54
48fe3542-eccc-4f5e-9079-7d40d6c10f35,Michael Smith,32729 Wilson Canyon,Lake Marcusside,North Dakota,39941,0.33
58de1986-5889-4a3f-84df-1ff2d8c537dc,David Fleming,0698 Barnett Land,Penamouth,Nebraska,07528,0.21
fa896fad-d7a3-40f6-bc1c-a0a30f0702c1,Ryan Flores,564 Michele Walks Apt. 793,Port Rachelbury,South Dakota,69552,0.1
3d0bf40f-4dec-4979-abab-55f303b7bba2,Patty Ruiz,92980 Jackson Isle Suite 022,Davisberg,Maine,64625,0.32
72583106-fad7-48af-b0bb-f934be02b3db,Stephanie Moore,8611 Amy Inlet,West Beckyberg,South Carolina,04372,0.1
89996252-fc22-4ff7-994b-f947c4f832a7,Miss Monica Robinson,91313 Stephanie Plain Suite 654,Reynoldsside,Pennsylvania,99549,0.75
78454c8a-3df4-4a83-97a4-b589651d850d,Thomas Love,078 Richard Street Apt. 186,Lake Mariaport,New York,70238,0.11
53b0d4ca-07c2-4cc1-adb1-0febc3727d7a,Lindsay Daniels,948 Kyle Springs,Mackport,Montana,18318,0.93
7dc63a5e-04fd-4def-88f3-1685a413f837,Susan Smith,858 Roger Isle,Jeffersonbury,Louisiana,18637,0.08
e9dc3e84-75cd-46fa-977a-467cbebdca3e,Erin Walton,002 Robin Keys,Stevensville,Iowa,31505,0.31
d2df149b-d73e-4b55-abdd-d32cb90d95e0,Dr. Emily Fisher,64980 Waters Row Suite 070,Lake Monica,Virginia,99007,0.19
201de5a1-7c4d-481d-ba33-4b0601e6e648,Benjamin Small,6720 Gary Unions,South Mark,West Virginia,91494,0.89
14472aaf-94e7-4b2e-9f80-dbb62706db11,Luis Pennington,115 Robinson Prairie,Banksstad,Michigan,42418,0.96
5a31b113-8ed1-44eb-8f53-9d39ffc78359,Richard Garza,73394 Lee Lodge Apt. 251,Riosville,Florida,25775,0.19
ea86f340-85f7-4480-bf3d-d5842336a3fe,Cynthia Nelson,61987 Raymond Field Suite 282,New Jessica,New Mexico,29386,0.05
1f6b284c-89e0-4206-bbfb-30e3f43da232,Charles Hill,3872 Dennis Junction,Jeanetteview,Oklahoma,91783,0.71
ef5dc4ab-8f0d-470b-b6f1-12c9fe9d637f,Daniel White,14660 Colon Fall,East Henryburgh,South Carolina,26533,0.26
de65ccf1-0815-4de0-a25d-dceb8361e21d,Maurice Lin,52146 Steven Shores Apt. 621,Lake Ashley,Iowa,01395,0.37
32e8ae89-8b52-4202-b3e3-e45c2a1878a0,David Archer,8524 Lauren Highway,Mooreburgh,Michigan,78782,0.47
c57a3f19-6706-469d-a423-5a6b1377b1e7,Christopher Woods,10449 Anthony Fort Apt. 158,Donnabury,Connecticut,06781,0.79
