CustomerID,Name,StreetAddress,City,State,ZipCode,FintAccountNumber,RiskScore
356c3889-6584-4fbe-a019-d107890e5d4a,Destiny Guerra,72313 Ayers Row,Ponceborough,Missouri,27011,GB05RPRR94149067211539,0.49
8e122332-ccad-4843-a161-6421f6f28e6e,Brittany Lopez,8247 Patterson Bypass Apt. 319,South Richardtown,Iowa,52529,GB55DFGV07274043767445,0.74
6475603a-5b63-4eed-b19d-f7216df7bbca,Cindy Curry,731 Howard Glens,Frenchstad,Michigan,79546,GB38JXHH69772307286823,0.33
1d7a9000-d46c-4c1b-836b-7244fd045360,Cindy Mccormick,7289 Horton Forest,Crystalfort,Arizona,07604,GB24QHZW70202246493973,0.38
d4b8dff6-1132-4723-b8e4-808dd5ebd211,Sarah Hill,347 Larsen Forge,Lake Kathryn,Colorado,95908,GB42MLLH15039161416886,0.42
3971b6a2-df2d-405c-9e0f-351d32163038,Melissa Foster,08616 Isaiah Cape Apt. 131,Annberg,Washington,64118,GB86BIYF90759700101014,0.78
889e1028-1e3c-4b2f-8d10-a53401b59044,Jennifer Curry,38999 Walker Prairie,South Sergiomouth,Arkansas,40083,GB43IYFS93696229624204,0.04
567f939f-9f99-4ae3-81c4-3b40efa4e5f2,Austin King,0076 Jonathan Ways,Debbiemouth,Montana,66488,GB23ZEDC61478267923315,0.61
2cb2f791-355f-4343-929e-f5517e63af51,Mary Shaffer,8316 Joyce Common,South Michelle,Missouri,53976,GB45PWOX96247694303436,0.91
2155ec86-add0-4a73-88bd-33e08ba8e767,Tyler Sullivan,0071 Gray Villages,Sloanberg,Kansas,92775,GB60FDIB82780908867283,0.71
a4d4e73c-2538-4610-b41e-1f5b111de54f,Cory Stephens,163 Loretta Pike Suite 841,North Elizabethberg,Idaho,59644,GB05MYMW56612074498690,0.59
7bb47fd4-7783-4d84-984f-bbdeabf95edd,Julia Thompson,8786 Buck Green,Pricemouth,North Dakota,75769,GB92WALO34363629278451,0.24
1f717ac4-bcc2-4893-997f-bd6c240cd70a,Jennifer Boyd,94522 Newman Cape Apt. 597,Georgeberg,California,55948,GB27NNFZ83036794520385,0.35
aa1ada79-4fb6-409f-9433-c9e70e173631,Nicole Fisher,98742 Ellis Mill,Michaelburgh,Virginia,55566,GB18STLJ80245101218375,0.85
