CustomerID,Name,StreetAddress,City,State,ZipCode,RiskScore
4759c218-5c66-4407-a94d-374fb879609a,Joshua Martin,4251 Mckinney Ford Apt. 055,Carlaton,South Dakota,89294,0.23
7ad6ea73-633b-4225-b537-db2b44e5defd,Joseph Gibson,498 Fernando Overpass,Jessicafurt,Iowa,07189,0.9
94eb5f7a-a9b4-4d2b-be74-679410da04b3,Cheryl Cabrera,790 Hamilton Mountains Suite 062,Michaelberg,Maryland,74972,0.88
bc47e7cf-2ac5-4656-a678-e7e222abbb20,Veronica Reese,883 Jessica Dam Suite 302,South Sharonberg,Hawaii,35121,0.87
9e14c23e-936c-46da-8f16-504ec662d57b,Melody Mcgee,5461 Stephanie Lodge,Port Crystaltown,Kansas,66417,0.51
b6dc37f1-25f4-48b3-8c07-bf957a0f1fc5,Mark Martinez,778 Wade Village Apt. 884,Kimmouth,Massachusetts,20649,0.01
c9d845ac-501d-4371-90c9-a5cbe56213f4,Chad Ray,0138 Margaret Village Apt. 252,North Jamesview,Oklahoma,68911,0.13
d401def5-c824-4fa6-b904-37c9f417d2d3,Patrick Williams,1255 Sharon Island Apt. 498,West Adamview,Indiana,89994,0.6
57a97e16-7d3e-42d0-8ae0-e0efd0a20e51,Karen Johnson,696 Robin Isle Suite 718,Lake Stephanie,Oklahoma,85392,0.15
2db9333c-4b84-4bce-a333-44bb67ead834,Bernard White,671 Walker Valley Apt. 012,North Joanna,Iowa,75075,0.25
db8f862b-4ee8-42fb-84e6-654fd8855c07,Rachel Randall DDS,440 Matthew Wells,East Desireeton,South Carolina,13074,0.55
2d350519-9ee7-4f68-8c0f-84f1a2723cd1,Jeffery Lynch,93213 Ashley Lake,Davidville,New Hampshire,91151,0.46
e63b55f5-7fa2-48e1-9943-bfaaf376bfc5,John Taylor,808 Kimberly Ford Suite 568,Suarezborough,Alaska,88863,0.95
71c52070-ff51-4cdc-80d3-63effa841da8,Ryan Chase,31663 Donna Shores,Lake Thomas,Arkansas,83729,0.89
ba802e93-571e-4e62-8641-a13ebba4d23c,Alexander Kennedy,47430 Michael Manor Suite 019,Whiteberg,North Carolina,97003,0.72
38aaf67d-7093-406e-bb4c-8ad00eb945c7,Joseph Garcia,1090 Blackburn Gardens Apt. 045,East John,Tennessee,32075,0.7
b6fe13b0-995f-4591-8414-decd3dd4506d,Rachel Jones,951 Doyle Overpass,New Scottside,Delaware,13975,0.25
9eb90f56-3f43-46aa-8d37-cdfcd7bf5ca9,Tina Camacho,939 Vanessa Plains Suite 914,Meganstad,Georgia,05914,0.05
79e86202-c749-4f41-95ba-30835a32f811,Randy Martin,0273 Rebecca Cliff Apt. 733,Lake Nathanielhaven,Idaho,25899,0.99
133780b2-7b8c-4a9b-94f5-2c478387e32f,Brooke Pena,96421 Melissa Shoals Apt. 485,Mercadomouth,Indiana,52898,0.73
d1428478-b69c-4d7b-aec4-91bc9e52998f,Mary Hawkins,705 Haley Oval Apt. 430,Lake Troy,New Hampshire,26824,0.59
a9b760bc-710d-4f28-bfb4-7781fed2834b,Julie Torres,365 Shane Drives,Howardtown,Maryland,39160,0.06
03f5824e-c34f-41fe-b153-29e30b11449d,Mario Hayes,4018 Kelly Crescent Suite 665,Cynthiaport,Montana,00733,0.76
00a5311f-d1e5-47be-8d56-390c3a4c7f07,Alexander Savage,185 Nancy View,Lake Annborough,Maine,23064,0.59
4d3607ae-4364-4b8d-9f11-4266dca37e6e,David Hernandez,71804 William Spring,Port Henryborough,Wisconsin,89804,0.78
be4e0d29-c88b-4285-a36a-d3a01a1c9cc6,Debbie Douglas,4538 King Track Suite 979,West Ronald,Wisconsin,18665,0.76
3d6e7427-3ab2-44ad-a2fd-cdff75b030b7,Jaime Hampton,614 James Pass,West Craigburgh,Virginia,17722,0.73
4301de85-fa74-4d17-a0fb-0ab0888bfa0e,Johnny Williams,02026 Derek Villages,North Nathanfurt,Colorado,38264,0.43
f93c5d0b-e666-4362-b9c4-6f1e29683d97,Brenda Meyer,924 Alexandria Overpass Suite 124,New Melanie,Florida,05058,0.9
0d95c555-e7d1-40b2-a88c-1c6b88c958dc,Dr. Antonio Rivera,15219 Johnson Road,Kayleeburgh,Maine,06052,0.68
9b2cd579-ee45-4971-b90e-17912938bffa,Sherry White,0243 Osborn Valley,Coxmouth,West Virginia,73172,0.38
6bf21c6c-3264-49b8-8e8c-5308097119d1,Amy Daniels,18442 Gonzalez Spur,Port Elizabethview,Massachusetts,42006,0.53
1cdba9c7-b209-4d8d-b92e-1d62a1447a53,Rebecca Campbell,30510 Andrew Points,South Joshua,Michigan,18866,0.64
b86d7e2d-394f-4a8c-8242-a061c707005b,Levi Gutierrez,2727 David Branch,West Brandonport,Arkansas,76687,0.67
5bc5fd9d-96f7-4ae7-9fe4-4458daad804c,Sarah Wall,58728 Hill Drive Apt. 278,South Jeremy,Nevada,94861,0.87
e4542078-ce8f-4035-a7a0-3fb02566235b,Kayla Stevenson,89592 Robinson Mountains,Hullfurt,Maine,68142,0.89
b6602a56-b8e7-498d-86e0-255236563834,Robert Yates,781 Burke Loop Apt. 782,Scotthaven,Nebraska,49328,0.81
2901c846-8b56-4169-97bf-7c895e0145cb,Dr. Christy Burns DVM,436 Cooper Motorway,Kingville,Alabama,19217,0.26
f01f464f-c418-4bf0-aeb0-7bcb94d508fd,James Smith,9256 Denise Well,Joanberg,Washington,31147,0.48
b7fe58da-c69e-4be6-9e3b-134a2ee27883,Karen Curtis,7075 Calhoun Locks,South Meganville,Nebraska,63690,0.6
2d5aba30-c0a4-4425-8313-99873a682a7e,Teresa Reed,627 Hansen Hills Suite 737,South Lisa,Massachusetts,94936,0.19
982ccc63-3ce4-4438-b109-c24af4d1ab0b,Sarah Johnson,122 Wayne Harbors,Lake Molly,Texas,55035,0.29
0f150d81-effb-448a-a12a-2519005d406b,Jordan Gomez,9829 Patricia Rapids,Scottmouth,Wyoming,17086,0.87
8207fbe9-cbdf-4ae1-9224-88bc2cf23e23,Adam Lee,38827 Catherine Island Apt. 272,Hamptonhaven,Montana,01375,0.65
15bbc3be-d576-4e3d-9102-09900856a50a,Timothy Howard,38689 Whitney Forge,New Jamieville,Louisiana,61854,0.19
50696c2f-7545-4497-b59d-7f5d61ec727f,Marcus Butler,42619 Hunter Wells,Warrenbury,Indiana,97697,0.66
f8e2413c-60e8-4519-95c5-c0549a173d7d,Yolanda Tran,2014 Chad Freeway Apt. 150,East Anna,Georgia,39983,1.0
8080fb34-1a8b-4398-ab92-ad10d77a9174,Jill Taylor,699 William Lodge Suite 760,Frankstad,Illinois,32743,0.56
e242a460-38da-430a-a249-c60f2fd49aee,Chris Delgado,1855 Joseph Locks Apt. 822,Lake Robertberg,Montana,30813,0.68
caf85422-d5c9-4c1d-b7d2-6f2b7c229a97,Frank Day,967 George Trail Suite 884,Port Krististad,Missouri,60808,0.24
42b6daad-5d76-4ed0-b220-2d16187f0241,Sharon Nichols,34693 Michael Street,Garyside,West Virginia,40409,0.38
ca7c58cd-68fe-4977-bd7f-7688d7cd84c3,Adrienne Ritter,9942 Osborne Pike,Brandonberg,Utah,33951,0.14
28c73b8a-0ff0-4b48-a7b8-bc0e3b8201ef,Matthew Griffith,882 Kelsey Lodge Suite 572,West Coreyborough,Illinois,55937,0.41
2456ec18-1172-4bb8-a066-a368b51fd5e2,Alan Duarte,05282 Ellis Inlet Apt. 938,East Debrafurt,Pennsylvania,15337,0.6
2b609ba3-b154-482e-bad6-dd0935a06444,Debra Graham,775 Glenn Lake Apt. 334,Strongchester,Illinois,41403,0.74
747385e5-4db1-4da3-9fe3-c654e49c5828,Joyce Banks,70542 Pham Avenue,Christinastad,New Mexico,40583,0.39
bafb0d25-8616-48e3-8692-edaeafc73d4e,Alexa Castro,181 Andrea Brooks Suite 024,North Darrellhaven,Oregon,74737,0.89
168d4490-8fad-4f35-80b0-d847514aded9,Taylor Pham,2621 Stephanie Walk,Taylorside,Mississippi,54309,0.46
