CustomerID,Name,StreetAddress,City,State,ZipCode,FintAccountNumber,RiskScore
1cdbfbaf-44c2-4ee6-a1fc-be741832d71a,Michael Dean,61929 Gibbs Run,Jessicaville,Connecticut,21123,GB18EGAM61288371300090,0.09
d74fdce7-aff8-4a7e-a85d-ca5aeae078dd,Betty Parker,677 Sexton Mountain,Thompsonville,Mississippi,36599,GB60DLHG23175190562936,0.19
5eb8bb4a-56aa-4153-8b94-45fd7c46a603,Robin Cox,444 Andrea Mountain Apt. 538,Wardshire,Nebraska,76285,GB96SVQG15524668119243,0.69
741350d3-2354-4b8a-b493-78a9388113c7,Katie Jones,292 Burgess Corner Suite 892,North Janice,Maryland,72530,GB42DKMH05356184808930,0.36
b0d9fa86-b4b2-41b1-9ee4-1aef69beb09d,Michelle Morris,1054 Christina Key,Lake Jacob,New Jersey,42128,GB53JBJV42036355174013,0.04
3601455f-7e8e-41c5-9cee-dfcb97629d57,Kyle Walker,334 Shields Hills,Mcconnellmouth,Arizona,75995,GB22GAMD55971049227808,0.95
4b9e5b56-9a73-4919-a65f-d00bc94b028d,Beth Kennedy,9821 Sandra Divide,Port Jesus,Iowa,75469,GB88QQVR36043744249901,0.43
1d5a5dfa-0c4e-4318-a4c8-847303b29ced,Daniel Collins,56634 Gabriela Station,Summersland,North Carolina,96360,GB44CGOB09956579835773,0.24
14fd774f-df90-4d36-bddb-8e9d66ca0873,Roy Santana,05390 Amber Crest Suite 112,Lake Travisside,Utah,63224,GB28YIDP42740667559921,1.0
4c15053b-468e-489c-a136-01b0d65dc0f8,Madison Wilson,85958 Hughes Lodge Suite 010,Port Chelseytown,Missouri,27544,GB61KRXR33211862946569,0.77
08ec63cc-7d72-4063-a321-bb6662a9d410,James Martinez,51938 Smith Row Suite 504,Danielville,Nevada,66816,GB88YPIN32455281491714,0.05
32b757df-7441-4930-876f-19e8950876b2,Michael Jones,669 Sarah Fork,West Lisachester,Florida,85280,GB93VRWS95383755142867,0.6
83f434a5-f131-46e4-a164-dfb1dc423a12,Stephanie Herrera,79976 Hayes Stravenue,Wellston,Vermont,61121,GB89CXMN77509045800857,0.04
2dca508a-16b4-48e7-8a47-8a4269a9691a,Daniel Jacobs,5650 Wolf Plaza Apt. 013,East Michael,Rhode Island,30547,GB81DFLZ82278700506695,0.79
1a30cc7f-f662-4e22-97ef-33681050e629,Ryan Brown,6890 Smith Plaza Apt. 687,Brownfurt,Delaware,53590,GB23YSUN79558486018184,0.47
363f1c6b-855e-4b72-9df5-7c901f9f3518,Hayley Hoffman,796 Duncan Streets,East Josehaven,New Mexico,35912,GB67HBIZ41050505372496,0.88
8b6c505f-77ff-4d23-a351-03efb2aaa24c,Jessica Long,516 Pamela Mews,Raymondton,New Mexico,24775,GB47CDII56725205102846,0.66
7cee62e4-f9c4-4b57-a952-56889589e3ce,Christopher Gonzalez,287 Wright Turnpike,Spencerfurt,West Virginia,65600,GB88PXUJ57928914017391,0.62
3c3be4ee-f9ac-467c-a1aa-ac3be1229ab2,Angela Wright,11091 Jackson Rapids Suite 103,Richardhaven,Minnesota,90576,GB42TAAC20025368052680,0.74
f79b8330-adf8-45c0-af65-8a9c4d26eba7,Brian Garcia,60591 William Skyway,Danielburgh,Vermont,47518,GB89CXMN77509045800857,0.11
317343e8-dabf-4e80-a401-cb39b12e92e7,David Flores,68101 Joseph Mount,Port Jeffrey,Ohio,53602,GB74PNAP23192246104470,0.09
39e30d5c-9aa4-4e8d-9ddd-47fa263e5916,Logan Johnston,6276 Snow Lodge Suite 939,Brownmouth,Texas,13738,GB04SDCF75401824705302,0.79
92a4fa59-168a-4fa1-bfed-49eb75e538b1,Andrea Patterson,84134 Miller Circle,Riverabury,West Virginia,64217,GB47SKPI46542086239857,0.96
