CustomerID,Name,StreetAddress,City,State,ZipCode,FintAccountNumber,RiskScore
9506d298-c0d9-4c40-932b-4f808e396b73,Laura Ortiz,6826 Jennifer Pike Apt. 303,Michaelburgh,Minnesota,67869,GB26DURP32696757177910,0.16
f709bc76-a3cd-4c24-b821-38ba44dbdbde,Emily Robinson,0835 Brett Junctions Suite 576,West Andreastad,California,13571,GB97MGRO87863498806145,0.54
4ce79576-b27b-4e42-b59d-44f26495c728,Sherry Dyer,3638 Miller Rapids,Ashleymouth,Nevada,65135,GB50NAKW40782862914967,0.48
5f102cae-ec75-4eee-b04b-b7f4c9dcc2d5,Dennis Silva,488 Victor Walk Suite 758,Port Michele,New York,51199,GB87DVUM12779297404865,0.77
5b792563-29f9-4509-b6ef-61d3fc89c072,Michael Wiggins,4609 Campbell Plains,Port Samuel,Maryland,46467,GB24LOUC73640268029951,0.16
dd216798-419c-4ba7-a673-c74e387b40cb,Jennifer Hudson,2488 Anthony Green,Shepherdshire,Idaho,16438,GB62KFJW45081276868730,0.59
5b60f9a3-5167-4efa-bd7d-17b7ec6327b7,Laurie Ellis,1216 Pamela Parkway,Williambury,New Mexico,44873,GB47KPRQ31110339091982,0.61
6b91a611-656d-49d3-8e27-aeaa99e495f1,Jennifer Dudley,633 Clark Parkways Apt. 482,North Deanborough,New Jersey,91325,GB50NAKW40782862914967,1.0
edf5b1cb-1465-43c8-9cc6-2209cc574981,Timothy Fox,35523 John Ford Suite 814,Terryland,New Hampshire,15044,GB30KFVI34814233222965,0.2
60bbcd49-b7b6-4876-94b6-8b5d0b1adc89,Diamond Rivers,3263 Derek Port,New Crystal,Minnesota,78013,GB48CTQX98910623928217,0.17
63ffa1a4-4862-41fd-954c-cb1c18ca615b,Sheila Schaefer,6838 David Station Apt. 953,Gonzalezhaven,Oregon,24919,GB18OOYZ55748484776078,0.3
709f95f3-e6d3-4a12-b40a-a6f7f051904a,Miss Sarah Moore,86900 Whitaker Street Apt. 401,Edwardsshire,Wyoming,70064,GB61UTJQ49494195919443,0.1
6ebae34e-88bb-4253-b5ce-2532005ca7b8,Patricia Barnes,64722 Madison Union,Webbburgh,Illinois,92588,GB02OIRK32085685182093,0.03
72cce467-4bc0-4256-9d89-462065d6c077,Danielle Cooke,07510 Brenda Mall,Josephtown,Massachusetts,11358,GB83GILF60978701272755,0.77
4fa52d9b-c352-4ca7-986f-a6a1bd5732bc,Emily Randall,8767 Hunt Roads,Melanieport,Montana,15354,GB79OKIC95350306169787,0.04
f363629c-a354-4915-8f00-564e1e3d717c,Mary Massey,3238 Carroll Common Suite 266,South Samantha,Maine,33114,GB95TBPP96241772009051,0.62
41a7679e-ca8c-4158-b2b4-254672a708f9,Suzanne Simpson,31129 May Motorway,New Patricialand,Louisiana,24580,GB97MGRO87863498806145,0.01
9f183c5e-e6d0-4d5f-b283-e595d721fe26,Lisa Pope,13226 Benjamin Curve Apt. 604,Loriport,Vermont,60440,GB26VKPL74913728037207,0.4
dc41e10e-7fe6-4f59-89d9-b0379f1c3e11,Matthew Johnson,0312 Shawn Pass Suite 495,West Angelaton,Texas,09400,GB35WEZL45056948485812,0.94
6668750d-5761-402a-b519-0d5eb548a6ef,Michael Johnson,24311 Moore Mountains,Walkermouth,Florida,29600,GB96ARIE87227980342689,0.39
f119aae5-7865-441d-a1e3-45ad845a4e1d,Christopher Fitzpatrick,2550 Christina Forges,Sarahmouth,New York,38661,GB55ZJAG35221204869696,0.83
